Procedure_Description,CPT_Code,Cash_Price,Gross_Price
All Inpatient Services for APRDRG-245-2,,,"$11,388.00 "
All Inpatient Services for APRDRG-245-3,,,"$16,858.00 "
All Inpatient Services for APRDRG-245-4,,,"$33,344.00 "
All Inpatient Services for APRDRG-246-1,,,"$10,410.00 "
All Inpatient Services for APRDRG-246-2,,,"$12,713.00 "
All Inpatient Services for APRDRG-246-3,,,"$18,792.00 "
All Inpatient Services for APRDRG-246-4,,,"$39,756.00 "
All Inpatient Services for APRDRG-247-1,,,"$8,141.00 "
All Inpatient Services for APRDRG-247-2,,,"$10,245.00 "
All Inpatient Services for APRDRG-247-3,,,"$15,664.00 "
All Inpatient Services for APRDRG-247-4,,,"$38,752.00 "
All Inpatient Services for APRDRG-248-1,,,"$8,614.00 "
All Inpatient Services for APRDRG-248-2,,,"$11,933.00 "
All Inpatient Services for APRDRG-248-3,,,"$17,257.00 "
All Inpatient Services for APRDRG-248-4,,,"$39,378.00 "
All Inpatient Services for APRDRG-249-1,,,"$6,601.00 "
All Inpatient Services for APRDRG-249-2,,,"$8,472.00 "
All Inpatient Services for APRDRG-249-3,,,"$11,788.00 "
All Inpatient Services for APRDRG-249-4,,,"$29,118.00 "
All Inpatient Services for APRDRG-251-1,,,"$7,537.00 "
All Inpatient Services for APRDRG-251-2,,,"$9,606.00 "
All Inpatient Services for APRDRG-251-3,,,"$13,101.00 "
All Inpatient Services for APRDRG-251-4,,,"$28,767.00 "
All Inpatient Services for APRDRG-252-1,,,"$8,619.00 "
All Inpatient Services for APRDRG-252-2,,,"$12,011.00 "
All Inpatient Services for APRDRG-252-3,,,"$17,445.00 "
All Inpatient Services for APRDRG-252-4,,,"$44,107.00 "
All Inpatient Services for APRDRG-253-1,,,"$8,947.00 "
All Inpatient Services for APRDRG-253-2,,,"$11,761.00 "
All Inpatient Services for APRDRG-253-3,,,"$17,831.00 "
All Inpatient Services for APRDRG-253-4,,,"$38,636.00 "
All Inpatient Services for APRDRG-254-1,,,"$8,086.00 "
All Inpatient Services for APRDRG-254-2,,,"$10,982.00 "
All Inpatient Services for APRDRG-254-3,,,"$16,027.00 "
All Inpatient Services for APRDRG-254-4,,,"$35,688.00 "
All Inpatient Services for APRDRG-260-1,,,"$24,126.00 "
All Inpatient Services for APRDRG-260-2,,,"$31,836.00 "
All Inpatient Services for APRDRG-260-3,,,"$50,174.00 "
All Inpatient Services for APRDRG-260-4,,,"$105,065.00 "
All Inpatient Services for APRDRG-261-1,,,"$21,979.00 "
All Inpatient Services for APRDRG-261-2,,,"$29,393.00 "
All Inpatient Services for APRDRG-261-3,,,"$42,584.00 "
All Inpatient Services for APRDRG-261-4,,,"$83,262.00 "
All Inpatient Services for APRDRG-263-1,,,"$16,147.00 "
All Inpatient Services for APRDRG-263-2,,,"$21,150.00 "
All Inpatient Services for APRDRG-263-3,,,"$29,060.00 "
All Inpatient Services for APRDRG-263-4,,,"$64,971.00 "
All Inpatient Services for APRDRG-264-1,,,"$20,929.00 "
All Inpatient Services for APRDRG-264-2,,,"$24,950.00 "
All Inpatient Services for APRDRG-264-3,,,"$37,179.00 "
All Inpatient Services for APRDRG-264-4,,,"$82,742.00 "
All Inpatient Services for APRDRG-279-1,,,"$8,044.00 "
All Inpatient Services for APRDRG-279-2,,,"$10,824.00 "
All Inpatient Services for APRDRG-279-3,,,"$17,410.00 "
All Inpatient Services for APRDRG-279-4,,,"$45,591.00 "
All Inpatient Services for APRDRG-280-1,,,"$8,815.00 "
All Inpatient Services for APRDRG-280-2,,,"$11,819.00 "
All Inpatient Services for APRDRG-280-3,,,"$18,795.00 "
All Inpatient Services for APRDRG-280-4,,,"$44,020.00 "
All Inpatient Services for APRDRG-281-1,,,"$10,162.00 "
All Inpatient Services for APRDRG-281-2,,,"$14,110.00 "
All Inpatient Services for APRDRG-281-3,,,"$19,821.00 "
All Inpatient Services for APRDRG-281-4,,,"$40,630.00 "
All Inpatient Services for APRDRG-282-1,,,"$9,013.00 "
All Inpatient Services for APRDRG-282-2,,,"$11,551.00 "
All Inpatient Services for APRDRG-282-3,,,"$18,424.00 "
All Inpatient Services for APRDRG-282-4,,,"$52,581.00 "
All Inpatient Services for APRDRG-283-1,,,"$8,657.00 "
All Inpatient Services for APRDRG-283-2,,,"$10,708.00 "
All Inpatient Services for APRDRG-283-3,,,"$18,669.00 "
All Inpatient Services for APRDRG-283-4,,,"$41,044.00 "
All Inpatient Services for APRDRG-284-1,,,"$9,882.00 "
All Inpatient Services for APRDRG-284-2,,,"$14,125.00 "
All Inpatient Services for APRDRG-284-3,,,"$21,656.00 "
All Inpatient Services for APRDRG-284-4,,,"$48,340.00 "
All Inpatient Services for APRDRG-301-1,,,"$28,973.00 "
All Inpatient Services for APRDRG-301-2,,,"$31,264.00 "
All Inpatient Services for APRDRG-301-3,,,"$39,583.00 "
All Inpatient Services for APRDRG-301-4,,,"$69,004.00 "
All Inpatient Services for APRDRG-302-1,,,"$28,281.00 "
All Inpatient Services for APRDRG-302-2,,,"$31,042.00 "
All Inpatient Services for APRDRG-302-3,,,"$38,038.00 "
All Inpatient Services for APRDRG-302-4,,,"$69,783.00 "
All Inpatient Services for APRDRG-303-1,,,"$72,336.00 "
All Inpatient Services for APRDRG-303-2,,,"$86,031.00 "
All Inpatient Services for APRDRG-303-3,,,"$119,800.00 "
All Inpatient Services for APRDRG-303-4,,,"$176,073.00 "
All Inpatient Services for APRDRG-304-1,,,"$47,010.00 "
All Inpatient Services for APRDRG-304-2,,,"$55,300.00 "
All Inpatient Services for APRDRG-304-3,,,"$77,887.00 "
All Inpatient Services for APRDRG-304-4,,,"$138,436.00 "
All Inpatient Services for APRDRG-305-1,,,"$17,815.00 "
All Inpatient Services for APRDRG-305-2,,,"$23,281.00 "
All Inpatient Services for APRDRG-305-3,,,"$37,873.00 "
All Inpatient Services for APRDRG-305-4,,,"$80,510.00 "
All Inpatient Services for APRDRG-308-1,,,"$22,172.00 "
All Inpatient Services for APRDRG-308-2,,,"$26,603.00 "
All Inpatient Services for APRDRG-308-3,,,"$34,757.00 "
All Inpatient Services for APRDRG-308-4,,,"$62,264.00 "
All Inpatient Services for APRDRG-309-1,,,"$19,982.00 "
All Inpatient Services for APRDRG-309-2,,,"$29,095.00 "
All Inpatient Services for APRDRG-309-3,,,"$41,603.00 "
All Inpatient Services for APRDRG-309-4,,,"$82,275.00 "
All Inpatient Services for APRDRG-310-1,,,"$15,092.00 "
All Inpatient Services for APRDRG-310-2,,,"$20,103.00 "
All Inpatient Services for APRDRG-310-3,,,"$29,801.00 "
All Inpatient Services for APRDRG-310-4,,,"$65,732.00 "
All Inpatient Services for APRDRG-312-1,,,"$20,113.00 "
All Inpatient Services for APRDRG-312-2,,,"$30,636.00 "
All Inpatient Services for APRDRG-312-3,,,"$52,446.00 "
All Inpatient Services for APRDRG-312-4,,,"$134,155.00 "
All Inpatient Services for APRDRG-313-1,,,"$18,537.00 "
All Inpatient Services for APRDRG-313-2,,,"$25,267.00 "
All Inpatient Services for APRDRG-313-3,,,"$37,131.00 "
All Inpatient Services for APRDRG-313-4,,,"$76,571.00 "
All Inpatient Services for APRDRG-314-1,,,"$15,982.00 "
All Inpatient Services for APRDRG-314-2,,,"$18,915.00 "
All Inpatient Services for APRDRG-314-3,,,"$26,104.00 "
All Inpatient Services for APRDRG-314-4,,,"$57,920.00 "
All Inpatient Services for APRDRG-315-1,,,"$14,041.00 "
All Inpatient Services for APRDRG-315-2,,,"$26,150.00 "
All Inpatient Services for APRDRG-315-3,,,"$36,966.00 "
All Inpatient Services for APRDRG-315-4,,,"$72,867.00 "
All Inpatient Services for APRDRG-316-1,,,"$12,089.00 "
All Inpatient Services for APRDRG-316-2,,,"$17,071.00 "
All Inpatient Services for APRDRG-316-3,,,"$27,257.00 "
All Inpatient Services for APRDRG-316-4,,,"$58,335.00 "
All Inpatient Services for APRDRG-317-1,,,"$14,141.00 "
All Inpatient Services for APRDRG-317-2,,,"$19,441.00 "
All Inpatient Services for APRDRG-317-3,,,"$31,790.00 "
All Inpatient Services for APRDRG-317-4,,,"$78,208.00 "
All Inpatient Services for APRDRG-320-1,,,"$15,475.00 "
All Inpatient Services for APRDRG-320-2,,,"$24,168.00 "
All Inpatient Services for APRDRG-320-3,,,"$33,939.00 "
All Inpatient Services for APRDRG-320-4,,,"$66,031.00 "
All Inpatient Services for APRDRG-321-1,,,"$27,580.00 "
All Inpatient Services for APRDRG-321-2,,,"$34,539.00 "
All Inpatient Services for APRDRG-321-3,,,"$55,355.00 "
All Inpatient Services for APRDRG-321-4,,,"$113,074.00 "
All Inpatient Services for APRDRG-322-1,,,"$28,522.00 "
All Inpatient Services for APRDRG-322-2,,,"$30,601.00 "
All Inpatient Services for APRDRG-322-3,,,"$39,663.00 "
All Inpatient Services for APRDRG-322-4,,,"$70,039.00 "
All Inpatient Services for APRDRG-340-1,,,"$7,339.00 "
All Inpatient Services for APRDRG-340-2,,,"$9,031.00 "
All Inpatient Services for APRDRG-340-3,,,"$12,966.00 "
All Inpatient Services for APRDRG-340-4,,,"$29,230.00 "
All Inpatient Services for APRDRG-341-1,,,"$7,746.00 "
All Inpatient Services for APRDRG-341-2,,,"$9,522.00 "
All Inpatient Services for APRDRG-341-3,,,"$12,608.00 "
All Inpatient Services for APRDRG-341-4,,,"$31,986.00 "
All Inpatient Services for APRDRG-342-1,,,"$7,250.00 "
All Inpatient Services for APRDRG-342-2,,,"$10,195.00 "
All Inpatient Services for APRDRG-342-3,,,"$14,309.00 "
All Inpatient Services for APRDRG-342-4,,,"$35,681.00 "
All Inpatient Services for APRDRG-343-1,,,"$10,994.00 "
All Inpatient Services for APRDRG-343-2,,,"$13,464.00 "
All Inpatient Services for APRDRG-343-3,,,"$21,651.00 "
All Inpatient Services for APRDRG-343-4,,,"$38,589.00 "
All Inpatient Services for APRDRG-344-1,,,"$10,568.00 "
All Inpatient Services for APRDRG-344-2,,,"$13,783.00 "
All Inpatient Services for APRDRG-344-3,,,"$20,811.00 "
All Inpatient Services for APRDRG-344-4,,,"$44,653.00 "
All Inpatient Services for APRDRG-346-1,,,"$8,917.00 "
All Inpatient Services for APRDRG-346-2,,,"$12,141.00 "
All Inpatient Services for APRDRG-346-3,,,"$19,729.00 "
All Inpatient Services for APRDRG-346-4,,,"$51,773.00 "
All Inpatient Services for APRDRG-347-1,,,"$8,981.00 "
All Inpatient Services for APRDRG-347-2,,,"$11,598.00 "
All Inpatient Services for APRDRG-347-3,,,"$16,069.00 "
All Inpatient Services for APRDRG-347-4,,,"$42,825.00 "
All Inpatient Services for APRDRG-349-1,,,"$7,547.00 "
All Inpatient Services for APRDRG-349-2,,,"$10,836.00 "
All Inpatient Services for APRDRG-349-3,,,"$16,878.00 "
All Inpatient Services for APRDRG-349-4,,,"$38,213.00 "
All Inpatient Services for APRDRG-351-1,,,"$7,299.00 "
All Inpatient Services for APRDRG-351-2,,,"$9,389.00 "
All Inpatient Services for APRDRG-351-3,,,"$14,559.00 "
All Inpatient Services for APRDRG-351-4,,,"$35,766.00 "
All Inpatient Services for APRDRG-361-1,,,"$18,660.00 "
All Inpatient Services for APRDRG-361-2,,,"$24,156.00 "
All Inpatient Services for APRDRG-361-3,,,"$35,353.00 "
All Inpatient Services for APRDRG-361-4,,,"$78,347.00 "
All Inpatient Services for APRDRG-362-1,,,"$19,000.00 "
All Inpatient Services for APRDRG-362-2,,,"$24,323.00 "
All Inpatient Services for APRDRG-362-3,,,"$29,887.00 "
All Inpatient Services for APRDRG-362-4,,,"$61,487.00 "
All Inpatient Services for APRDRG-363-1,,,"$14,984.00 "
All Inpatient Services for APRDRG-363-2,,,"$25,723.00 "
All Inpatient Services for APRDRG-363-3,,,"$33,995.00 "
All Inpatient Services for APRDRG-363-4,,,"$74,676.00 "
All Inpatient Services for APRDRG-364-1,,,"$12,523.00 "
All Inpatient Services for APRDRG-364-2,,,"$17,464.00 "
All Inpatient Services for APRDRG-364-3,,,"$26,673.00 "
All Inpatient Services for APRDRG-364-4,,,"$53,170.00 "
All Inpatient Services for APRDRG-380-1,,,"$8,950.00 "
All Inpatient Services for APRDRG-380-2,,,"$10,791.00 "
All Inpatient Services for APRDRG-380-3,,,"$15,007.00 "
All Inpatient Services for APRDRG-380-4,,,"$31,771.00 "
All Inpatient Services for APRDRG-381-1,,,"$6,079.00 "
All Inpatient Services for APRDRG-381-2,,,"$10,083.00 "
All Inpatient Services for APRDRG-381-3,,,"$18,013.00 "
All Inpatient Services for APRDRG-381-4,,,"$53,609.00 "
All Inpatient Services for APRDRG-382-1,,,"$7,495.00 "
All Inpatient Services for APRDRG-382-2,,,"$10,393.00 "
All Inpatient Services for APRDRG-382-3,,,"$16,726.00 "
All Inpatient Services for APRDRG-382-4,,,"$29,383.00 "
All Inpatient Services for APRDRG-383-1,,,"$7,012.00 "
All Inpatient Services for APRDRG-383-2,,,"$9,524.00 "
All Inpatient Services for APRDRG-383-3,,,"$14,409.00 "
All Inpatient Services for APRDRG-383-4,,,"$34,385.00 "
All Inpatient Services for APRDRG-384-1,,,"$8,084.00 "
All Inpatient Services for APRDRG-384-2,,,"$10,370.00 "
All Inpatient Services for APRDRG-384-3,,,"$15,152.00 "
All Inpatient Services for APRDRG-384-4,,,"$36,036.00 "
All Inpatient Services for APRDRG-385-1,,,"$6,277.00 "
All Inpatient Services for APRDRG-385-2,,,"$8,742.00 "
All Inpatient Services for APRDRG-385-3,,,"$13,118.00 "
All Inpatient Services for APRDRG-385-4,,,"$30,152.00 "
All Inpatient Services for APRDRG-401-1,,,"$22,499.00 "
All Inpatient Services for APRDRG-401-2,,,"$30,262.00 "
All Inpatient Services for APRDRG-401-3,,,"$48,281.00 "
All Inpatient Services for APRDRG-401-4,,,"$112,333.00 "
All Inpatient Services for APRDRG-403-1,,,"$20,668.00 "
All Inpatient Services for APRDRG-403-2,,,"$23,397.00 "
All Inpatient Services for APRDRG-403-3,,,"$33,990.00 "
All Inpatient Services for APRDRG-403-4,,,"$95,313.00 "
All Inpatient Services for APRDRG-404-1,,,"$12,697.00 "
All Inpatient Services for APRDRG-404-2,,,"$16,551.00 "
All Inpatient Services for APRDRG-404-3,,,"$32,118.00 "
All Inpatient Services for APRDRG-404-4,,,"$82,544.00 "
All Inpatient Services for APRDRG-405-1,,,"$18,837.00 "
All Inpatient Services for APRDRG-405-2,,,"$24,679.00 "
All Inpatient Services for APRDRG-405-3,,,"$35,338.00 "
All Inpatient Services for APRDRG-405-4,,,"$82,315.00 "
All Inpatient Services for APRDRG-420-1,,,"$6,437.00 "
All Inpatient Services for APRDRG-420-2,,,"$8,732.00 "
All Inpatient Services for APRDRG-420-3,,,"$12,761.00 "
All Inpatient Services for APRDRG-420-4,,,"$34,876.00 "
All Inpatient Services for APRDRG-421-1,,,"$9,156.00 "
All Inpatient Services for APRDRG-421-2,,,"$9,879.00 "
All Inpatient Services for APRDRG-421-3,,,"$14,869.00 "
All Inpatient Services for APRDRG-421-4,,,"$29,707.00 "
All Inpatient Services for APRDRG-422-1,,,"$5,127.00 "
All Inpatient Services for APRDRG-422-2,,,"$7,720.00 "
All Inpatient Services for APRDRG-422-3,,,"$11,292.00 "
All Inpatient Services for APRDRG-422-4,,,"$24,406.00 "
All Inpatient Services for APRDRG-423-1,,,"$7,592.00 "
All Inpatient Services for APRDRG-423-2,,,"$10,132.00 "
All Inpatient Services for APRDRG-423-3,,,"$15,786.00 "
All Inpatient Services for APRDRG-423-4,,,"$28,925.00 "
All Inpatient Services for APRDRG-424-1,,,"$7,369.00 "
All Inpatient Services for APRDRG-424-2,,,"$10,573.00 "
All Inpatient Services for APRDRG-424-3,,,"$15,852.00 "
All Inpatient Services for APRDRG-424-4,,,"$35,164.00 "
All Inpatient Services for APRDRG-425-1,,,"$6,779.00 "
All Inpatient Services for APRDRG-425-2,,,"$8,652.00 "
All Inpatient Services for APRDRG-425-3,,,"$12,510.00 "
All Inpatient Services for APRDRG-425-4,,,"$29,784.00 "
All Inpatient Services for APRDRG-426-1,,,"$6,508.00 "
All Inpatient Services for APRDRG-426-2,,,"$8,654.00 "
All Inpatient Services for APRDRG-426-3,,,"$12,512.00 "
All Inpatient Services for APRDRG-426-4,,,"$29,023.00 "
All Inpatient Services for APRDRG-427-1,,,"$7,369.00 "
All Inpatient Services for APRDRG-427-2,,,"$10,072.00 "
All Inpatient Services for APRDRG-427-3,,,"$15,691.00 "
All Inpatient Services for APRDRG-427-4,,,"$33,929.00 "
All Inpatient Services for APRDRG-440-1,,,"$71,372.00 "
All Inpatient Services for APRDRG-440-2,,,"$81,579.00 "
All Inpatient Services for APRDRG-440-3,,,"$95,449.00 "
All Inpatient Services for APRDRG-440-4,,,"$157,079.00 "
All Inpatient Services for APRDRG-441-1,,,"$23,672.00 "
All Inpatient Services for APRDRG-441-2,,,"$36,305.00 "
All Inpatient Services for APRDRG-441-3,,,"$49,901.00 "
All Inpatient Services for APRDRG-441-4,,,"$106,286.00 "
All Inpatient Services for APRDRG-442-1,,,"$22,464.00 "
All Inpatient Services for APRDRG-442-2,,,"$26,295.00 "
All Inpatient Services for APRDRG-442-3,,,"$37,827.00 "
All Inpatient Services for APRDRG-442-4,,,"$82,088.00 "
All Inpatient Services for APRDRG-443-1,,,"$19,203.00 "
All Inpatient Services for APRDRG-443-2,,,"$21,563.00 "
All Inpatient Services for APRDRG-443-3,,,"$30,636.00 "
All Inpatient Services for APRDRG-443-4,,,"$64,606.00 "
All Inpatient Services for APRDRG-444-1,,,"$17,627.00 "
All Inpatient Services for APRDRG-444-2,,,"$24,940.00 "
All Inpatient Services for APRDRG-444-3,,,"$34,406.00 "
All Inpatient Services for APRDRG-444-4,,,"$71,121.00 "
All Inpatient Services for APRDRG-445-1,,,"$19,008.00 "
All Inpatient Services for APRDRG-445-2,,,"$25,192.00 "
All Inpatient Services for APRDRG-445-3,,,"$38,449.00 "
All Inpatient Services for APRDRG-445-4,,,"$77,338.00 "
All Inpatient Services for APRDRG-446-1,,,"$12,047.00 "
All Inpatient Services for APRDRG-446-2,,,"$14,819.00 "
All Inpatient Services for APRDRG-446-3,,,"$23,769.00 "
All Inpatient Services for APRDRG-446-4,,,"$53,851.00 "
All Inpatient Services for APRDRG-447-1,,,"$19,080.00 "
All Inpatient Services for APRDRG-447-2,,,"$22,861.00 "
All Inpatient Services for APRDRG-447-3,,,"$33,870.00 "
All Inpatient Services for APRDRG-447-4,,,"$72,875.00 "
All Inpatient Services for APRDRG-461-1,,,"$7,420.00 "
All Inpatient Services for APRDRG-461-2,,,"$11,310.00 "
All Inpatient Services for APRDRG-461-3,,,"$18,486.00 "
All Inpatient Services for APRDRG-461-4,,,"$34,977.00 "
All Inpatient Services for APRDRG-462-1,,,"$6,277.00 "
All Inpatient Services for APRDRG-462-2,,,"$8,948.00 "
All Inpatient Services for APRDRG-462-3,,,"$17,059.00 "
All Inpatient Services for APRDRG-462-4,,,"$36,082.00 "
All Inpatient Services for APRDRG-463-1,,,"$7,205.00 "
All Inpatient Services for APRDRG-463-2,,,"$9,331.00 "
All Inpatient Services for APRDRG-463-3,,,"$12,806.00 "
All Inpatient Services for APRDRG-463-4,,,"$26,269.00 "
All Inpatient Services for APRDRG-465-1,,,"$8,003.00 "
All Inpatient Services for APRDRG-465-2,,,"$9,917.00 "
All Inpatient Services for APRDRG-465-3,,,"$16,570.00 "
All Inpatient Services for APRDRG-465-4,,,"$37,066.00 "
All Inpatient Services for APRDRG-466-1,,,"$7,512.00 "
All Inpatient Services for APRDRG-466-2,,,"$11,099.00 "
All Inpatient Services for APRDRG-466-3,,,"$16,280.00 "
All Inpatient Services for APRDRG-466-4,,,"$33,787.00 "
All Inpatient Services for APRDRG-468-1,,,"$7,444.00 "
All Inpatient Services for APRDRG-468-2,,,"$10,303.00 "
All Inpatient Services for APRDRG-468-3,,,"$14,834.00 "
All Inpatient Services for APRDRG-468-4,,,"$33,195.00 "
All Inpatient Services for APRDRG-469-1,,,"$7,419.00 "
All Inpatient Services for APRDRG-469-2,,,"$9,945.00 "
All Inpatient Services for APRDRG-469-3,,,"$15,669.00 "
All Inpatient Services for APRDRG-469-4,,,"$38,103.00 "
All Inpatient Services for APRDRG-470-1,,,"$7,507.00 "
All Inpatient Services for APRDRG-470-2,,,"$9,764.00 "
All Inpatient Services for APRDRG-470-3,,,"$14,333.00 "
All Inpatient Services for APRDRG-470-4,,,"$32,059.00 "
All Inpatient Services for APRDRG-480-1,,,"$20,844.00 "
All Inpatient Services for APRDRG-480-2,,,"$23,201.00 "
All Inpatient Services for APRDRG-480-3,,,"$36,886.00 "
All Inpatient Services for APRDRG-480-4,,,"$84,394.00 "
All Inpatient Services for APRDRG-482-1,,,"$10,494.00 "
All Inpatient Services for APRDRG-482-2,,,"$13,649.00 "
All Inpatient Services for APRDRG-482-3,,,"$24,857.00 "
All Inpatient Services for APRDRG-482-4,,,"$52,268.00 "
All Inpatient Services for APRDRG-483-1,,,"$12,076.00 "
All Inpatient Services for APRDRG-483-2,,,"$18,040.00 "
All Inpatient Services for APRDRG-483-3,,,"$31,503.00 "
All Inpatient Services for APRDRG-483-4,,,"$70,540.00 "
All Inpatient Services for APRDRG-484-1,,,"$13,501.00 "
All Inpatient Services for APRDRG-484-2,,,"$21,057.00 "
All Inpatient Services for APRDRG-484-3,,,"$26,242.00 "
All Inpatient Services for APRDRG-484-4,,,"$72,468.00 "
All Inpatient Services for APRDRG-500-1,,,"$6,576.00 "
All Inpatient Services for APRDRG-500-2,,,"$11,005.00 "
All Inpatient Services for APRDRG-500-3,,,"$17,362.00 "
All Inpatient Services for APRDRG-500-4,,,"$27,665.00 "
All Inpatient Services for APRDRG-501-1,,,"$6,899.00 "
All Inpatient Services for APRDRG-501-2,,,"$9,438.00 "
All Inpatient Services for APRDRG-501-3,,,"$14,246.00 "
All Inpatient Services for APRDRG-501-4,,,"$33,482.00 "
All Inpatient Services for APRDRG-510-1,,,"$19,526.00 "
