CPT_Code,Procedure_Description,Cash_Price,Gross_Price
CPT® 67145,"Hc Repair Retinal Breaks, Laser - Bilat",2997.1,2997.1
CPT® 68810,Hc Nasolacrimal Duct Probing - Bilat,2384.505,2384.505
CPT® 67220,"Hc Destroy Choroid Lesion, Photocoag - Od- Right Eye",1997.5,1997.5
CPT® G1007,Hc Imaging Decision Support Provider Portal,0,0
CPT® G1016,Hc Imaging Decision Support Spd Of Care,0,0
CPT® G1015,Hc Imaging Decision Support Reliant,0,0
CPT® G1014,Hc Imaging Decision Support Inveniqa,0,0
CPT® G1013,Hc Imaging Decision Support Evidencecare,0,0
CPT® G1012,Hc Imaging Decision Support Agilemd,0,0
CPT® G1011,Hc Imaging Decision Support Unspecified Vendor,0,0
CPT® G1010,Hc Imaging Decision Support Stanson,0,0
CPT® 96138,Hc Psycl/nrpsyc Tech 1st,52.7,52.7
CPT® G1008,Hc Imaging Decision Support Ezcds,0,0
CPT® G1019,Hc Imaging Decision Support Logicnet,0,0
CPT® G1003,Hc Imaging Decision Support Medicalis,0,0
CPT® G1002,Hc Imaging Decision Support Medcurrent,0,0
CPT® G1001,Hc Imaging Decision Support Evicore,0,0
CPT® G1004,Hc Imaging Decision Support Careselect,0,0
CPT® 95251,Hc Cgm Interpretation And Report,95.2,95.2
CPT® Q0091,Hc Screening Pap Smear,91.8,91.8
CPT® 95933,Hc Blink Reflex Test,249.05,249.05
CPT® 29450,Hc Apply Clubfoot Cast Long Or Short Leg,589.05,589.05
CPT® G1009,Hc Imaging Decision Support Radwise,0,0
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 2.00 X 15MM BALLOON 143CM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 3.25 X 12MM BALLOON 143CM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 3.00 X 15MM BALLOON 144CM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 3.00 X 12MM BALLOON 143CM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 2.75 X 15MM BALLOON 143CM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 2.50 X 20MM BALLOON 143CM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 2.50 X 15MM BALLOON 143CM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 2.50 X 12MM BALLOON 144CM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 2.25 X 15MM BALLOON 143CM,535.5,535.5
CPT® G1017,Hc Imaging Decision Support Healthhelp,0,0
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 2.00 X 20MM BALLOON 143CM,535.5,535.5
CPT® G1018,Hc Imaging Decision Support Infinx,0,0
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 2.00 X 12MM BALLOON 142CM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 1.20 X 15MM BALLOON 142CM,535.5,535.5
HCPCS C1713,PIN PUSH SCREW LOCKING,0,0
CPT® G1023,Hc Imaging Decision Support Persivia,0,0
CPT® G1022,Hc Imaging Decision Support Intermountain,0,0
CPT® G1021,Hc Imaging Decision Support Ehealthline,0,0
CPT® G1020,Hc Imaging Decision Support Curbside,0,0
CPT® 96137,Hc Psycl/nrpsyc Tst Phy/qhp Ea,83.3,83.3
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 2.25 X 12MM BALLOON 142CM,535.5,535.5
CPT® 62273,Hc Inject Epidural Patch,812.6,812.6
CPT® 90474,"Hc Vaccine Admin, Intranasal/oral, Ea Addl ",22.1,22.1
CPT® 90473,"Hc Vaccine Admin, Intranasal/oral ",22.1,22.1
CPT® 90461,"Hc Vaccine Admin, Thru 18, Ea Addl",22.1,22.1
CPT® 90460,"Hc Vaccine Admin, Thru 18",22.1,22.1
CPT® 90472,Hc Immuniz Admin Ea Add,22.1,22.1
CPT® G0402,Hc Initial Preventative Exam Ippe,494.5725,494.5725
CPT® G0101,Hc Screening Pelvic Exam,603.585,603.585
CPT® 96139,Hc Psycl/nrpsyc Tst Tech Ea,75.65,75.65
CPT® 19086,Hc Dph Bi Mri Breast Biopsy Left Additional,323.85,323.85
CPT® 0011A,Hc Moderna Covid-19 Vaccine Administration - First Dose,22.1,22.1
CPT® 62284,Hc Intrathec Inj By Lumb Punc,4463.35,4463.35
CPT® 19001,Hc Breast Cyst Asp Ea Add Perf Rt,593.3,593.3
CPT® 19001,Hc Breast Cyst Asp Ea Add Perf Lt,593.3,593.3
CPT® 19030,Hc Ductogram Perf Right,1940.55,1940.55
CPT® 27093,Hc Hip Arthrogram Perform Rt,1562.3,1562.3
CPT® 23350,Hc Shoulder Arthro Perform Rt,1562.3,1562.3
CPT® 20610,Hc Asp/inj Shoulder Joint Rt,1275.85,1275.85
CPT® 20610,Hc Asp/inj Hip Joint Lt,1275.85,1275.85
CPT® 38505,Hc Lymph Node Bx,2584,2584
CPT® 96168,Hc Health Behavior Ivntj Fam W/pt F2f Ea Add 15 Min,44.2,44.2
CPT® 96136,Hc Psycl/nrpsyc Tst Phy/qhp 1st,52.7,52.7
CPT® 96133,Hc Nrpsyc Tst Eval Phys/qhp Ea,183.6,183.6
CPT® 96132,Hc Nrpsyc Tst Eval Phys/qhp 1st,414.8,414.8
CPT® 96131,Hc Psycl Tst Eval Phys/qhp Ea,161.5,161.5
CPT® 96130,Hc Psycl Tst Eval Phys/qhp 1st,414.8,414.8
CPT® 96121,Hc Nubhvl Xm Phy/qhp Ea Addl Hr,148.75,148.75
CPT® 96113,Hc Devel Tst Phys/qhp Ea Addl 30 Min,207.4,207.4
CPT® 96112,Hc Devel Tst Phys/qhp 1st Hr,414.8,414.8
CPT® 0001A,Hc Pfizer-biontech Covid-19 Vacine Administration - First Dose,22.1,22.1
CPT® 96170,Hc Health Behavior Ivntj Fam W/o Pt F2f 1st 30 Min,85.85,85.85
CPT® 0002A,Hc Pfizer-biontech Covid-19 Vaccine Administration - Second Dose,22.1,22.1
CPT® 96167,Hc Health Behavior Ivntj Fam W/pt F2f 1st 30 Min,85.85,85.85
CPT® 96165,Hc Health Behavior Ivntj Group F2f Ea Addl 15 Min,44.2,44.2
CPT® 96164,Hc Health Behavior Ivntj Group F2f 1st 30 Min,85.85,85.85
CPT® 96159,Hc Hlth Bhv Ivntj Indiv Ea Addl,122.4,122.4
CPT® 96158,Hc Hlth Bhv Ivntj Indiv 1st 30,245.65,245.65
CPT® 96156,Hc Hlth Bhv Assmt/reassessment,245.65,245.65
CPT® 0012A,Hc Moderna Covid-19 Vaccine Administration - Second Dose,22.1,22.1
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 3.75 X 15MM BALLOON 143CM,535.5,535.5
CPT® 96171,Hc Health Behavior Ivntj Fam W/o Pt F2f Ea Addl 15,44.2,44.2
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINIUM CHORMIUM POLYMER COATED MONORAIL 2.50 X 38.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 2.50 X 28.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 2.50 X 12.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 2.25 X 8.0MM,3429.75,3429.75
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 2.25 X 32.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 2.25 X 24.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINIUM CHORMIUM POLYMER COATED MONORAIL 3.50 X 32.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINIUM CHORMIUM POLYMER COATED MONORAIL 3.00 X 8.0MM,3315,3315
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 3.50 X 20MM BALLOON 143CM,535.5,535.5
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINIUM CHORMIUM POLYMER COATED MONORAIL 2.75 X 8.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 2.75 X 12.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINIUM CHORMIUM POLYMER COATED MONORAIL 2.50 X 24.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINIUM CHORMIUM POLYMER COATED MONORAIL 2.50 X 20.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINIUM CHORMIUM POLYMER COATED MONORAIL 2.50 X 16.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINIUM CHORMIUM POLYMER COATED MONORAIL 2.25 X 38.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINIUM CHORMIUM POLYMER COATED MONORAIL 2.25 X 28.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINIUM CHORMIUM POLYMER COATED MONORAIL 2.25 X 20.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINIUM CHORMIUM POLYMER COATED MONORAIL 2.25 X 16.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINIUM CHORMIUM POLYMER COATED MONORAIL 2.25 X 12.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINIUM CHORMIUM POLYMER COATED MONORAIL 3.00 X 20.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 3.00 X 16.0MM,3315,3315
HCPCS C1713,SET PLATE BONE LCP PROXIMAL TIBIA 4.5MM,0,0
HCPCS C1889,COIL TARGET XXL 360 12MMX45CM,0,0
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 4.00 X 24.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 4.00 X 20.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 3.50 X 8.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 3.50 X 38.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 3.50 X 24.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 3.50 X 12.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 2.50 X 32.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 3.00 X 28.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 2.50 X 8.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 3.00 X 12.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 2.75 X 38.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 2.75 X 32.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 2.75 X 28.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 2.75 X 24.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 2.75 X 20.0MM,3315,3315
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 2.75 X 16.0MM,3315,3315
HCPCS C1751,CATHETER INFUSION EKOSONIC MACH 4 ENDOVASCULAR 5.4FR 0.035IN X 40 X 106CM,6872.25,6872.25
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINUM CHROMIUM POLYMER COATED MONORAIL 3.00 X 32.0MM,3315,3315
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 2.50 X 20MM,535.5,535.5
HCPCS C1874,STENT SYNERGY MONORAIL 3.0MM X 38MM,0,0
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 5.00 X 8MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 5.00 X 20MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 5.00 X 12MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 4.50 X 8MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 3.75 X 8MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 3.50 X 20MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 3.25 X 20MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 5.50 X 8MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 2.75 X 20MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 6.00 X 12MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 2.25 X 8MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 2.25 X 20MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 2.00 X 8MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 2.00 X 20MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 2.00 X 12MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY EMERGE MONORAIL 3.0MM X 20MM BALLOON,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 4.00 X 12MM BALLOON 143CM,535.5,535.5
CPT® 62284,Hc Intrathec Inj By Lumb Punc,4463.35,4463.35
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 3.00 X 20MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE MR STERILE DISPOSABLE 20 X 4.50MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY CORONARY EMERGE LATEX FREE PTCA MONORAIL 3.75 X 12MM BALLOON 143CM,535.5,535.5
HCPCS C1751,CATHETER INFUSION EKOSONIC MACH 4 ENDOVASCULAR 5.4FR 0.035IN 50 X 106CM,6872.25,6872.25
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE MR STERILE DISPOSABLE 12 X 3.50MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 3.25 X 12MM,535.5,535.5
HCPCS C1725,CATHETER DILATATION NC EMERGE MONORAIL US 3.75 X 20MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE MR STERILE DISPOSABLE 8 X 4.00MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE MR STERILE DISPOSABLE 8 X 3.50MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE MR STERILE DISPOSABLE 8 X 3.00MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 5.50 X 20MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE MR STERILE DISPOSABLE 8 X 2.50MM,535.5,535.5
HCPCS C1874,STENT CORONARY DRUG ELUTING CATHETER SYNERGY PLATINIUM CHORMIUM POLYMER COATED MONORAIL 3.00 X 24.0MM,3315,3315
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE MR STERILE DISPOSABLE 20 X 4.00MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE MR STERILE DISPOSABLE 12 X 4.00MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE MR STERILE DISPOSABLE 12 X 3.00MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE MR STERILE DISPOSABLE 12 X 2.75MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE MR STERILE DISPOSABLE 12 X 2.50MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE MR STERILE DISPOSABLE 12 X 2.25MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 6.00 X 8MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE CORONARY MONORAIL FG US STERILE DISPOSABLE 6.00 X 20MM,535.5,535.5
HCPCS C1725,CATHETER ANGIOPLASTY NC EMERGE PTCA LATEX FREE MR STERILE DISPOSABLE 8 X 2.75MM,535.5,535.5
CPT® 13122,Hc Repair Complex >7.6 Cm,625.6,625.6
CPT® 54056,Hc Destruction Of Lesion Penis,368.05,368.05
CPT® 46916,Hc Destruction Of Lesion Anus,459.85,459.85
CPT® 17281,Hc Destruc Mal Les .6-1.0 Feenl,1095.65,1095.65
CPT® 17280,Hc Destruc Mal Les <0.5 Feenl,571.2,571.2
CPT® 17271,Hc Destruc Mal Les .6-1.0cm Snhfg,1095.65,1095.65
CPT® 17004,Hc Dstr Les/fac-premlg >15,134.3,134.3
CPT® 17003,Hc Dstr Les/fac-premlg #2-14,134.3,134.3
CPT® 52332,Hc Cyst W Ins Indwell Uret Stent,10316.45,10316.45
CPT® 15783,Hc Procedure Room Tattoo Removal,549.1,549.1
CPT® 67810,"Hc Bx, Eyelid-lower Left",367.2,367.2
CPT® 12052,"Hc Repair,interme,2.6-5.0cm Feenl",1065.9,1065.9
CPT® 12051,"Hc Repair,intermed, <2.5cm Feenl",1065.9,1065.9
CPT® 12041,"Hc Repair,intermed, <2.5cm Nhf",1065.9,1065.9
CPT® 12034,"Hc Repair,interme,7.6-12.5cm Tsa",1065.9,1065.9
CPT® 12032,"Hc Repair,intermed,2.6-7.5cm Tsa",1065.9,1065.9
CPT® 12031,"Hc Repair, Intermed, < 2.5cm Tsa",1065.9,1065.9
CPT® 11642,Hc Ex Malg Feenlm 1.1-2cm,1836,1836
CPT® 11621,Hc Exc Malig Snhfg .6-1cm,1086.3,1086.3
CPT® 17000,Hc Destruction Of Lesion,547.4,547.4
CPT® 51728,Hc Cystometrogram W/vp,3819.05,3819.05
CPT® 20600,Hc Asp/inj Facet Joint Rt,1275.85,1275.85
CPT® 52287,Hc Cysto Chemodenervation (botox),6835.7,6835.7
CPT® 52204,Hc Cystoscopy W/biopsy(s),7314.25,7314.25
CPT® 52005,Hc Retrograde Pyelogram,7314.25,7314.25
CPT® 52000,Hc Cystourethroscopy,1005.55,1005.55
CPT® 51797,Hc Intraabdominal Pressure Test,1274.15,1274.15
CPT® 51785,Hc Needle Emg Anal/urethral Sphin,1003.85,1003.85
CPT® 51784,Hc Emg Anal/urethr Sphinct No Nee,629.85,629.85
CPT® 54100,Hc Biopsy Of Penis,373.15,373.15
CPT® 51729,Hc Cystometrogram W/vp & Up,2547.45,2547.45
CPT® 58999,Hc Unlist Proced Female Gen Sys,506.6,506.6
CPT® 51726,Hc Complex Cystometrogram(udp),2547.45,2547.45
CPT® 51610,Hc Retrograde Urethrogram,872.1,872.1
CPT® 51600,Hc Cystogram,872.1,872.1
CPT® 51102,Hc Asp Bladder;w/suprapubic Cath,7314.25,7314.25
CPT® 50431,Hc Antegrade Nfrosgrm &/urtrgrm,1811.35,1811.35
CPT® 31575,Hc Laryngoscopy,862.75,862.75
CPT® 30901,Hc Control Hemorr. Nasal Cautery,438.6,438.6
CPT® 11600,Hc Ex Malg Tr/arm/lg 0-.5,544,544
CPT® 51741,Hc Complex Uroflometry,343.4,343.4
CPT® 29515,Hc Apply Short Leg Splint Bilateral,1656.65,1656.65
CPT® 11603,Hc Ex Malg Tr/ar/lg 2.1-3,1462,1462
CPT® 29720,Hc Rep Spica Body Cast Or Jacket,346.8,346.8
CPT® 29710,Hc Removal Shoulder Or Hip Spica,971.55,971.55
CPT® 29705,Hc Remove Full Arm Or Leg Cast,719.1,719.1
CPT® 29700,Hc Removal Gauntlet Boot Or Body Cast,971.55,971.55
CPT® 29540,Hc Strap Ankle Or Foot,419.05,419.05
CPT® 29530,Hc Knee Strapping,360.4,360.4
CPT® 29515,Hc Apply Short Leg Splint,986,986
CPT® 29750,HC WEDGING OF CLUBFOOT CAST,300.9,300.9
CPT® 29515,Hc Apply Short Leg Splint Left,515.1,515.1
CPT® 59050,Hc Fetal Monitoring < 4 Hours,208.25,208.25
CPT® 29505,Hc Apply Long Leg Splint,515.1,515.1
CPT® 29505,Hc Apply Long Leg Splint Right,515.1,515.1
CPT® 20610,Hc Asp/inj Knee Joint Rt,1275.85,1275.85
CPT® 29505,Hc Apply Long Leg Splint Bilateral,1117.75,1117.75
CPT® 67105,"Hc Repair Retinal Detach, Photocoag - Od - Right Eye",2182.8,2182.8
CPT® 29445,Hc Apply Rigid Total Contact Leg Cast,623.05,623.05
CPT® 29440,Hc Add Walker To Old Cast,255.85,255.85
CPT® 29435,Hc Appy Patellar Tendon Bearing Cast,271.15,271.15
CPT® 29515,Hc Apply Short Leg Splint Right,515.1,515.1
CPT® 95708,Hc Eeg W/o Vid By Tech Ea Incr 12-26hr Unmonitored,1520.65,1520.65
CPT® 54060,Hc Destr Lesion Penis Simp Sur Ex,6573.9,6573.9
CPT® 46600,Hc Anoscopy,341.7,341.7
CPT® 95716,Hc Veeg By Tech Ea Incr 12-26 Hr Cont R-t Mntr,5124.65,5124.65
CPT® 95715,Hc Veeg By Tech Ea Incr 12-26 Hr Intermittent Mntr,1520.65,1520.65
CPT® 95714,Hc Veeg By Tech Ea Incr 12-26 Hr Unmonitored,1520.65,1520.65
CPT® 95713,Hc Veeg By Tech 2-12 Hr Continuous R-t Monitoring,1520.65,1520.65
CPT® 95712,Hc Veeg By Tech 2-12 Hours Unmonitored,793.05,793.05
CPT® 95711,Hc Veeg By Tech 2-12 Hours Unmonitored,793.05,793.05
CPT® 29730,Hc Windowing Of Cast,164.05,164.05
CPT® 95709,Hc Eeg W/o Vid By Tech Ea Incr 12-26 Hr Intmt Mntr,1520.65,1520.65
CPT® 11602,Hc Ex Malg Tr/ar/lg 1.1-2,1557.2,1557.2
CPT® 95707,Hc Eeg W/o Video By Tech 2-12hr Continuous R-t Mntr,793.05,793.05
CPT® 95706,Hc Eeg W/o Video By Tech 2-12 Hr Intermittent Mntr,793.05,793.05
CPT® 95705,Hc Eeg W/o Video By Tech 2-12 Hr Unmonitored,793.05,793.05
CPT® 95700,Hc Eeg Cont Rec W/video By Tech Min 8 Channels,793.05,793.05
Custom 721440171106,Hc Fetal Monitoring > 4 Hours,456.45,456.45
Custom 720440171100,Hc Instrument Asstd Delivery Supp,2793.95,2793.95
CPT® 59025,"Hc Non-stress Test, Fetal",501.5,501.5
Custom 720440171098,"Hc Vaginal, Normal Labor Room",1987.3,1987.3
CPT® 95710,Hc Eeg W/o Vid Tech Ea Incr 12-26 Hr Cont R-t Mntr,1520.65,1520.65
CPT® 62329,Hc Ther Spi Pnxr Csf Fluor/ct,1957.55,1957.55
CPT® 20501,"Hc Fistulo/sinogram, Perform",1020,1020
CPT® 20225,Hc Ct Bone Bx Deep Perf,4416.6,4416.6
CPT® 20206,Hc Ct Muscle Bx Perf,2584,2584
CPT® 19030,Hc Ductogram Perf Left,1940.55,1940.55
CPT® 32405,Hc Ct Lung Lt Biopsy Perf,2654.55,2654.55
CPT® 19084,Hc Us Addl Core Bx Breast Rt,176.8,176.8
CPT® 19083,Hc Us Core Bx Breast Rt,1700,1700
CPT® 52310,Hc Stent Removal,3094.85,3094.85
CPT® 19081,Hc Stereo Bx Breast Rt,2050.2,2050.2
CPT® 20610,Hc Asp/inj Shoulder Joint Lt,1275.85,1275.85
