Charge Number,Procedure Name,Procedure Code (CPT/HCPCS),Default Modifier,Gross Charge,Discounted Cash Charge ,Hospital Inpatient / Outpatient / Both
86829,ANTIBODY HLA CLASS I OR CLASS II ANTIGENS QUAL,86829,, $192.00 , $111.36 ,Both
86830,ANTIBODY HLA CLASS I PHENOTYPE PANEL QUALITATIVE,86830,, $286.00 , $165.88 ,Both
86834,ANTIBODY HLA CLASS I SEMIQUANTITATIVE PANEL,86834,," $1,072.00 ", $621.76 ,Both
86833,ANTIBODY HLA CLASS II HIGH DEFINITION PANEL QUAL,86833,, $977.00 , $566.66 ,Both
86831,ANTIBODY HLA CLASS II PHENOTYPE PANEL QUAL,86831,, $245.00 , $142.10 ,Both
86835,ANTIBODY HLA CLASS II SEMIQUANTITATIVE PANEL,86835,, $968.00 , $561.44 ,Both
86022,ANTIBODY ID PLATELET ANTIBODIES,86022,, $55.00 , $31.90 ,Both
86870,ANTIBODY ID RBC ANTIBODIES EA PANEL,86870,, $158.00 , $91.64 ,Both
86021,ANTIBODY IDENTIFICATION LEUKOCYTE ANTIBO,86021,, $45.00 , $26.10 ,Both
86710,ANTIBODY INFLUENZA VIRUS,86710,, $41.00 , $23.78 ,Both
86711,ANTIBODY JOHN CUNNINGHAM VIRUS,86711,, $51.00 , $29.58 ,Both
86713,ANTIBODY LEGIONELLA,86713,, $46.00 , $26.68 ,Both
86717,ANTIBODY LEISHMANIA,86717,, $37.00 , $21.46 ,Both
86720,ANTIBODY LEPTOSPIRA,86720,, $49.00 , $28.42 ,Both
86723,ANTIBODY LISTERIA MONOCYCLOGENES,86723,, $40.00 , $23.20 ,Both
86727,ANTIBODY LYMPHOCYTIC CHORIOMENINGITIS,86727,, $39.00 , $22.62 ,Both
86732,ANTIBODY MUCORMYCOSIS,86732,, $45.00 , $26.10 ,Both
86735,ANTIBODY MUMPS,86735,, $39.00 , $22.62 ,Both
86738,ANTIBODY MYCOPLASMA,86738,, $40.00 , $23.20 ,Both
86741,ANTIBODY NEISSERIA MENIGITIDIS,86741,, $40.00 , $23.20 ,Both
86744,ANTIBODY NOCARDIA,86744,, $48.00 , $27.84 ,Both
86747,ANTIBODY PARVOVIRUS,86747,, $45.00 , $26.10 ,Both
86750,ANTIBODY PLASMODIUM (MALARIA),86750,, $40.00 , $23.20 ,Both
86753,ANTIBODY PROTOZOA UNSPECIFIED ELSEWHERE,86753,, $37.00 , $21.46 ,Both
86756,ANTIBODY RESPIRATORY SYNCYTIAL VIRUS,86756,, $48.00 , $27.84 ,Both
86759,ANTIBODY ROTAVIRUS,86759,, $55.00 , $31.90 ,Both
86762,ANTIBODY RUBELLA,86762,, $43.00 , $24.94 ,Both
86765,ANTIBODY RUBEOLA,86765,, $39.00 , $22.62 ,Both
86768,ANTIBODY SALMONELLA,86768,, $40.00 , $23.20 ,Both
86850,ANTIBODY SCREEN RBC EA SERUM TECHNIQUE,86850,, $29.00 , $16.82 ,Both
86771,ANTIBODY SHIGELLA,86771,, $73.00 , $42.34 ,Both
86774,ANTIBODY TETANUS,86774,, $44.00 , $25.52 ,Both
86777,ANTIBODY TOXOPLASMA,86777,, $43.00 , $24.94 ,Both
86778,ANTIBODY TOXOPLASMA IGM,86778,, $43.00 , $24.94 ,Both
86784,ANTIBODY TRICHINELLA,86784,, $38.00 , $22.04 ,Both
86787,ANTIBODY VARICELLA-ZOSTER,86787,, $39.00 , $22.62 ,Both
86789,ANTIBODY WEST NILE VIRUS,86789,, $43.00 , $24.94 ,Both
86788,ANTIBODY WEST NILE VIRUS IGM,86788,, $50.00 , $29.00 ,Both
86793,ANTIBODY YERSINIA,86793,, $40.00 , $23.20 ,Both
86803,"ANTIBODY, HEPATITIS C",86803,, $43.00 , $24.94 ,Both
86804,"ANTIBODY, HEPATITIS C, CONFIRMATORY TEST",86804,, $46.00 , $26.68 ,Both
86708,"ANTIBODY,HEPATITIS A (HAAB),IGG AND IGM",86708,, $37.00 , $21.46 ,Both
86709,"ANTIBODY,HEPATITIS A (HAAB),IGM",86709,, $34.00 , $19.72 ,Both
86704,"ANTIBODY,HEPATITIS B CORE(HBCAB),IGG&IGM",86704,, $36.00 , $20.88 ,Both
86705,"ANTIBODY,HEPATITIS B CORE(HBCAB),IGM",86705,, $35.00 , $20.30 ,Both
86706,"ANTIBODY,HEPATITIS B SURFACE(HBSAB)",86706,, $32.00 , $18.56 ,Both
86707,"ANTIBODY,HEPATITIS BE (HBEAB)",86707,, $35.00 , $20.30 ,Both
86684,ANTIBOODY HEMOPHILIUS INFLUENZA,86684,, $47.00 , $27.26 ,Both
80335,"ANTIDEPRESSANTS, TRICYCLIC AND OTHER CYCLICALS; 1 OR 2",80335,, $85.00 , $49.30 ,Both
80339,"ANTIEPILEPTICS, NOT OTHERWISE SPECIFIED; 1-3",80339,, $85.00 , $49.30 ,Both
87337,"ANTIG. DET.BY EIA, ENTAMOEBA HISTOLYTICA",87337,, $36.00 , $20.88 ,Both
87336,"ANTIG.DET BY EIA, ENTAMOEBA HISTOLYTICA",87336,, $48.00 , $27.84 ,Both
87341,"ANTIG.DET.EIA, HEPATITIS B SURFACE ANTIG",87341,, $31.00 , $17.98 ,Both
87327,"ANTIG.DET.EIA,CRYPTOCOCCUS NEOFORMANS",87327,, $40.00 , $23.20 ,Both
87400,"ANTIGEN DECTION BY EIA, INFLUENZA A/ B E",87400,, $42.00 , $24.36 ,Both
87451,"ANTIGEN DECTION BY EIA, POLYVALENT,MULT",87451,, $31.00 , $17.98 ,Both
87427,"ANTIGEN DECTION BY EIA, SHIGA-LIKE TOXIN",87427,, $36.00 , $20.88 ,Both
87275,"ANTIGEN DECTION BY IF, INFLUENZIA B",87275,, $37.00 , $21.46 ,Both
87300,"ANTIGEN DECTION BY IF, POLYVALENT",87300,, $36.00 , $20.88 ,Both
87273,"ANTIGEN DECTION BY IF,HERPES SIMPLEX 2",87273,, $36.00 , $20.88 ,Both
87279,"ANTIGEN DECTION BY IF,PARAINFLUENZA",87279,, $49.00 , $28.42 ,Both
87283,"ANTIGEN DECTION BY IF,RUBEOLA",87283,, $182.00 , $105.56 ,Both
87339,"ANTIGEN DET. BY EIA,HELICOBACTER PYLORI",87339,, $48.00 , $27.84 ,Both
87281,"ANTIGEN DET. BY IF,PNEUMOCYSTIS CARINII",87281,, $36.00 , $20.88 ,Both
86886,ANTIHUMAN GLOBULIN (COOMBS) INDIRECT,86886,, $16.00 , $9.28 ,Both
86885,ANTIHUMAN GLOBULIN TEST (COOMBS TEST),86885,, $17.00 , $9.86 ,Both
86880,ANTIHUMAN GLOBULIN TEST (COOMBS) DIRECT,86880,, $16.00 , $9.28 ,Both
86890,ANTILOGOUS BLOOD OR COMPONENT PREDEPOSIT,86890,, $362.00 , $209.96 ,Both
86038,ANTINUCLEAR ANTIBODIES (ANA),86038,, $36.00 , $20.88 ,Both
86039,ANTINUCLEAR ANTIBODIES TITER,86039,, $33.00 , $19.14 ,Both
86148,ANTI-POSPHATIDYLSERINE (POSPHOLIPID),86148,, $48.00 , $27.84 ,Both
86063,ANTISTREPTOLYSIN SCREEN,86063,, $17.00 , $9.86 ,Both
86060,ANTISTREPTOLYSIN TITER,86060,, $22.00 , $12.76 ,Both
75625,AORTOGRAPHY ABDOMINAL SERIALOGRAPHY,75625,TC, $276.00 , $160.08 ,Both
75630,AORTOGRAPHY ABDOMINAL W BILAT ILIOFEMORA,75630,TC, $292.00 , $169.36 ,Both
75605,AORTOGRAPHY THORACIC SERIALOGRAPHY,75605,TC, $302.00 , $175.16 ,Both
75600,AORTOGRAPHY THORACIC WO SERIALOGRAPHY,75600,TC, $707.00 , $410.06 ,Both
81203,APC GENE ANALYSIS DUPLICATION/DELETION VARIANTS,81203,, $430.00 , $249.40 ,Both
81201,APC GENE ANALYSIS FULL GENE SEQUENCE,81201,," $1,679.00 ", $973.82 ,Both
81202,APC GENE ANALYSIS KNOWN FAMILIAL VARIANTS,81202,, $603.00 , $349.74 ,Both
82172,APOLIPOPROTEIN,82172,, $63.00 , $36.54 ,Both
29130450,"APPLY FINGER SPLINT, ER FEE",29130,, $94.00 , $54.52 ,Both
29125450,"APPLY FOREARM SPLNT, ER FEE",29125,, $186.00 , $107.88 ,Both
29515450,"APPLY LEG SPLINT,  ER FEE",29515,, $228.00 , $132.24 ,Both
29105450,"APPLY LONG ARM SPLNT, ER FEE",29105,, $228.00 , $132.24 ,Both
M0031581,"ARM IMMOBILIZER, LG, EA, FAC FEE",,, $19.00 , $11.02 ,Both
82175,ARSENIC,82175,, $57.00 , $33.06 ,Both
36600,ART PUNCTURE WITHDRAWAL BLOOD DX,36600,, $119.00 , $69.02 ,Both
20610450,"ARTHROCENTESIS, LARGE-SHOULDER/HIP/KNEE/BURSA",20610,, $446.00 , $258.68 ,Both
73040,ARTHROGRAPHY SHOULDER,73040,TC, $373.00 , $216.34 ,Both
70332,ARTHROGRAPHY TEMPOROMANDIBULAR JOINT,70332,TC, $217.00 , $125.86 ,Both
M010037385,"ARTICUL/EZE BIOLOX, HEAD, 32MM, +1,CERAM(136532310)",C1776,," $1,093.40 ", $634.17 ,Both
PC100933,"ARTICUL/EZE BIOLOX, HEAD, 32MM, +5, CERAM (136532320)",C1776,, $753.00 , $436.74 ,Both
M010037394,"ARTICUL/EZE BIOLOX, HEAD, 36MM, +1.5,CERAM(136536310)",C1776,," $1,093.40 ", $634.17 ,Both
M010429845,"ASCEND FLEX , TRAY, HUM, 0MM THCK, 3.5MM OFFSET, REV (DWF520)",C1776,," $1,020.00 ", $591.60 ,Both
82180,ASCORBIC ACID BLOOD,82180,, $30.00 , $17.40 ,Both
81200,ASPA GENE ANALYSIS COMMON VARIANTS,81200,, $102.00 , $59.16 ,Both
51101450,ASPIRATION BLADDER BY TROCAR/INTRACATHETER ED FAC,51101,," $1,550.00 ", $899.00 ,Both
51102450,ASPIRATION OF BLADDER W/ SUPRAPUBIC CATH ED FAC,51102,," $3,020.00 "," $1,751.60 ",Both
51100450,ASPIRATION OF BLADDER; BY NEEDLE ED FAC,51100,, $400.00 , $232.00 ,Both
60300450,ASPIRATION/INJ (NOT FNA) THYROID CYST ED FAC,60300,," $1,040.00 ", $603.20 ,Both
80198,ASSAY FOR THEOTHYLINE TEST,80198,, $42.00 , $24.36 ,Both
82190,ATOMIC ABSORPTION SPECTROSCOPY EACH,82190,, $48.00 , $27.84 ,Both
J7636250,"ATROPINE INHALATION PER MG UNIT DOSE, FAC FEE",J7636,, $7.77 , $4.51 ,Both
C1780AU,AU IOL MODELS,C1780,, $352.00 , $204.16 ,Both
86891,AUTOLOGOUS BLOOD/COMPONENT INTRA/POSTOP,86891,, $511.00 , $296.38 ,Both
Q2041,AXICABTAGENE CILOLEUCEL CAR+,Q2041,," $534,509.00 "," $310,015.22 ",Both
86355,B CELLS TOT CNT,86355,, $113.00 , $65.54 ,Both
J3420636,"B-12 CYANOCOBALMIN, UP TO 1,000 MCG, FAC FEE",J3420,, $9.92 , $5.75 ,Both
93925,"BACK OFFICE DUPLEX SCAN, BILAT, LE ARTERY/GRAFT",93925,TC, $782.00 , $453.56 ,Both
93926,"BACK OFFICE DUPLEX SCAN, UNILAT, LE ARTERY/GRAFT",93926,TC, $401.00 , $232.58 ,Both
93931,"BACK OFFICE DUPLEX SCAN, UNILATER, UE ARTERY/GRAFT",93931,TC, $379.00 , $219.82 ,Both
93970,"BACK OFFICE DUPLEX SCAN, VEINS, BILATERAL",93970,TC, $584.00 , $338.72 ,Both
93971,"BACK OFFICE DUPLEX SCAN, VEINS, UNILATERAL",93971,TC, $363.00 , $210.54 ,Both
89190,BACK OFFICE NASAL SMEAR,89190,, $17.00 , $9.86 ,Both
76881,"BACK OFFICE US, COMPL JOINT, REAL TIME W/IMAG DOC",76881,TC, $186.00 , $107.88 ,Both
76882,"BACK OFFICE US, LIMITED, JOINT OR OTH NONVASC EXT, REAL TIME W/IMAG DOC",76882,TC, $131.00 , $75.98 ,Both
74455,BACKOFFICE URETHROCYSTOGRAPHY VOIDING,74455,52, $193.00 , $111.94 ,Both
74455,BACKOFFICE URETHROCYSTOGRAPHY VOIDING,74455,TC, $326.00 , $189.08 ,Both
87073,"BACTERIAL CULT.,ANAEROBIC,QUANTITATIVE",87073,, $29.00 , $16.82 ,Both
87077,"BACTERIAL CULTURE,AEROBIC ISOLATE, EACH ISOLATE",87077,, $24.00 , $13.92 ,Both
87071,"BACTERIAL CULTURE,AEROBIC,QUANTITATIVE",87071,, $30.00 , $17.40 ,Both
M0010548,"BALLOON, PRESSURE REG, 61-70CM H2O, SPHINCTER AMS",C1815,," $3,362.50 "," $1,950.25 ",Both
80345,BARBITURATES,80345,, $85.00 , $49.30 ,Both
77300,BASIC RADIATION DOSIMETRY,77300,TC, $136.00 , $78.88 ,Both
PC105484,"BASKET, STONE, 4-WIRE, 1.9FR X 120CM, TIPLESS,SKYLITE(041900",,, $446.00 , $258.68 ,Both
PC106419,"BASKET, STONE, FLAT, 2.4FR X 115CM, 14MM BSKT, PLATIN(045215)",,, $297.23 , $172.39 ,Both
PC106420,"BASKET, STONE, FLAT, 3.0FR X 115CM, 14MM BSKT, PLATIN(039715)",,, $297.23 , $172.39 ,Both
86611,BATRONELLA ANTIBODY,86611,, $31.00 , $17.98 ,Both
PC106497,"BB-TAK, LARGE (AR-8970-09)",,, $303.75 , $176.18 ,Both
81206,BCR/ABL1 MAJOR BREAKPNT QUALITATIVE/QUANTITATIVE,81206,, $353.00 , $204.74 ,Both
81207,BCR/ABL1 MINOR BREAKPNT QUALITATIVE/QUANTITATIVE,81207,, $312.00 , $180.96 ,Both
J9033636,"BENDAMUSTINE HCL INJ, 1 MG, FAC FEE",J9033,, $42.59 , $24.70 ,Both
80346,BENZODIAZEPINES; 1-12,80346,, $85.00 , $49.30 ,Both
J0515250,"BENZTROPINE MESYLATE (CONGENTIN), FAC FEE",J0515,, $42.99 , $24.93 ,Both
82232,BETA-2-MICROGLOBULIN B2,82232,, $49.00 , $28.42 ,Both
83080,"B-HEXOSAMINIDASE, EACH ASSAY",83080,, $51.00 , $29.58 ,Both
82240,BILE ACIDS CHOLYGLYCINE,82240,, $80.00 , $46.40 ,Both
82239,BILE ACIDS TOTAL,82239,, $51.00 , $29.58 ,Both
82252,BILIRUBIN FECEDS QUALITATIVE,82252,, $14.00 , $8.12 ,Both
82248,"BILIRUBIN, DIRECT",82248,, $15.00 , $8.70 ,Both
82247,"BILIRUBIN, TOTAL",82247,, $15.00 , $8.70 ,Both
M0215414,"BINDER, BREAST, LG, 36 - 40"", LINED, BEIGE (L/L-BG-DR)",,, $57.00 , $33.06 ,Both
M0215413,"BINDER, BREAST, MED, 34 - 36"", LINED, BEIGE (M/L-BG-DR)",,, $57.00 , $33.06 ,Both
M0215415,"BINDER, BREAST, XLG, 40 - 45"", LINED, BEIGE (XL/L-BG-DR)",,, $57.00 , $33.06 ,Both
M0215416,"BINDER, BREAST, XXLG, 45 - 50"", LINED, BEIGE (XXL/L-BG-DR)",,, $57.00 , $33.06 ,Both
M010439839,"BIOLOX DELTA OPTION, FEM HEAD, 32MM, CERAMIC (650-1056)",C1776,, $895.53 , $519.41 ,Both
M010457860,"BIOLOX DELTA OPTION, FEM HEAD, 36MM, CERAMIC (650-1057)",C1776,, $895.53 , $519.41 ,Both
M010601013,"BIOLOX DELTA OPTION, TAPER SLEEVE, SZ -6, TYPE 1 (650-1064)",C1776,, $172.63 , $100.13 ,Both
M010614887,"BIOLOX DELTA, FEM HEAD, 28MM, -3 NECK, CERAMIC (12-115109)",C1776,, $895.53 , $519.41 ,Both
M010605721,"BIOLOX DELTA, FEM HEAD, 32MM, +3 NECK, CERAMIC (12-115116)",C1776,, $895.53 , $519.41 ,Both
M010584292,"BIOLOX DELTA, FEM HEAD, 32MM, -3 NECK, CERAMIC (12-115114)",C1776,, $893.53 , $518.25 ,Both
M010608936,"BIOLOX DELTA, FEM HEAD, 32MM, STD NECK, CERAMIC (12-115115)",C1776,, $895.53 , $519.41 ,Both
M010609193,"BIOLOX DELTA, FEM HEAD, 36MM, +3 NECK, CERAMIC (12-115122)",C1776,, $895.53 , $519.41 ,Both
M010604891,"BIOLOX DELTA, FEM HEAD, 36MM, -3 NECK, CERAMIC (12-115120)",C1776,, $895.53 , $519.41 ,Both
M010603658,"BIOLOX DELTA, FEM HEAD, 36MM, STD NECK, CERAMIC (12-115121)",C1776,, $895.53 , $519.41 ,Both
M010037395,"BIOLOX DELTA, HEAD, FEM, 36MM, +5, CERAMIC (136536320)",C1776,," $1,093.40 ", $634.17 ,Both
M0202884,"BIOPSY DEVICE, 18G, 25CM, MAX-CORE, MC1825",,, $168.95 , $97.99 ,Both
23066761,"BIOPSY,SHOULDER DEEP",23066,," $3,953.00 "," $2,292.74 ",Both
82261,"BIOTINIDASE, EACH SPECIMEN",82261,, $51.00 , $29.58 ,Both
93702,"BIS, EXTRACELLULAR FLUID ANALYSIS FOR LYMPHEDEMA ASSESSMENT(S)",93702,, $574.00 , $332.92 ,Both
PC100016,"BIT,DRILL,1.9MMX115MM",,, $236.00 , $136.88 ,Both
51798450,BLADDER SCAN PVR NON IMAGING ED FEE,51798,, $94.00 , $54.52 ,Both
M0078306,"BLADE SPHERICAL,BURR 3.5MM",,, $129.00 , $74.82 ,Both
M0013231,"BLADE, ARTHROSCOPIC, SHAVER,  3",,, $23.50 , $13.63 ,Both
M0104688,"BLADE, CRESCRC 15 X 30 X 0.51 MM STRL",,, $60.00 , $34.80 ,Both
M0215592,"BLADE, ENT POWER, QUADCUT, 4.3MM, M4 ROTATA, F/NAV(1884380EM",,, $567.84 , $329.35 ,Both
M0109787,"BLADE, ENT POWER, QUADCUT, 4.3MM, ROTATA(1884380HR)",,, $76.92 , $44.61 ,Both
M0109789,"BLADE, ENT POWER, RAD  40, 4MM, CURVED, M4 ROTATABLE",,, $426.83 , $247.56 ,Both
M010262249,"BLADE, ENT POWER, RADENOID, 4.5MM, 13CM, 45DEG CVD (1884507)",,, $67.65 , $39.24 ,Both
M0080962,"BLADE, ENT POWER, RADENOID, 4MM, 11CM, 40DEG CVD (1884008)",,, $69.57 , $40.35 ,Both
PC106552,"BLADE, ENT, CHOANAL ATRESIA, 4.0MM, 30K, TPR DIA(1884015RTD)",,, $726.25 , $421.23 ,Both
M0074460,"BLADE, FULL RADIUS, 2.0MM, STERLING",,, $129.00 , $74.82 ,Both
M010096034,"BLADE, NAIL, EX, SPRIAL, 42MM L, GOLD, F/NAIL FIX (462.642)",C1713,, $623.07 , $361.38 ,Both
M010678199,"BLADE, PLANTAR FASCIA RELEASE, ENDOBLADE, SYSTEM (AR-8856DS)",,," $1,190.35 ", $690.40 ,Both
PC106854,"BLADE, SAW, 9 X 31 X 0.51MM, F/ STRYKER (P99-151-P30S)",,, $292.50 , $169.65 ,Both
M010081036,"BLADE, SAW, MICRO OSC, MED NARROW (2296-33-114)",,, $74.25 , $43.07 ,Both
M010623868,"BLADE, SAW, MICRO SAGITTAL, 43X10MM, 0.6MM THCK, 2296-3-124",,, $143.10 , $83.00 ,Both
PC106453,"BLADE, SAW, OSCILLATING, 70 X 81 X 1.27MM (5108-127-070)",,, $551.25 , $319.73 ,Both
M010646846,"BLADE, SAW, OXFORD, F/STRYKER, CEMENTED, 3 PK (506298)",,, $250.00 , $145.00 ,Both
M010262205,"BLADE, SAW, RECIP, 77.7 X 11.2 X 1.0MM (SR-325)",,, $44.40 , $25.75 ,Both
M010059227,"BLADE, SAW, RECIP, 78.7 X 12.7 X 1.0MM, DBL SIDE (SR-275)",,, $39.60 , $22.97 ,Both
M010059927,"BLADE, SAW, RECIP, 78.7 X 12.7 X 1.0MM, DOUBLE SIDE (SR-275)",,, $39.60 , $22.97 ,Both
PC106454,"BLADE, SAW, RECIPROCATING, 75 X 8 X 1.0MM (5108-098-043)",,, $551.25 , $319.73 ,Both
PC106155,"BLADE, SCREWDRIVER, CANN, 3.0MM, F/ AO (45-30001)",,, $663.25 , $384.69 ,Both
M0212469,"BLADE, TURBINATE, INFERIOR, 2MM (1882040)",,, $428.16 , $248.33 ,Both
PC106977,"BLADE, TYMPANOPLASTY, 2.5MM, 60 DEG ANGLED (930-011)",,, $9.63 , $5.59 ,Both
82271,BLD OCLT PROXIDASE ACTV QUAL OTH SRCS,82271,, $16.00 , $9.28 ,Both
85002,BLEEDING TIME,85002,, $14.00 , $8.12 ,Both
81209,BLM GENE ANALYSIS 2281DEL6INS7 VARIANT,81209,, $85.00 , $49.30 ,Both
85009,BLOOD COUNT DIFFERENTIAL WBC BUFFY COAT,85009,, $15.00 , $8.70 ,Both
85018,BLOOD COUNT HEMOGLOBIN,85018,, $7.00 , $4.06 ,Both
85025,BLOOD COUNT HEMOGRAM & PLATELETS AUTO WB,85025,, $23.00 , $13.34 ,Both
85027,BLOOD COUNT HEMOGRAM PLATELETS AUT,85027,, $19.00 , $11.02 ,Both
85008,BLOOD COUNT MANUAL BLOOD SMEAR WO DIFF,85008,, $10.00 , $5.80 ,Both
85007,BLOOD COUNT MANUAL DIFFERENTIAL WBC,85007,, $11.00 , $6.38 ,Both
85014,BLOOD COUNT OTHER THAN SPUN HEMATOCRIT,85014,, $7.00 , $4.06 ,Both
85041,BLOOD COUNT RED BLOOD CELL ONLY (RBC),85041,, $9.00 , $5.22 ,Both
85045,BLOOD COUNT RETICULOCYTE COUNT FLOW CYTO,85045,, $12.00 , $6.96 ,Both
85044,BLOOD COUNT RETICULOCYTE COUNT MANUAL,85044,, $13.00 , $7.54 ,Both
85046,"BLOOD COUNT RETICULOCYTE, HEMOGLOBIN",85046,, $17.00 , $9.86 ,Both
85013,BLOOD COUNT SPUN MICROPHEMATOCRIT,85013,, $21.00 , $12.18 ,Both
85048,BLOOD COUNT WHITE BLOOD CELL (WBC),85048,, $8.00 , $4.64 ,Both
85004,BLOOD COUNT; AUTOMATED DIFFERENTIAL WBC,85004,, $19.00 , $11.02 ,Both
85032,BLOOD COUNT; MANUAL CELL COUNT EACH,85032,, $13.00 , $7.54 ,Both
85049,BLOOD COUNT; PLATELET AUTOMATED,85049,, $13.00 , $7.54 ,Both
36592450,BLOOD DRAW; PICC/MIDLINE/PIV ED FAC,36592,, $186.00 , $107.88 ,Both
36591450,BLOOD DRAW; PORT-A-CATH ED FAC,36591,, $186.00 , $107.88 ,Both
85060,BLOOD SMEAR PERIPHERAL WRITTEN REPORT,85060,, $81.00 , $46.98 ,Both
P9011390,BLOOD SPLIT UNIT,P9011,, $261.00 , $151.38 ,Both
36430510,BLOOD TRANSFUSION,36430,, $662.00 , $383.96 ,Both
36430450,BLOOD TRANSFUSION - ED,36430,, $662.00 , $383.96 ,Both
86902,BLOOD TYPE ANTIGEN DONOR REAGENT SERUM EA,86902,, $19.00 , $11.02 ,Both
86900,BLOOD TYPING ABO,86900,, $9.00 , $5.22 ,Both
86904,BLOOD TYPING ANTIGEN SCREEN PT SERUM EA,86904,, $49.00 , $28.42 ,Both
86910,BLOOD TYPING PATERNITY TEST,86910,, $94.00 , $54.52 ,Both
86905,BLOOD TYPING RBC ANTIGEN EXCEPT ABO RH N,86905,, $11.00 , $6.38 ,Both
86901,BLOOD TYPING RH (D),86901,, $9.00 , $5.22 ,Both
86906,BLOOD TYPING RH PHENOTYPING COMPLETE,86906,, $23.00 , $13.34 ,Both
86911,"BLOOD TYPING, FOR PATERNITY TESTING",86911,, $81.00 , $46.98 ,Both
82270,"BLOOD,OCCULT,FECES,DIAG,1-3 SIMULT DETRM",82270,, $13.00 , $7.54 ,Both
78300,"BONE &/OR JOINT IMAGING, LIMITED AREA",78300,TC, $812.00 , $470.96 ,Both
77072,BONE AGE STUDIES,77072,TC, $63.00 , $36.54 ,Both
PC107045,"BONE CUBES, ALLOSYNC DBM, 8 X 8 X 8MM (ABS-2005-01)",C1762,, $772.50 , $448.05 ,Both
M010373065,"BONE CUBES, CANCELL, 1.0X1.0X1.0CM,30CC,PRESERVON(PCANCUBE30)",C1762,, $615.09 , $356.75 ,Both
PC107047,"BONE CUBES, CANCELL, 30CC (ABS-2900-30)",C1762,," $1,400.00 ", $812.00 ,Both
77073,BONE LENGTH STUDY,77073,TC, $121.00 , $70.18 ,Both
I77084,BONE MARROW BLOOD SUPPLY,77084,, $920.00 , $533.60 ,Both
I7708452,BONE MARROW BLOOD SUPPLY,77084,52, $460.00 , $266.80 ,Both
78102,"BONE MARROW IMAGING, LIMITED AREA",78102,TC, $588.00 , $341.04 ,Both
78103,"BONE MARROW IMAGING, MULTIPLE AREAS",78103,TC, $744.00 , $431.52 ,Both
78104,"BONE MARROW IMAGING, WHOLE BODY",78104,TC, $862.00 , $499.96 ,Both
85097,BONE MARROW SMEAR INTERPRETATION ONLY,85097,, $235.00 , $136.30 ,Both
78350,"BONE MINERAL CONTENT STUDY, SINGLE PHOTM",78350,TC, $85.00 , $49.30 ,Both
78351,"BONE MINERAL CONTENT, DUAL PHOTON",78351,TC, $39.00 , $22.62 ,Both
38241362,BONE MRW TRANS,38241,," $2,256.00 "," $1,308.48 ",Both
78305,"BONE/JOINT IMAGING, MULTIPLE AREAS",78305,TC, $969.00 , $562.02 ,Both
78315,"BONE/JOINT IMAGING, THREE PHASE STUDY",78315,TC," $1,212.00 ", $702.96 ,Both
78306,"BONE/JOINT IMAGING, WHOLE BODY",78306,TC," $1,058.00 ", $613.64 ,Both
M0215892,"BOOT, WALKER, MEDIUM, PNEUMATIC, AIRCAST (01F-M)",L4361,, $127.93 , $74.20 ,Both
M010408287,"BOOT, WALKER, MEDIUM, TALL, CLOSED HEEL (79-95495)",L4361,, $68.61 , $39.79 ,Both
M010397233,"BOOT, WALKER, SMALL, TALL, CLOSED HEEL (79-95493)",L4361,, $46.50 , $26.97 ,Both
78290,BOWEL IMAGING,78290,TC," $1,214.00 ", $704.12 ,Both
PC106313,"BOWL, CEMENT MIXING, QUICK-VAC, SINGLE (00-5049-001-00)",,, $168.63 , $97.81 ,Both
M010061151,"BRACE, ELBOW, POST OP, RIGHT (W-823100)",L3760,, $600.25 , $348.15 ,Both
M010341684,"BRACE, ELBOW, X-ACT ROM, LEFT (11-9122)",L3760,, $209.13 , $121.30 ,Both
M010341683,"BRACE, ELBOW, X-ACT ROM, RIGHT (11-9121)",L3761,, $209.13 , $121.30 ,Both
M010332730,"BRACE, KNEE, X-ACT ROM, UNIVERSAL, ANTI-MIGRATION (11-2151-9)",L1833,, $203.00 , $117.74 ,Both
77318,BRACHYTHERAPY ISODOSE PLAN; COMPLEX OVER 12 CHANNELS,77318,TC," $1,030.00 ", $597.40 ,Both
77317,"BRACHYTHERAPY ISODOSE PLAN; INTERMEDIATE, 2-12 CHANNELS",77317,TC, $759.00 , $440.22 ,Both
77316,"BRACHYTHERAPY ISODOSE PLAN; SIMPLE, 1 CHANNEL",77316,TC, $579.00 , $335.82 ,Both
82286,BRADYKININ,82286,, $15.00 , $8.70 ,Both
78605,BRAIN IMAGING COMPLETE STUDY STATIC,78605,TC, $708.00 , $410.64 ,Both
78606,BRAIN IMAGING COMPLETE W,78606,TC," $1,223.00 ", $709.34 ,Both
78601,BRAIN IMAGING LIMITED PROC W/VASCULAR FL,78601,TC, $784.00 , $454.72 ,Both
78600,BRAIN IMAGING LIMITED PROCEDURE STATIC,78600,TC, $662.00 , $383.96 ,Both
78608,BRAIN IMAGING PET METABOLIC,78608,TC," $2,093.00 "," $1,213.94 ",Both
78610,BRAIN IMAGING VASCULAR FLOW ONLY,78610,TC, $650.00 , $377.00 ,Both
81215,BRCA1 (DNA REPAIR ASSOC) GENE ANALYSIS KNOWN FAMILIAL VARIANT,81215,, $808.00 , $468.64 ,Both
81212,"BRCA1&BRCA2 (DNA REPAIR ASSOC) ANALYSIS, 185DELAG/5385INSC/6174DELT",81212,, $947.00 , $549.26 ,Both
