 PROCEDURE DESCRIPTION , PRICE , REVENUE CODE , CPT CODE , ALTERNATE CPT HCPC , CPT HCPC MODIFIER 
AMINO ACIDS 6% (TROPHAMINE) IV 500 ML, $17 , 250 ,  ,  ,  
AMINO ACIDS 8% (AMINOSYN HF) IV 500 ML, $17 , 250 ,  ,  ,  
AMINO ACIDS 8% (HEPATASOL) IV 500 ML, $17 , 250 ,  ,  ,  
AMINO ACIDS 8.5% (AMINOSYN II) IV 500 ML, $17 , 250 ,  ,  ,  
AMINO ACIDS 8.5% (TRAVASOL) IV 1000 ML, $17 , 250 ,  ,  ,  
AMINO ACIDS 8.5% (TRAVASOL) IV 500 ML, $17 , 250 ,  ,  ,  
AMINOCAPROIC ACID 1.25 GM/5 ML LIQ 473 ML, $17 , 250 ,  ,  ,  
AMINOCAPROIC ACID 1.25 GM/5 ML LIQ 5 ML UD RPKG, $15 , 250 ,  ,  ,  
AMINOCAPROIC ACID 250 MG/ML INJ 20 ML, $17 , 250 ,  ,  ,  
AMINOCAPROIC ACID 500 MG TAB, $15 , 250 ,  ,  ,  
AMINOPHYLLINE 25 MG/ML INJ 10 ML, $17 , 636 ,J0280,  ,  
AMINOPHYLLINE 25 MG/ML INJ 20 ML, $17 , 636 ,J0280,  ,  
AMINOSALICYLIC ACID 4 GM DR GRANULES, $15 , 250 ,  ,  ,  
AMIODARONE 1.5 MG/ML INJ CMPD SOLN, $20 , 250 ,  ,  ,  
AMIODARONE 100 MG (1/2 OF 200 MG) HALF TAB, $15 , 250 ,  ,  ,  
AMIODARONE 150 MG/DEXTROSE 5% 100 ML INJ PREMIX, $17 , 636 ,J0282,  ,  
AMIODARONE 200 MG TAB, $15 , 250 ,  ,  ,  
AMIODARONE 360 MG/DEXTROSE 5% 200 ML INJ PREMIX, $17 , 636 ,J0282,  ,  
AMIODARONE 5 MG/ML LIQ (EXTEM), $17 , 250 ,  ,  ,  
AMIODARONE 50 MG/ML INJ 18 ML, $17 , 636 ,J0282,  ,  
AMIODARONE 50 MG/ML INJ 3 ML, $17 , 636 ,J0282,  ,  
AMIODARONE 50 MG/ML INJ 9 ML, $17 , 636 ,J0282,  ,  
AMITRIPTYLINE 10 MG TAB, $15 , 250 ,  ,  ,  
AMITRIPTYLINE 100 MG TAB, $15 , 250 ,  ,  ,  
AMITRIPTYLINE 25 MG TAB, $15 , 250 ,  ,  ,  
AMITRIPTYLINE 50 MG TAB, $15 , 250 ,  ,  ,  
AMITRIPTYLINE 75 MG TAB, $15 , 250 ,  ,  ,  
AMLODIPINE 1 MG/ML LIQ (EXTEM), $17 , 250 ,  ,  ,  
AMLODIPINE 10 MG TAB, $17 , 250 ,  ,  ,  
AMLODIPINE 2.5 MG TAB, $15 , 250 ,  ,  ,  
AMLODIPINE 5 MG TAB, $15 , 250 ,  ,  ,  
AMMONIA RESPIRATORY STIMULANT 0.33 ML, $15 , 250 ,  ,  ,  
AMMONIUM CHLORIDE 5 MEQ/ML INJ 20 ML, $17 , 250 ,  ,  ,  
AMMONIUM LACTATE 12% LOTION 225 GM, $15 , 250 ,  ,  ,  
AMMONIUM LACTATE 12% TOP CRM 140 GM, $15 , 250 ,  ,  ,  
AMMONIUM MOLYBDATE TETRAHYDRATE 25MCG/ML INJ 10ML, $17 , 250 ,  ,  ,  
AMOBARBITAL 500 MG INJ PWVL," $2,589 ", 636 ,J0300,  ,  
AMOXICILLIN 125 MG/5 ML SUSP 100 ML, $17 , 250 ,  ,  ,  
AMOXICILLIN 125 MG/5 ML SUSP 150 ML, $17 , 250 ,  ,  ,  
AMOXICILLIN 125 MG/5 ML SUSP 5 ML UD RPKG, $15 , 250 ,  ,  ,  
AMOXICILLIN 250 MG CAP, $15 , 250 ,  ,  ,  
AMOXICILLIN 250 MG/5 ML SUSP 100 ML, $17 , 250 ,  ,  ,  
AMOXICILLIN 250 MG/5 ML SUSP 150 ML, $17 , 250 ,  ,  ,  
AMOXICILLIN 250 MG/5 ML SUSP 20 ML UD RPKG, $15 , 250 ,  ,  ,  
AMOXICILLIN 250 MG/5 ML SUSP 5 ML UD RPKG, $15 , 250 ,  ,  ,  
AMOXICILLIN 400 MG/5 ML SUSP 100 ML, $17 , 250 ,  ,  ,  
AMOXICILLIN 400 MG/5 ML SUSP 12.5 ML UD RPKG, $15 , 250 ,  ,  ,  
AMOXICILLIN 400 MG/5 ML SUSP 5 ML UD RPKG, $15 , 250 ,  ,  ,  
AMOXICILLIN 500 MG CAP, $15 , 250 ,  ,  ,  
AMOXICILLIN-CLAV 200 MG-28.5 MG/5 ML SUSP 100 ML, $17 , 250 ,  ,  ,  
AMOXICILLIN-CLAV 200 MG-28.5 MG/5 ML SUSP 75 ML, $17 , 250 ,  ,  ,  
AMOXICILLIN-CLAV 200MG-28.5MG/5ML SUSP 5ML UD RPKG, $15 , 250 ,  ,  ,  
AMOXICILLIN-CLAV 250 MG-62.5 MG/5 ML SUSP 75 ML, $17 , 250 ,  ,  ,  
AMOXICILLIN-CLAV 250MG-62.5MG/5ML SUSP 5ML UD RPKG, $15 , 250 ,  ,  ,  
AMOXICILLIN-CLAV 400 MG-57 MG/5 ML SUSP 100 ML, $17 , 250 ,  ,  ,  
AMOXICILLIN-CLAV 400 MG-57 MG/5 ML SUSP 50 ML, $17 , 250 ,  ,  ,  
AMOXICILLIN-CLAV 400 MG-57 MG/5 ML SUSP 75 ML, $17 , 250 ,  ,  ,  
AMOXICILLIN-CLAV 400MG-57MG/5ML SUSP 5ML UD RPKG, $15 , 250 ,  ,  ,  
AMOXICILLIN-CLAV 600 MG-42.9 MG/5 ML SUSP 75 ML, $17 , 250 ,  ,  ,  
AMOXICILLIN-CLAV 600MG-42.9MG/5ML SUSP 5ML UD RPKG, $15 , 250 ,  ,  ,  
AMOXICILLIN-CLAVULANATE 250 MG-125 MG TAB, $23 , 250 ,  ,  ,  
AMOXICILLIN-CLAVULANATE 500 MG-125 MG TAB, $15 , 250 ,  ,  ,  
AMOXICILLIN-CLAVULANATE 875 MG-125 MG TAB, $28 , 250 ,  ,  ,  
AMPHETAMINE-DEXTROAMPHETAMINE 10 MG ER CAP, $31 , 250 ,  ,  ,  
AMPHETAMINE-DEXTROAMPHETAMINE 10 MG TAB, $18 , 250 ,  ,  ,  
AMPHETAMINE-DEXTROAMPHETAMINE 15 MG ER CAP, $34 , 250 ,  ,  ,  
AMPHETAMINE-DEXTROAMPHETAMINE 15 MG TAB, $18 , 250 ,  ,  ,  
AMPHETAMINE-DEXTROAMPHETAMINE 20 MG ER CAP, $23 , 250 ,  ,  ,  
AMPHETAMINE-DEXTROAMPHETAMINE 20 MG TAB, $18 , 250 ,  ,  ,  
AMPHETAMINE-DEXTROAMPHETAMINE 30 MG ER CAP, $34 , 250 ,  ,  ,  
AMPHETAMINE-DEXTROAMPHETAMINE 30 MG TAB, $18 , 250 ,  ,  ,  
AMPHETAMINE-DEXTROAMPHETAMINE 5 MG ER CAP, $31 , 250 ,  ,  ,  
AMPHETAMINE-DEXTROAMPHETAMINE 5 MG TAB, $18 , 250 ,  ,  ,  
AMPHETAMINE-DEXTROAMPHETAMINE 7.5 MG TAB, $18 , 250 ,  ,  ,  
AMPHOTERICIN B 0.1 MG/ML INJ CMPD SOLN, $20 , 250 ,  ,  ,  
AMPHOTERICIN B 1.5 MG/ML OPHTH SOL 10 ML, $15 , 250 ,  ,  ,  
AMPHOTERICIN B 5 MCG/0.05 ML INTRAVITREAL INJ 0.1 ML, $17 , 250 ,  ,  ,  
AMPHOTERICIN B 5 MCG/0.1 ML INTRAVITREAL INJ 0.15 ML, $17 , 250 ,  ,  ,  
AMPHOTERICIN B 5 MG/ML SUBCONJUNCT INJ 0.55 ML, $17 , 250 ,  ,  ,  
AMPHOTERICIN B 50 MG INJ PWVL, $171 , 636 ,J0285,  ,  
AMPHOTERICIN B LIPOSOMAL 2 MG/ML INJ CMPD SOLN, $20 , 250 ,  ,  ,  
AMPHOTERICIN B LIPOSOMAL 50 MG INJ PWVL, $736 , 636 ,J0289,  ,  
AMPICILLIN 1 GM IN NS 50 ML MINI-BAG, $17 , 250 ,  ,  ,  
AMPICILLIN 1 GM INJ PWVL, $225 , 636 ,J0290,  ,  
AMPICILLIN 10 GM INJ PWVL (BULK), $280 , 636 ,J0290,  ,  
AMPICILLIN 100 MG/ML INJ CMPD SOLN (FOR IV PUSH), $17 , 250 ,  ,  ,  
AMPICILLIN 125 MG INJ PWVL, $20 , 636 ,J0290,  ,  
AMPICILLIN 125 MG/5 ML SUSP 100 ML, $17 , 250 ,  ,  ,  
AMPICILLIN 125 MG/5 ML SUSP 5 ML UD RPKG, $15 , 250 ,  ,  ,  
AMPICILLIN 2 GM IN NS 100 ML MINI-BAG, $17 , 250 ,  ,  ,  
AMPICILLIN 2 GM INJ PWVL, $63 , 636 ,J0290,  ,  
AMPICILLIN 200 MG/ML SUBCONJUNCT INJ 0.55 ML, $17 , 250 ,  ,  ,  
AMPICILLIN 25 MG/ML INJ CMPD SOLN (FOR IVPB), $20 , 250 ,  ,  ,  
AMPICILLIN 250 MG CAP, $15 , 250 ,  ,  ,  
AMPICILLIN 250 MG INJ PWVL, $17 , 636 ,J0290,  ,  
AMPICILLIN 250 MG/5 ML SUSP 200 ML, $17 , 250 ,  ,  ,  
AMPICILLIN 250 MG/5 ML SUSP 5 ML UD RPKG, $15 , 250 ,  ,  ,  
AMPICILLIN 500 MG CAP, $15 , 250 ,  ,  ,  
AMPICILLIN 500 MG IN NS 50 ML MINI-BAG, $17 , 250 ,  ,  ,  
AMPICILLIN 500 MG INJ PWVL, $17 , 636 ,J0290,  ,  
AMPICILLIN-SULBACTAM 1.5 GM IN NS 50 ML MINI-BAG, $17 , 250 ,  ,  ,  
AMPICILLIN-SULBACTAM 1.5 GM INJ PWVL, $35 , 636 ,J0295,  ,  
AMPICILLIN-SULBACTAM 3 GM IN NS 100 ML MINI-BAG, $17 , 250 ,  ,  ,  
AMPICILLIN-SULBACTAM 3 GM INJ PWVL, $65 , 636 ,J0295,  ,  
AMPICILLIN-SULBACTAM 45 MG/ML INJ CMPD SOLN, $20 , 250 ,  ,  ,  
AMPRENAVIR 15 MG/ML LIQ 100 ML UD RPKG, $15 , 250 ,  ,  ,  
AMYL NITRITE 0.3 ML INH SOL, $15 , 250 ,  ,  ,  
AMYL NITRITE-NA NITRITE-NA THIOSULFATE INJ KIT," $1,724 ", 250 ,  ,  ,  
ANAGRELIDE 0.5 MG CAP, $32 , 250 ,  ,  ,  
ANAGRELIDE 1 MG CAP, $57 , 250 ,  ,  ,  
ANAKINRA 100 MG/0.67 ML INJ SYRINGE, $619 , 250 ,  ,  ,  
ANASTROZOLE 1 MG TAB, $62 , 250 ,  ,  ,  
ANES ATROPINE 0.4 MG/ML INJ SYRINGE 5 ML CAPS, $17 , 636 ,J0461,  ,  
ANES DEXTROSE 5% IN LACTATED RINGERS IV, $17 , 250 ,  ,  ,  
ANES DEXTROSE 5%-NACL 0.45% IV, $17 , 250 ,  ,  ,  
ANES DOPAMINE 400 MG/DEXTROSE 5% 250 ML INJ PREMIX, $17 , 636 ,J1265,  ,  
ANES EPHEDRINE 50MG/NACL 0.9% 10ML INJ SYRINGE CAPS, $17 , 250 ,  ,  ,  
ANES FENTANYL 50 MCG/ML INJ 2 ML, $17 , 636 ,J3010,  ,  
ANES FENTANYL 50 MCG/ML INJ 5 ML, $17 , 636 ,J3010,  ,  
ANES GLYCOPYRROLATE 0.2MG/ML INJ SYRINGE 2ML CAPS, $17 , 250 ,  ,  ,  
ANES GLYCOPYRROLATE 0.2MG/ML INJ SYRINGE 5ML CAPS, $17 , 250 ,  ,  ,  
ANES KETAMINE 10 MG/ML INJ 20 ML, $17 , 250 ,  ,  ,  
ANES KETAMINE 100 MG/ML INJ 5 ML, $27 , 250 ,  ,  ,  
ANES KETAMINE 50 MG/ML INJ 10 ML, $17 , 250 ,  ,  ,  
ANES KETAMINE 50MG/NACL 0.9% 5ML INJ SYRINGE CAPS, $17 , 250 ,  ,  ,  
ANES LACTATED RINGERS IV, $17 , 636 ,J7120,  ,  
ANES MIDAZOLAM 1 MG/ML INJ 10 ML, $17 , 636 ,J2250,  ,  
ANES MIDAZOLAM 1 MG/ML INJ 2 ML, $17 , 636 ,J2250,  ,  
ANES MIDAZOLAM PF 1 MG/ML INJ 2 ML, $17 , 636 ,J2250,  ,  
ANES MIDAZOLAM PF 1 MG/ML INJ 5 ML, $17 , 636 ,J2250,  ,  
ANES MIDAZOLAM PF 5 MG/ML INJ 1 ML, $17 , 636 ,J2250,  ,  
ANES MIDAZOLAM PF 5 MG/ML INJ 2 ML, $17 , 636 ,J2250,  ,  
ANES NACL 0.9% IV, $17 , 636 ,J7040,  ,  
ANES PLASMA-LYTE 148 IV, $17 , 250 ,  ,  ,  
ANES PROPOFOL 10 MG/ML INJ 100 ML, $17 , 250 ,  ,  ,  
ANES PROPOFOL 10 MG/ML INJ 20 ML, $17 , 250 ,  ,  ,  
ANES PROPOFOL 10 MG/ML INJ 50 ML, $17 , 250 ,  ,  ,  
ANES ROCURONIUM 10 MG/ML INJ SYRINGE 5 ML CAPS, $17 , 250 ,  ,  ,  
ANTAZOLINE-NAPHAZOLINE 0.5%-0.05% OPHTH SOL 15 ML, $15 , 250 ,  ,  ,  
ANTHRALIN 1% TOP CRM 50 GM, $15 , 250 ,  ,  ,  
ANTI-INHIBITOR COAG COMPLEX 1000 UNITS INJ PWVL, $17 , 636 ,J7198,  ,  
ANTI-INHIBITOR COAG COMPLEX 2500 UNITS INJ PWVL, $17 , 636 ,J7198,  ,  
ANTI-INHIBITOR COAG COMPLEX 500 UNITS INJ PWVL, $17 , 636 ,J7198,  ,  
ANTIPYRINE-BENZOCAINE OTIC SOL 10 ML, $15 , 250 ,  ,  ,  
ANTIPYRINE-BENZOCAINE OTIC SOL 15 ML, $15 , 250 ,  ,  ,  
ANTITHROMBIN III PLASMA 500 UNITS INJ PWVL, $17 , 636 ,J7197,  ,  
ANTITHROMBIN RECOMBINANT 1750 UNITS INJ PWVL, $17 , 636 ,J7196,  ,  
ANTI-THYMOCYTE GLOBULIN (RABBIT) 25 MG INJ PWVL," $2,701 ", 636 ,J7511,  ,  
ANTI-THYMOCYTE IMM GLOB (EQUINE) 50 MG/ML INJ 5 ML, $602 , 636 ,J7504,  ,  
ANTIVENIN (BLACK WIDOW SPIDER) 6000 UNITS INJ PWVL, $125 , 250 ,  ,  ,  
ANTIVENIN CROTALIDAE POLYVALENT OVINE 1GM INJ PWVL," $9,147 ", 636 ,J0840,  ,  
APAP-BUTALBITAL-CAFFEINE 325 MG-50 MG-40 MG TAB, $15 , 250 ,  ,  ,  
APRACLONIDINE 0.5% OPHTH SOL 5 ML, $90 , 250 ,  ,  ,  
APRACLONIDINE 1% OPHTH SOL 0.1 ML, $75 , 250 ,  ,  ,  
APREPITANT 125 MG CAP, $695 , 636 ,J8501,  ,  
APREPITANT 125 MG-80 MG CAP KIT, $525 , 636 ,J8501,  ,  
APREPITANT 80 MG CAP, $425 , 636 ,J8501,  ,  
ARGATROBAN 100 MG/ML INJ 2.5 ML," $2,279 ", 250 ,  ,  ,  
ARGININE 10% IV 300 ML, $17 , 250 ,  ,  ,  
ARIPIPRAZOLE 1 MG/ML LIQ 150 ML, $19 , 250 ,  ,  ,  
ARIPIPRAZOLE 10 MG TAB, $87 , 250 ,  ,  ,  
ARIPIPRAZOLE 15 MG DIS TAB, $103 , 250 ,  ,  ,  
ARIPIPRAZOLE 15 MG TAB, $87 , 250 ,  ,  ,  
ARIPIPRAZOLE 20 MG TAB, $122 , 250 ,  ,  ,  
ARIPIPRAZOLE 30 MG TAB, $122 , 250 ,  ,  ,  
ARIPIPRAZOLE 5 MG TAB, $87 , 250 ,  ,  ,  
ARIPIPRAZOLE ER 400 MG INJ PWVL," $6,525 ", 636 ,J0401,  ,  
ARSENIC TRIOXIDE 1 MG/ML INJ 10 ML, $179 , 636 ,J9017,  ,  
"ARTICAINE-EPINEPHRINE 4%-1:100,000 INJ 1.7 ML", $17 , 250 ,  ,  ,  
"ARTICAINE-EPINEPHRINE 4%-1:200,000 INJ 1.7 ML", $17 , 250 ,  ,  ,  
ARTIFICIAL TEARS OPHTH GEL 10 ML, $15 , 250 ,  ,  ,  
ARTIFICIAL TEARS OPHTH OINT 1 GM, $15 , 250 ,  ,  ,  
ARTIFICIAL TEARS OPHTH OINT 3.5 GM, $15 , 250 ,  ,  ,  
ARTIFICIAL TEARS OPHTH OINT 7 GM, $15 , 250 ,  ,  ,  
ARTIFICIAL TEARS OPHTH SOL 15 ML, $15 , 250 ,  ,  ,  
ARTIFICIAL TEARS OPHTH SOL 15 ML CARBOXYMETHYLCELLUL 0.5%, $15 , 250 ,  ,  ,  
ARTIFICIAL TEARS PF OPHTH SOL 0.4 ML UD, $15 , 250 ,  ,  ,  
ASA-BUTALBITAL-CAFFEINE 325 MG-50 MG-40 MG CAP, $15 , 250 ,  ,  ,  
ASA-BUTALBITAL-CAFFEINE 325 MG-50 MG-40 MG TAB, $15 , 250 ,  ,  ,  
ASCORBIC ACID 500 MG CHEW TAB, $15 , 250 ,  ,  ,  
ASCORBIC ACID 500 MG TAB, $15 , 250 ,  ,  ,  
ASCORBIC ACID 500 MG/5 ML LIQ 120 ML, $17 , 250 ,  ,  ,  
ASCORBIC ACID 500 MG/5 ML LIQ 5 ML UD RPKG, $15 , 250 ,  ,  ,  
ASCORBIC ACID 500 MG/ML INJ 2 ML, $17 , 250 ,  ,  ,  
ASCORBIC ACID 500 MG/ML INJ 50 ML, $17 , 250 ,  ,  ,  
"ASPARAGINASE 10,000 UNITS INJ PWVL", $275 , 636 ,J9020,  ,  
"ASPARAGINASE ERWINIA CHRYSAN 10,000 UNITS INJ PWVL"," $13,007 ", 636 ,J9019,  ,  
ASPIRIN 300 MG SUPP, $15 , 250 ,  ,  ,  
ASPIRIN 325 MG EC TAB, $15 , 250 ,  ,  ,  
ASPIRIN 325 MG TAB, $15 , 250 ,  ,  ,  
ASPIRIN 600 MG SUPP, $15 , 250 ,  ,  ,  
ASPIRIN 81 MG CHEW TAB, $15 , 250 ,  ,  ,  
ASPIRIN 81 MG EC TAB, $15 , 250 ,  ,  ,  
ASPIRIN-DIPYRIDAMOLE 25 MG-200 MG ER CAP, $17 , 250 ,  ,  ,  
ATAZANAVIR 100 MG CAP, $73 , 250 ,  ,  ,  
ATAZANAVIR 150 MG CAP, $73 , 250 ,  ,  ,  
ATAZANAVIR 200 MG CAP, $73 , 250 ,  ,  ,  
ATAZANAVIR 300 MG CAP, $144 , 250 ,  ,  ,  
ATENOLOL 100 MG TAB, $15 , 250 ,  ,  ,  
ATENOLOL 2 MG/ML LIQ (EXTEM), $17 , 250 ,  ,  ,  
ATENOLOL 25 MG TAB, $15 , 250 ,  ,  ,  
ATENOLOL 50 MG TAB, $15 , 250 ,  ,  ,  
ATOMOXETINE 10 MG CAP, $24 , 250 ,  ,  ,  
ATOMOXETINE 100 MG CAP, $28 , 250 ,  ,  ,  
ATOMOXETINE 18 MG CAP, $24 , 250 ,  ,  ,  
ATOMOXETINE 25 MG CAP, $24 , 250 ,  ,  ,  
ATOMOXETINE 40 MG CAP, $26 , 250 ,  ,  ,  
ATOMOXETINE 60 MG CAP, $26 , 250 ,  ,  ,  
ATOMOXETINE 80 MG CAP, $28 , 250 ,  ,  ,  
ATORVASTATIN 10 MG TAB, $22 , 250 ,  ,  ,  
ATORVASTATIN 20 MG TAB, $31 , 250 ,  ,  ,  
ATORVASTATIN 40 MG TAB, $31 , 250 ,  ,  ,  
ATORVASTATIN 80 MG TAB, $31 , 250 ,  ,  ,  
ATOVAQUONE 750 MG/5 ML SUSP 210 ML, $23 , 250 ,  ,  ,  
ATOVAQUONE 750 MG/5 ML SUSP 5 ML UD, $23 , 250 ,  ,  ,  
ATOVAQUONE-PROGUANIL 250 MG-100 MG TAB, $28 , 250 ,  ,  ,  
ATRACURIUM 10 MG/ML INJ 10 ML, $17 , 250 ,  ,  ,  
ATROPINE 0.1 MG/ML INJ 10 ML, $17 , 636 ,J0461,  ,  
ATROPINE 0.4 MG/ML INJ 1 ML, $17 , 636 ,J0461,  ,  
ATROPINE 0.4 MG/ML INJ 20 ML, $17 , 636 ,J0461,  ,  
ATROPINE 1 MG/10 ML INJ SYRINGE 10 ML, $17 , 636 ,J0461,  ,  
ATROPINE 1 MG/ML INJ 1 ML, $17 , 636 ,J0461,  ,  
ATROPINE 1% OPHTH OINT 3.5 GM, $22 , 250 ,  ,  ,  
ATROPINE 1% OPHTH SOL 15 ML, $15 , 250 ,  ,  ,  
ATROPINE 1% OPHTH SOL 2 ML, $15 , 250 ,  ,  ,  
ATROPINE 1% OPHTH SOL 5 ML, $15 , 250 ,  ,  ,  
ATROPINE-DIPHENOXYLATE 0.025 MG-2.5 MG TAB, $15 , 250 ,  ,  ,  
ATROPINE-DIPHENOXYLATE 0.025MG-2.5MG/5ML LIQ 60ML, $17 , 250 ,  ,  ,  
ATROPINE-DIPHENOXYLATE LIQ 5 ML UD RPKG, $15 , 250 ,  ,  ,  
ATROPINE-EDROPHONIUM 0.14 MG-10 MG/ML INJ 15 ML, $17 , 250 ,  ,  ,  
ATROPINE-EDROPHONIUM 0.14 MG-10 MG/ML INJ 5 ML, $17 , 250 ,  ,  ,  
ATROPINE-HYOSCYAMINE-PB-SCOPOLAMIN LIQ 5ML UD RPKG, $15 , 250 ,  ,  ,  
ATROPINE-HYOSCYAMINE-PB-SCOPOLAMINE ER TAB, $15 , 250 ,  ,  ,  
ATROPINE-HYOSCYAMINE-PB-SCOPOLAMINE LIQ 120 ML, $17 , 250 ,  ,  ,  
ATROPINE-HYOSCYAMINE-PB-SCOPOLAMINE LIQ 480 ML, $17 , 250 ,  ,  ,  
ATROPINE-HYOSCYAMINE-PB-SCOPOLAMINE TAB, $17 , 250 ,  ,  ,  
ATROPINE-KETAMINE-MIDAZOLAM LIQ (EXTEM), $17 , 250 ,  ,  ,  
AURANOFIN 3 MG CAP, $55 , 250 ,  ,  ,  
AZACITIDINE 100 MG INJ PWVL," $2,100 ", 636 ,J9025,  ,  
AZATHIOPRINE 100 MG INJ PWVL, $784 , 636 ,J7501,  ,  
AZATHIOPRINE 25 MG (1/2 OF 50 MG) HALF TAB, $15 , 250 ,  ,  ,  
AZATHIOPRINE 50 MG TAB, $15 , 636 ,J7500,  ,  
AZATHIOPRINE 50 MG/ML LIQ (EXTEM), $17 , 250 ,  ,  ,  
AZELASTINE 205.5 MCG/INH NASAL SPRY 30 ML, $15 , 250 ,  ,  ,  
AZITHROMYCIN 1 GM LIQ PACKET, $185 , 636 ,Q0144,  ,  
AZITHROMYCIN 100 MG/5 ML SUSP 15 ML, $17 , 636 ,Q0144,  ,  
AZITHROMYCIN 100 MG/5 ML SUSP 5 ML UD RPKG, $15 , 250 ,  ,  ,  
AZITHROMYCIN 2 MG/ML INJ CMPD SOLN, $20 , 250 ,  ,  ,  
AZITHROMYCIN 200 MG/5 ML SUSP 22.5 ML, $17 , 636 ,Q0144,  ,  
AZITHROMYCIN 200 MG/5 ML SUSP 30 ML, $17 , 636 ,Q0144,  ,  
AZITHROMYCIN 200 MG/5 ML SUSP 5 ML UD RPKG, $15 , 250 ,  ,  ,  
AZITHROMYCIN 250 MG TAB, $52 , 636 ,Q0144,  ,  
AZITHROMYCIN 500 MG INJ PWVL, $129 , 636 ,J0456,  ,  
AZITHROMYCIN 500 MG TAB, $77 , 250 ,  ,  ,  
AZITHROMYCIN 600 MG TAB, $71 , 250 ,  ,  ,  
AZTREONAM 1 GM IN D5W 50 ML MINI-BAG, $17 , 250 ,  ,  ,  
AZTREONAM 1 GM IN NS 50 ML MINI-BAG, $17 , 250 ,  ,  ,  
AZTREONAM 1 GM INJ PWVL, $153 , 250 ,  ,  ,  
AZTREONAM 2 GM IN D5W 100 ML MINI-BAG, $17 , 250 ,  ,  ,  
AZTREONAM 2 GM IN NS 100 ML MINI-BAG, $17 , 250 ,  ,  ,  
AZTREONAM 2 GM INJ PWVL, $302 , 250 ,  ,  ,  
AZTREONAM 20 MG/ML INJ CMPD SOLN, $20 , 250 ,  ,  ,  
"BACITRACIN 10,000 UNITS/ML SUBCONJUNCT INJ 0.55 ML", $17 , 250 ,  ,  ,  
"BACITRACIN 5,000 UNITS/ML OPHTH SOL 10 ML", $15 , 250 ,  ,  ,  
"BACITRACIN 50,000 UNITS INJ PWVL", $75 , 636 ,J3490,  ,  
BACITRACIN 500 UNITS/GM OPHTH OINT 3.5 GM, $62 , 250 ,  ,  ,  
BACITRACIN 500 UNITS/GM TOP OINT 0.9 GM, $15 , 250 ,  ,  ,  
BACITRACIN 500 UNITS/GM TOP OINT 15 GM, $15 , 250 ,  ,  ,  
BACITRACIN 500 UNITS/GM TOP OINT 28 GM, $15 , 250 ,  ,  ,  
BACITRACIN 500 UNITS/GM TOP OINT 30 GM, $15 , 250 ,  ,  ,  
BACITRACIN-HC-NEOMYCIN-POLYMYX B OPHTH OINT 3.5 GM, $70 , 250 ,  ,  ,  
BACITRACIN-HC-NEOMYCIN-POLYMYX B TOP OINT 14.2 GM, $22 , 250 ,  ,  ,  
BACITRACIN-NEOMYCIN-POLYMYXIN B OPHTH OINT 3.5 GM, $62 , 250 ,  ,  ,  
BACITRACIN-NEOMYCIN-POLYMYXIN B TOP OINT 0.9 GM, $15 , 250 ,  ,  ,  
BACITRACIN-NEOMYCIN-POLYMYXIN B TOP OINT 28.35 GM, $15 , 250 ,  ,  ,  
BACITRACIN-POLYMYXIN B OPHTH OINT 3.5 GM, $31 , 250 ,  ,  ,  
BACITRACIN-POLYMYXIN B TOP OINT 0.9 GM, $15 , 250 ,  ,  ,  
BACITRACIN-POLYMYXIN B TOP OINT 15 GM, $15 , 250 ,  ,  ,  
BACITRACIN-POLYMYXIN B TOP OINT 30 GM, $15 , 250 ,  ,  ,  
BACLOFEN 10 MG TAB, $15 , 250 ,  ,  ,  
BACLOFEN 20 MG TAB, $15 , 250 ,  ,  ,  
BACLOFEN 5 MG (1/2 OF 10 MG) HALF TAB, $15 , 250 ,  ,  ,  
BACLOFEN 5 MG/ML LIQ (EXTEM), $17 , 250 ,  ,  ,  
BACLOFEN PF 0.5 MG/ML INJ 20 ML, $52 , 636 ,J0475,  ,  
BACLOFEN PF 2 MG/ML INJ 20 ML, $209 , 636 ,J0475,  ,  
BACLOFEN PF 2 MG/ML INJ 5 ML, $216 , 636 ,J0475,  ,  
BALSAM PERU-CASTOR OIL-TRYPSIN TOP OINT 60 GM, $15 , 250 ,  ,  ,  
BALSAM PERU-CASTOR OIL-TRYPSIN TOP SPRY 120 GM, $15 , 250 ,  ,  ,  
BALSAM PERU-CASTOR OIL-TRYPSIN TOP SPRY 60 GM, $15 , 250 ,  ,  ,  
BARIUM SULFATE 190% SUSP 232 GM, $15 , 250 ,  ,  ,  
BARIUM SULFATE 2.1% SUS, $15 , 250 ,  ,  ,  
BARIUM SULFATE 2.1% SUSP 450 ML, $15 , 250 ,  ,  ,  
BARIUM SULFATE 40% SUSP 240 ML, $15 , 250 ,  ,  ,  
BARIUM SULFATE 5% SUSP 110 ML, $15 , 250 ,  ,  ,  
BARIUM SULFATE 98% SUSP 340 GM, $15 , 250 ,  ,  ,  
BASILIXIMAB 10 MG INJ PWVL," $7,280 ", 250 ,  ,  ,  
BASILIXIMAB 20 MG INJ PWVL," $9,555 ", 636 ,J0480,  ,  
BCG 50 MG INTRAVESICAL INJ, $635 , 636 ,J9031,  ,  
BECAPLERMIN 0.01% TOP GEL 15 GM, $244 , 250 ,  ,  ,  
BECLOMETHASONE 40 MCG/INH INH 8.7 GM, $56 , 250 ,  ,  ,  
