Itemcode,Description,CDM Revenue Code,CDM Hcpcs,CDM Modifier,Gross Charge,Cash Price,SHS OUTPATIENT [108130006],Note
40210018,HC US OB DETAILED SINGLE FETUS,402,76811,,"$1,670.00","$1,169.00",$726.00,
40210033,HC US TRANSVAGINAL NON-OB,402,76830,,$898.00,$628.60,$390.00,
40210037,HC US TRANSRECTAL,402,76872,,$898.00,$628.60,$390.00,
40210043,HC US EXT NON-VASC LIMITED,402,76882,,$484.00,$338.80,$211.00,
40210104,HC US EXAM OF ABDOMEN LIMITED,402,76705,,$898.00,$628.60,$390.00,
40210137,HC US UNI BREAST LIMITED,402,76642,,$484.00,$338.80,$211.00,
61210002,HC MRI CERVICAL SPINE W/O DYE LIMITED,612,72141,,"$1,767.00","$1,236.90",$726.00,
61010007,HC MRI ORBT/FAC/NCK W/O & W/DYE,610,70543,,"$3,775.00","$2,642.50","$1,551.00",
61010012,"HC MRA W/O AND W/CONTRAST, HEAD",615,70546,,"$3,775.00","$2,642.50","$1,551.00",
61010015,"HC MRA W/O AND W/CONTRAST, NECK",615,70549,,"$3,775.00","$2,642.50","$1,551.00",
61010142,HC MRI ORBIT/FACE/NECK W/O DYE,610,70540,,"$1,767.00","$1,236.90",$726.00,
61010411,HC MRI BRAIN FUNCTIONAL W/PHYSICIAN ADMNISTRATION,610,70555,,"$1,767.00","$1,236.90",$726.00,
61110001,HC MRI BRAIN W/O DYE,611,70551,,"$1,767.00","$1,236.90",$726.00,
61110019,HC MRI BRAIN FUNCTIONAL BY TECH,611,70554,,"$1,767.00","$1,236.90",$726.00,
61110023,HC IMRI BRAIN DURING OR PROC W/O & W/DYE,611,70559,,"$7,007.00","$4,904.90","$2,880.00",
61010009,"HC MRA W/O CONTRAST, HEAD",615,70544,,"$1,767.00","$1,236.90",$726.00,
61110007,HC MRI BRAIN W/DYE,611,70552,,"$2,254.00","$1,577.80",$926.00,
61210013,HC MRI CERVICAL SPINE W/O & W/DYE,612,72156,,"$3,775.00","$2,642.50","$1,551.00",
61010013,"HC MRA W/O CONTRAST, NECK",615,70547,,"$1,767.00","$1,236.90",$726.00,
61110021,HC IMRI BRAIN DURING OR PROC W/O DYE,611,70557,,"$1,767.00","$1,236.90",$726.00,
61210003,HC MRI CERVICAL SPINE W/DYE,612,72142,,"$3,775.00","$2,642.50","$1,551.00",
61010005,HC MRI ORBIT/FACE/NECK W/DYE,610,70542,,"$3,775.00","$2,642.50","$1,551.00",
61010010,"HC MRA W/CONTRAST, HEAD",615,70545,,"$2,254.00","$1,577.80",$926.00,
61010014,"HC MRA W/CONTRAST, NECK",615,70548,,"$2,254.00","$1,577.80",$926.00,
61110015,HC MRI BRAIN W/O & W/DYE,611,70553,,"$3,775.00","$2,642.50","$1,551.00",
61110022,HC IMRI BRAIN DURING OR PROC W/DYE,611,70558,,"$3,775.00","$2,642.50","$1,551.00",
61210001,HC MRI CERVICAL SPINE W/O DYE,612,72141,,"$1,767.00","$1,236.90",$726.00,
61010025,HC MRI CHEST W/O & W/DYE,610,71552,,"$3,996.00","$2,797.20","$1,551.00",
61010044,HC MRI PELVIS W/O & W/DYE,610,72197,,"$3,996.00","$2,797.20","$1,551.00",
61010057,HC MRI LOWER EXTREMITY W/DYE,610,73719,,"$2,386.00","$1,670.20",$926.00,
61010094,HC MRI CARDIAC VELOC FLOW MAPPING,610,75565,,$505.00,$353.50,$199.00,
61010097,HC CHG MRI GUIDANCE FOR PARENCHYMAL TISSUE ABLATION,610,77022,,"$6,042.00","$4,229.40","$3,693.00",
61010237,HC MRI ANGIO ABDOM W & W/O DYE,618,74185,,"$2,853.00","$1,997.10","$1,041.00",
61010278,HC MAGNETIC RESONANCE ELASTOGRAPHY,610,76391,,"$2,096.00","$1,467.20",$814.00,
61210007,HC MRI THORACIC SPINE W/DYE,612,72147,,"$2,386.00","$1,670.20",$926.00,
61010054,HC MRI UPPER EXTREMITY W/O DYE,610,73218,,"$1,870.00","$1,309.00",$726.00,
61010066,HC MRI JOINT UPR EXTREM W/DYE,610,73222,,"$3,996.00","$2,797.20","$1,551.00",
61010077,HC MRI JOINT OF LWR EXTR W/DYE,610,73722,,"$3,996.00","$2,797.20","$1,551.00",
61010085,HC MRI ABDOMEN W/DYE,610,74182,,"$3,996.00","$2,797.20","$1,551.00",
61010091,HC MRI CARDIAC W/STRESS IMG,610,75559,,"$3,686.00","$2,580.20","$1,431.00",
61010114,"HC MRA W/CONTRAST, LOWER EXTREMITY",616,73725,,"$5,770.00","$4,039.00","$1,203.00",
61010121,"HC MRA W/O CONTRAST, SPINAL CANAL",618,72159,,,$0.00,"$1,045.00",
61010124,"HC MRA W/O CONTRAST, UPPER EXTREMITY",618,73225,,"$2,799.00","$1,959.30",,
61010129,HC MRI BREAST W/CONTRAST BILATERAL,610,77049,,"$3,995.00","$2,796.50","$1,551.00",
61010280,HC MRI BREAST WITHOUT CONTRAST BILATERAL,610,77047,,"$1,870.00","$1,309.00",$726.00,
61210005,HC MRI THORACIC SPINE W/O DYE,612,72146,,"$1,870.00","$1,309.00",$726.00,
61210011,HC MRI LUMBAR SPINE W/DYE,612,72149,,"$3,996.00","$2,797.20","$1,551.00",
61210016,HC MRI THORACIC SPINE W/O & W/DYE LIMITED,612,72157,,"$1,998.00","$1,398.60",$776.00,
61010002,HC MRI IMAGE JAW JOINT TMJ,610,70336,,"$1,870.00","$1,309.00",$726.00,
61010063,HC MRI JOINT UPR EXTREM W/O DYE,610,73221,,"$1,870.00","$1,309.00",$726.00,
61010068,HC MRI JOINT UPR EXTREM W/O & W/DYE,610,73223,,"$3,996.00","$2,797.20","$1,551.00",
61010115,"HC MRA W/O CONTRAST, LOWER EXTREMITY",616,73725,,"$5,770.00","$4,039.00","$1,203.00",
61010122,"HC MRA W/O AND W/CONT, SPINAL CANAL",618,72159,,"$2,550.00","$1,785.00","$1,045.00",
61010125,"HC MRA W/O AND W/CONT, UPPER EXTREMITY",618,73225,,"$2,799.00","$1,959.30","$1,094.00",
61010281,HC MRI BREAST W/OUT&WITH CONTRAST W/CAD UNILATERAL,610,77048,,"$3,995.00","$2,796.50","$1,551.00",
61210017,HC MRI LUMBAR SPINE W/O & W/DYE,612,72158,,"$3,996.00","$2,797.20","$1,551.00",
61010019,HC MRI CHEST W/O DYE,610,71550,,"$1,870.00","$1,309.00",$726.00,
61010029,HC MRI PELVIS W/O DYE,610,72195,,"$1,870.00","$1,309.00",$726.00,
61010079,HC MRI JOINT LWR EXTR W/O&W/DYE,610,73723,,"$3,996.00","$2,797.20","$1,551.00",
61010087,HC MRI ABDOMEN W/O & W/DYE,610,74183,,"$3,996.00","$2,797.20","$1,551.00",
61010092,HC MRI CARDIAC FOR MORPH W/WO DYE,610,75561,,"$3,996.00","$2,797.20","$1,551.00",
61010137,HC MRI UPPER EXTREMITY W/DYE,610,73219,,"$3,996.00","$2,797.20","$1,551.00",
61010143,HC MRI ANGIO CHEST W OR W/O DYE,610,71555,,"$1,101.00",$770.70,$431.00,
61010053,HC MRI LWR EXTREMITY W/O&W/DYE,610,73720,,"$3,996.00","$2,797.20","$1,551.00",
61010059,HC MRI UPPER EXTREMITY W/O & W/DYE,610,73220,,"$3,996.00","$2,797.20","$1,551.00",
61010095,HC MRI SPECTROSCOPY,610,76390,,"$2,150.00","$1,505.00",$840.00,
61010100,HC MRI BONE MARROW BLOOD SUPPLY,610,77084,,"$3,770.00","$2,639.00","$1,464.00",
61010116,"HC MRA W/O AND W/CONT, LOWER EXTREMTY",616,73725,,"$5,770.00","$4,039.00","$1,203.00",
61010256,HC MRI FETAL SNGL/1ST GESTATION,610,74712,,"$1,006.00",$704.20,$390.00,
61010279,HC MRI BREAST WITHOUT CONTRAST UNILATERAL,610,77046,,"$1,870.00","$1,309.00",$726.00,
61010282,HC MRI BREAST WITHOUT&WITH CONTRAST W/CAD BILATERAL,610,77049,,"$3,995.00","$2,796.50","$1,551.00",
61210009,HC MRI LUMBAR SPINE W/O DYE,612,72148,,"$1,870.00","$1,309.00",$726.00,
61010065,HC MRI LOWER EXTREMITY W/O DYE,610,73718,,"$1,870.00","$1,309.00",$726.00,
61010075,HC MRI JNT OF LWR EXTRE W/O DYE,610,73721,,"$1,870.00","$1,309.00",$726.00,
61010083,HC MRI ABDOMEN W/O DYE,610,74181,,"$1,870.00","$1,309.00",$726.00,
61010123,"HC MRA W/CONTRAST, UPPER EXTREMITY",618,73225,,"$2,799.00","$1,959.30","$1,094.00",
61010128,HC MRI BREAST W/CONTRAST UNILATERAL,610,77048,,"$3,995.00","$2,796.50","$1,551.00",
61210015,HC MRI THORACIC SPINE W/O & W/DYE,612,72157,,"$3,996.00","$2,797.20","$1,551.00",
61210028,HC MR ANGIO PELVIS W/O & W/DYE,612,72198,,"$2,672.00","$1,870.40","$1,044.00",
61010022,HC MRI CHEST W/DYE,610,71551,,"$3,996.00","$2,797.20","$1,551.00",
61010038,HC MRI PELVIS W/DYE,610,72196,,"$2,386.00","$1,670.20",$926.00,
61010090,HC MRI CARDIAC FOR MORPH,610,75557,,"$1,870.00","$1,309.00",$726.00,
61010093,HC MRI CARDIAC W/STRESS IMG & DYE,610,75563,,"$6,644.00","$4,650.80","$2,580.00",
61010096,HC CHG MRI GUIDANCE NEEDLE PLACEMENT RS&I,610,77021,,"$2,001.00","$1,400.70",$781.00,
61010139,HC MRI PROCEDURE UNLISTED,610,76498,,$542.00,$379.40,$211.00,
61010145,HC MRI ANGIO CHEST W & W/O DYE,610,71555,,"$1,101.00",$770.70,$431.00,
61010257,HC MRI FETAL EA ADDL GESTATION,610,74713,,"$2,285.00","$1,599.50",$887.00,
32010022,HC XR SKULL 1-3 VIEWS,320,70250,,$498.00,$348.60,$140.00,
32010026,HC XR TEETH FULL MOUTH,320,70320,,,$0.00,$140.00,
32010053,HC XR SPINE 1 VIEW ANY LEVEL,320,72020,,$498.00,$348.60,$140.00,
32010057,HC XR CERVICAL SPINE 6 OR MORE VIEWS,320,72052,,$921.00,$644.70,$260.00,
32010083,HC XR DISKOGRAPHY LUMBAR,320,72295,,"$11,515.00","$8,060.50","$6,028.00",
32010088,HC XR HEEL 2 VIEWS,320,73650,,$498.00,$348.60,$140.00,
32010117,HC XR WRIST 1 VIEW,320,73100,,$498.00,$348.60,$140.00,
32010122,HC XR CONTRAST WRIST,320,73115,,"$3,121.00","$2,184.70","$1,707.00",
32010481,HC XR SHOULDER 2+ VIEWS COMPLETE,320,73030,,$498.00,$348.60,$140.00,
32010608,HC RADEX HIP UNILATERAL WITH PELVIS 1 VIEW,320,73501,,$496.00,$347.20,$140.00,
32010611,HC XR HIPS BIL 2 VIEWS,320,73521,,$921.00,$644.70,$260.00,
32010614,HC XR FEMUR 1 VIEW,320,73551,,$498.00,$348.60,$140.00,
32010006,HC XR JAW 1-3 VIEWS,320,70100,,$498.00,$348.60,$140.00,
32010009,HC XR MASTOIDS 3+ VIEWS,320,70130,,$496.00,$347.20,$140.00,
32010014,HC XR NASAL BONES 3+ VIEWS,320,70160,,$498.00,$348.60,$140.00,
32010018,HC XR SINUSES 1-2 VIEWS,320,70210,,$498.00,$348.60,$140.00,
32010028,HC XR JAW JOINT BILAT,320,70330,,$498.00,$348.60,$140.00,
32010039,HC XR BONE LENGTH STUDY,320,77073,,$498.00,$348.60,$140.00,
32010045,HC XR RIBS 2 VIEWS,320,71100,,$498.00,$348.60,$140.00,
32010049,HC XR RIBS/CHEST BILAT,320,71111,,$921.00,$644.70,$260.00,
32010060,HC XR SPINE 3 VIEWS THORACIC,320,72072,,$921.00,$644.70,$260.00,
32010065,HC XR SPINE 2-3 VIEWS LUMBAR,320,72100,,$498.00,$348.60,$140.00,
32010068,HC XR SPINE 2-3 VIEWS LUMBAR BEND ONLY,320,72120,,$498.00,$348.60,$140.00,
32010073,HC XR SACROILIAC JOINTS 1-2 VIEWS,320,72200,,$921.00,$644.70,$260.00,
32010086,HC XR ELBOW LIMITED,320,73070,,$498.00,$348.60,$140.00,
32010091,HC XR FOOT 3 VIEWS,320,73630,,$498.00,$348.60,$140.00,
32010098,HC XR CONTRAST ANKLE,320,73615,,"$3,121.00","$2,184.70","$1,707.00",
32010101,HC XR HUMERUS 1 VIEW,320,73060,,$498.00,$348.60,$140.00,
32010106,HC XR ELBOW 3 VIEWS,320,73080,,$498.00,$348.60,$140.00,
32010119,HC XR WRIST 3+ VIEWS,320,73110,,$498.00,$348.60,$140.00,
32010127,HC XR HAND 2 VIEWS,320,73120,,$921.00,$644.70,$260.00,
32010152,HC XR KNEE 3 VIEWS,320,73562,,$498.00,$348.60,$140.00,
32010157,HC XR CONTRAST KNEE JOINT,320,73580,,"$3,121.00","$2,184.70","$1,707.00",
32010163,HC XR ANKLE 2 VIEWS,320,73600,,$498.00,$348.60,$140.00,
32010338,HC XR BONE AGE STUDY,320,77072,,$921.00,$644.70,$260.00,
32010343,HC XR JOINT SURVEY 1 VIEW,320,77077,,$921.00,$644.70,$260.00,
32010503,HC XR ANKLE 1 VIEW,320,73600,,$498.00,$348.60,$140.00,
32010605,HC XR ENTIRE SPINE 2-3 VW,320,72082,,$921.00,$644.70,$260.00,
32010613,HC XR HIPS BIL 5/> VIEWS,320,73523,,"$1,714.00","$1,199.80",$484.00,
32010007,HC XR JAW 4+ VIEWS,320,70110,,$498.00,$348.60,$140.00,
32010011,HC XR FACIAL BONES 1-2 VIEWS,320,70140,,$498.00,$348.60,$140.00,
32010040,HC XR BONE SURVEY LIMITED,320,77074,,$921.00,$644.70,$260.00,
32010061,HC XR SPINE 4+ VIEWS THORACIC,320,72074,,$921.00,$644.70,$260.00,
32010066,HC XR SPINE 4+ VIEWS LUMBAR,320,72110,,$921.00,$644.70,$260.00,
32010069,HC XR PELVIS 1-2 VIEWS,320,72170,,$921.00,$644.70,$260.00,
32010092,HC XR SHOULDER 1 VIEW,320,73020,,$498.00,$348.60,$140.00,
32010099,HC XR SHOULDER ACROMIO-CLAVICULAR JOINTS,320,73050,,$498.00,$348.60,$140.00,
32010129,HC XR HAND 3+ VIEWS,320,73130,,$921.00,$644.70,$260.00,
32010154,HC XR KNEE 4+ VIEWS,320,73564,,$498.00,$348.60,$140.00,
32010505,HC XR FOOT 1 VIEW,320,73620,,$498.00,$348.60,$140.00,
32010600,HC XR STERNUM 1 VIEW,320,71120,,,$0.00,$140.00,
32010016,HC XR OPTIC FORAMINA,320,70190,,$498.00,$348.60,$140.00,
32010020,HC XR SINUSES 3+ VIEWS,320,70220,,$498.00,$348.60,$140.00,
32010046,HC XR RIBS/CHEST,320,71101,,$498.00,$348.60,$140.00,
32010050,HC XR STERNUM,320,71120,,$498.00,$348.60,$140.00,
32010074,HC XR SACROILIAC JOINTS 3+ VIEWS,320,72202,,$921.00,$644.70,$260.00,
32010102,HC XR HUMERUS 2+ VIEWS,320,73060,,$498.00,$348.60,$140.00,
32010112,HC XR FOREARM 2 VIEWS,320,73090,,$498.00,$348.60,$140.00,
32010159,HC XR LOWER LEG,320,73590,,$498.00,$348.60,$140.00,
32010165,HC XR ANKLE 3 VIEWS,320,73610,,$498.00,$348.60,$140.00,
32010341,HC XR BONE SURVEY COMPLETE,320,77075,,$921.00,$644.70,$260.00,
32010344,HC DXA BONE DENSITY AXIAL,320,77080,,$498.00,$348.60,$140.00,
32010606,HC XR ENTIRE SPINE 4-5 VW,320,72083,,"$1,713.00","$1,199.10",$484.00,
32010609,HC RADEX HIP UNILATERAL WITH PELVIS 2-3 VIEWS,320,73502,,$496.00,$347.20,$140.00,
32010023,HC XR SKULL 4+ VIEWS,320,70260,,$921.00,$644.70,$260.00,
32010027,HC XR JAW JOINT,320,70328,,$498.00,$348.60,$140.00,
32010055,HC XR CERVICAL SPINE 2 OR 3 VIEWS,320,72040,,$498.00,$348.60,$140.00,
32010059,HC XR SPINE 2 VIEWS THORACIC,320,72070,,$921.00,$644.70,$260.00,
32010062,HC XR SPINE 2 VIEWS THORACO-LUMBAR,320,72080,,$498.00,$348.60,$140.00,
32010085,HC XR CLAVICLE UNILAT,320,73000,,$498.00,$348.60,$140.00,
32010089,HC XR SCAPULA,320,73010,,$498.00,$348.60,$140.00,
32010118,HC XR WRIST 2 VIEWS,320,73100,,$498.00,$348.60,$140.00,
32010125,HC XR HAND 1 VIEW,320,73120,,$921.00,$644.70,$260.00,
32010131,HC XR FINGERS(S) 2 VIEWS,320,73140,,$498.00,$348.60,$140.00,
32010483,HC XR FOREARM 1 VIEW,320,73090,,$498.00,$348.60,$140.00,
32010499,HC XR LOWER LEG LIMITED,320,73590,,$498.00,$348.60,$140.00,
32010612,HC XR HIPS BIL 3-4 VIEWS,320,73522,,$921.00,$644.70,$260.00,
32010615,HC XR FEMUR 2/> VIEWS,320,73552,,$498.00,$348.60,$140.00,
32010004,HC XR TOES(S) 2 VIEWS,320,73660,,$498.00,$348.60,$140.00,
32010008,HC XR MASTOIDS 1-2 VIEWS,320,70120,,$496.00,$347.20,$140.00,
32010012,HC XR FACIAL BONES 3+ VIEWS,320,70150,,$921.00,$644.70,$260.00,
32010067,HC XR SPINE LUMBAR INCL BENDING,320,72114,,$921.00,$644.70,$260.00,
32010072,HC XR PELVIS 3+ VIEWS,320,72190,,$921.00,$644.70,$260.00,
32010075,HC XR TAILBONE 2+ VIEWS,320,72220,,$498.00,$348.60,$140.00,
32010100,HC XR JAW PANARAMIC,320,70355,,$498.00,$348.60,$140.00,
32010105,HC XR ELBOW 2 VIEW,320,73070,,$498.00,$348.60,$140.00,
32010149,HC XR KNEE 1-2 VIEWS,320,73560,,$498.00,$348.60,$140.00,
32010156,HC XR KNEES STANDING BILAT,320,73565,,$498.00,$348.60,$140.00,
32010337,HC XR STRESS VIEW JOINT,320,77071,,$498.00,$348.60,$140.00,
32010342,HC XR BONE SURVEY INFANT,320,77076,,"$1,714.00","$1,199.80",$484.00,
32010604,HC XR ENTIRE SPINE 1 VW,320,72081,,$496.00,$347.20,$140.00,
32010017,HC XR ORBITS 4+ VIEWS,320,70200,,$498.00,$348.60,$140.00,
32010021,HC XR SELLA TURCICA,320,70240,,$498.00,$348.60,$140.00,
32010024,HC XR TEETH 1 VIEW,320,70300,,,$0.00,$140.00,
32010048,HC XR RIBS BILAT,320,71110,,$921.00,$644.70,$260.00,
32010051,HC XR STERNO-CLAVICULAR JOINTS,320,71130,,$498.00,$348.60,$140.00,
32010056,HC XR CERVICAL SPINE 4 OR 5 VIEWS,320,72050,,$921.00,$644.70,$260.00,
32010081,HC XR DISKOGRAPHY CERVICAL/THORACIC,320,72285,,"$11,515.00","$8,060.50","$6,028.00",
32010110,HC XR FOOT 2 VIEWS,320,73620,,$498.00,$348.60,$140.00,
32010115,HC XR ARM INFANT,320,73092,,$921.00,$644.70,$260.00,
32010161,HC XR LEG INFANT,320,73592,,$496.00,$347.20,$140.00,
32010345,HC BONE DENSITY PERIPHERAL SKELETON,320,77081,,$498.00,$348.60,$140.00,
32010607,HC XR ENTIRE SPINE 6/> VW,320,72084,,"$1,713.00","$1,199.10",$484.00,
32010610,HC RADEX HIP UNILATERAL WITH PELVIS MINIMUM 4 VIEWS,320,73503,,$921.00,$644.70,$260.00,
34010003,HC BREATH TEST ANALYSIS C-14,340,78268,,$550.00,$385.00,$276.00,
34110021,HC LYMPH SYSTEM IMAGING,341,78195,,"$2,850.00","$1,995.00","$1,431.00",
34110027,HC LIVER & SPLEEN IMAGING STATIC,341,78215,,"$2,210.00","$1,547.00","$1,109.00",
34110034,HC ESOPHAGEAL MOTILITY STUDY,341,78258,,"$2,210.00","$1,547.00","$1,109.00",
34110058,HC MYOCARDIAL IMAGE PLANAR MULTIPLE,341,78454,,"$7,552.00","$5,286.40","$3,792.00",
34110061,HC HEART INFARCT IMAGE,341,78466,,"$2,210.00","$1,547.00","$1,109.00",
34110093,HC RENAL FLOW/FUNCT IMAGE W/O DRUG,341,78707,,"$2,850.00","$1,995.00","$1,431.00",
34110098,HC URINARY BLADDER RETENTION,341,78730,,$627.00,$438.90,$495.00,
34110101,HC GENITOURINARY EXAM UNLISTED,341,78799,,"$2,756.00","$1,929.20","$1,384.00",
34110146,HC PARATHYROID IMAGING W/TOMOGRAPHIC SPECT & CT,341,78072,,"$2,544.00","$1,780.80","$1,276.60",
34110151,HC NM RP LOCLZJ TUM SPECT CT 2AREA 1D IMG OR 1 AR IMG GT 2 D CDM,341,78832,,"$7,321.00","$5,124.70","$3,676.00",
40410010,HC PET IMAGE W/CT SKULL-THIGH,404,78815,,"$9,999.00","$6,999.30","$4,348.00",
40410021,HC PET MYOCRD IMG PET PRFUJ 1STD REST OR STRESS CNCRNT CT CDM,404,78430,,"$8,661.00","$6,062.70","$4,348.00",
L_34110083,HB TERM HC BRAIN IMAGING SPECT,341,78607,,"$4,385.84","$3,070.09",,**
34010002,HC BONE MARROW IMAGING LIMITED,340,78102,,"$2,210.00","$1,547.00","$1,109.00",
34010009,HC QUANT DIFF PULM PERFUSION,340,78597,,"$2,210.00","$1,547.00","$1,109.00",
34110007,HC THYROID MET IMAGING WHOLE BODY,341,78018,,"$2,210.00","$1,547.00","$1,109.00",
34110010,HC ADRENAL IMAGING,341,78075,,"$6,790.00","$4,753.00","$4,074.00",
34110016,HC BLOOD VOLUME TOTAL,341,78122,,"$2,850.00","$1,995.00","$1,431.00",
34110037,HC GASTRIC EMPTYING STUDY,341,78264,,"$2,210.00","$1,547.00","$1,109.00",
34110042,HC ACUTE GI BLOOD LOSS IMAGING,341,78278,,"$2,210.00","$1,547.00","$1,109.00",
34110047,HC NM BONE AND OR JOINT IMAGING LIMITED AREA CDM,341,78300,,"$7,553.00","$5,287.10","$3,792.00",
34110050,HC NM BONE AND ORJOINT IMAGING 3 PHASE STUDY CDM,341,78315,,"$7,553.00","$5,287.10","$3,792.00",
34110055,HC MYOCARDIAL IMAGE SPECT SINGLE,341,78451,,"$7,552.00","$5,286.40","$3,792.00",
34110064,HC GATED HEART PLANAR SINGLE,341,78472,,"$2,210.00","$1,547.00","$1,109.00",
34110069,HC CARDIOVASCULAR EXAM UNLISTED,341,78499,,"$2,210.00","$1,547.00","$1,109.00",
34110073,HC PERFUSION LUNG IMAGE,341,78582,,"$2,850.00","$1,995.00","$1,431.00",
34110082,HC BRAIN IMAGE W/FLOW 4 + VIEWS COMPLETE,341,78606,,"$2,850.00","$1,995.00","$1,431.00",
34110087,HC CSF SHUNT EVALUATION,341,78645,,"$2,850.00","$1,995.00","$1,431.00",
34110100,HC TESTICULAR IMAGING W/ VASCULAR FLOW,341,78761,,"$2,210.00","$1,547.00","$1,109.00",
34110103,HC NM RP LOCLZJ TUM PLNR GTE 2 AREA GTE 1 D IMG OR 1 AREA IMG GT 2 D CDM,341,78801,,"$2,521.00","$1,764.70","$1,266.00",
34110106,HC TUMOR IMAGING WHOLE BODY 2+ DAYS,341,78804,,"$3,488.00","$2,441.60","$1,751.00",
34110122,HC NUC MED UNLISTED PROCEDURE,340,78999,,"$2,210.00","$1,547.00","$1,109.00",
34110143,HC THYROID IMAGING WITH VASCULAR FLOW,341,78013,,"$2,210.00","$1,547.00","$1,109.00",
34210001,"HC RADIOPHARM THERAPY, BY ORAL ADMIN",342,79005,,"$1,296.00",$907.20,$707.00,
40410001,HC HEART MUSCLE IMAGING (PET),404,78459,,"$7,553.00","$5,287.10","$3,792.00",
40410004,HC PET BRAIN IMAGING METABOLIC,404,78608,,"$8,660.00","$6,062.00","$4,348.00",
40410007,HC PET IMAGE SKULL-THIGH,404,78812,,"$9,999.00","$6,999.30","$4,348.00",
40410023,HC PET MYOCRD IMG PET PRFUJ W METAB DUAL RADIOTRACER CDM,404,78432,,"$16,509.00","$11,556.30","$8,288.00",
34010010,HC HEPATIBILIAR IMAGING W/GALLBLADDER,341,78226,,"$2,210.00","$1,547.00","$1,109.00",
34110008,HC THYROID MET UPTAKE,341,78020,,$872.00,$610.40,$433.00,
34110038,HC BREATH TST ATTAIN/ANALYSIS C-14,300,78267,,$65.00,$45.50,$33.00,
34110044,HC MECKELS DIVERTICULUM EXAM,341,78290,,"$2,210.00","$1,547.00","$1,109.00",
34110048,HC NM BONE AND OR JOINT IMAGING MULTIPLE AREAS CDM,341,78305,,"$7,553.00","$5,287.10","$3,792.00",
34110065,HC GATED HEART MULTIPLE,341,78473,,"$2,210.00","$1,547.00","$1,109.00",
34110070,HC LUNG PERFUSION IMAGING,341,78580,,"$2,210.00","$1,547.00","$1,109.00",
34110077,HC LUNG QUANT P/V DIFFERENTIAL FUNCTION,341,78598,,"$2,850.00","$1,995.00","$1,431.00",
34110104,HC NM RP LOCLZJ TUM PLNR WHOLE BODY SINGLE DAY IMAGING CDM,341,78802,,"$2,763.00","$1,934.10","$1,387.00",
34110110,HC IV INJ DRUG DX STUDY,341,78808,,"$2,210.00","$1,547.00","$1,109.00",
34210002,"HC RADIOPHARM THERAPY, BY IV ADMIN",342,79101,,"$1,670.00","$1,169.00",$911.00,
34210007,HC RADPHARM THER INTRA-ART PARTICULT,342,79445,,"$1,296.00",$907.20,$707.00,
40410002,HC PET HEART IMAGE SINGLE,404,78491,,"$8,661.00","$6,062.70","$4,348.00",
40410024,HC PET MYOCRD IMG PET PRFUJ W METAB 2RTRACER CNCRNT CT CDM,404,78433,,"$16,509.00","$11,556.30","$8,288.00",
34110012,HC BONE MARROW IMAGING MULTIPLE,341,78103,,"$2,210.00","$1,547.00","$1,109.00",
34110017,HC RED CELL SURVIVAL STUDY,341,78130,,"$2,210.00","$1,547.00","$1,109.00",
34110023,HC LIVER IMAGING STATIC,341,78201,,"$7,552.00","$5,286.40","$3,792.00",
34110053,HC CARDIAC SHUNT IMAGING,341,78428,,"$2,210.00","$1,547.00","$1,109.00",
34110056,HC MYOCARDIAL MUSCLE IMAGE SPECT MULT,341,78452,,"$7,552.00","$5,286.40","$3,792.00",
34110084,HC BRAIN VASCULAR FLOW IMAGING ONLY,341,78610,,"$2,850.00","$1,995.00","$1,431.00",
34110089,HC CSF LEAKAGE DETECTION IMAGE,341,78650,,"$7,553.00","$5,287.10","$3,792.00",
34110094,HC RENAL FLOW/FUNCT IMAGE W/DRUG,341,78708,,"$2,850.00","$1,995.00","$1,431.00",
34110132,HC NM HEPATOBILIARY IMG W PHARM,341,78227,,"$2,850.00","$1,995.00","$1,431.00",
34110144,HC THYROID IMAGING W OR W/O VASC FLOW W/UPTAKE SINGLE/MULT QUAN MEA,341,78014,,"$2,210.00","$1,547.00","$1,109.00",
34110149,HC NM RP LOCLZJ TUM SPECT W CT 1 AREA 1 DAY IMAGING CDM,341,78830,,"$5,145.00","$3,601.50","$2,583.00",
40410005,HC PET BRAIN IMAGING PERFUSION,404,78609,,"$2,289.00","$1,602.30","$1,149.00",
40410008,HC PET IMAGE FULL BODY,404,78813,,"$9,999.00","$6,999.30","$4,348.00",
34010007,HC TUMOR IMAGING LIMITED AREA F/U,340,78800,,"$2,210.00","$1,547.00","$1,109.00",
34110028,HC LIVER & SPLEEN IMAGE W/ VASCULAR FLOW,341,78216,,"$2,210.00","$1,547.00","$1,109.00",
34110036,HC GASTROESOPHAGEAL REFLUX EXAM,341,78262,,"$2,210.00","$1,547.00","$1,109.00",
34110041,HC KIDNEY IMAGING MORPHOLOGY,341,78700,,"$2,210.00","$1,547.00","$1,109.00",
34110059,HC VENOUS THROMBOSIS IMAGING,341,78457,,"$7,553.00","$5,287.10","$3,792.00",
34110063,HC HEART INFARCT IMAGE (3D),341,78469,,"$7,553.00","$5,287.10","$3,792.00",
34110066,HC HEART FIRST PASS SINGLE,341,78481,,"$2,850.00","$1,995.00","$1,431.00",
34110099,HC URETERAL REFLUX STUDY,341,78740,,"$2,210.00","$1,547.00","$1,109.00",
