Procedure_Description,CPT_Code,Gross_Price,Cash_Price
PROC RM-INCISION SUPERFICIAL,10060,$776.00 ,$388.00 
PF I&D ABSCESS SIMPLE,10060,$198.00 ,$99.00 
I&D ABSCESS SIMPLE,10060,$395.00 ,$197.50 
PF I&D ABSCESS SIMPLE,10060,$263.00 ,$131.50 
PF I&D OF ABSCESS SMPL,10060,$263.00 ,$131.50 
PF I&D ABSCESS SIMPLE,10060,$40.00 ,$20.00 
RALTEGRAVIR 400 MG TABLETS,Z7610,$9.83 ,$4.92 
RALTEGRAVIR 400 MG TABLETS,Z7610,$9.83 ,$4.92 
I&D ABSCESS  CPLX,10061,"$1,043.00 ",$521.50 
REGIONAL,Z7610,$477.00 ,$238.50 
PF I&D ABSCESS  CPLX,10061,$544.00 ,$272.00 
RENTAL INSTRUMENT SINGLE,Z7610,$19.00 ,$9.50 
RETRACTOR SML ALEXIS.2.5-6CM,Z7610,$169.79 ,$84.89 
RETRIEVER HEWSON SUTURE 6/BX,Z7610,$558.00 ,$279.00 
I&D ABSCESS  CPLX,10061,"$1,043.00 ",$521.50 
RIFAPENTINE 300MG TAB,Z7610,$0.94 ,$0.47 
I&D ABSCESS  CPLX,10061,"$1,043.00 ",$521.50 
RINGERS LACTIC UP TO 1000CC,Z7610,$1.00 ,$0.50 
PF I&D ABSCESS  CPLX,10061,$544.00 ,$272.00 
PF I&D ABSCESS  CPLX,10061,$109.00 ,$54.50 
I&D PILONIDAL SIMPLE,10080,"$1,044.00 ",$522.00 
PF  I&D PILONIDAL SIMPLE,10080,$274.00 ,$137.00 
I&D PILONIDAL SIMPLE,10080,"$1,044.00 ",$522.00 
I&D PILONIDAL SIMPLE,10081,"$1,316.00 ",$658.00 
INC & REM FB SQ; SMPL,10120,$217.00 ,$108.50 
REMOVE FOREIGN BODY,10120,$756.00 ,$378.00 
INCISION/REM FB SUBQ SMP,10120,$756.00 ,$378.00 
INCISION/REM FB SUBQ SMP,10120,$756.00 ,$378.00 
PF INCISION/REM FB SUBQ SMP,10120,$217.00 ,$108.50 
PF INCISION/REM FB SUBQ SMP,10120,$43.00 ,$21.50 
INC & REM FB SQ; COMPL,10121,$649.00 ,$324.50 
REMOVE FOREIGN BODY,10121,"$4,044.00 ","$2,022.00 "
INCISION/REM FB SUBQ CPLX,10121,"$4,404.00 ","$2,202.00 "
PF INCISION/REM FB SUBQ CPLX,10121,$649.00 ,$324.50 
SANDOSTATIN INJ 1MG (PT),Z7610,$0.01 ,$0.01 
SCREW CORK ANCHOR 5.0 MM,Z7610,"$1,200.00 ",$600.00 
SCREW HEAD 48MM,Z7610,$229.50 ,$114.75 
SEGURA BASKET,Z7610,$545.14 ,$272.57 
I&D HEMATOMA/SEROMA/FLUID,10140,"$4,308.00 ","$2,154.00 "
SENN-MILLER RET. SHARP,Z7610,$33.81 ,$16.91 
PF I&D HEMATOMA/SEROMA/FLUID,10140,$345.00 ,$172.50 
I&D HEMATOMA/SEROMA/FLUID,10140,"$4,308.00 ","$2,154.00 "
I&D HEMATOMA/SEROMA/FLUID,10140,"$4,308.00 ","$2,154.00 "
PF I&D HEMATOMA/SEROMA/FLUID,10140,$345.00 ,$172.50 
ASP ABSC/HEMA/CYST/BULLA,10160,"$1,428.00 ",$714.00 
PF ASP ABSC/HEMA/CYST/BULLA,10160,$348.00 ,$174.00 
PF ASP ABSC/HEMA/CYST/BULLA,10160,"$1,428.00 ",$714.00 
PUNC ASP - ABSC HEMAT CYST,10160,$736.00 ,$368.00 
PUNC ASP - ABSC HEMAT CYST,10160,$348.00 ,$174.00 
SHAVER BURR  OVAL,Z7610,$142.14 ,$71.07 
SHAVER GATOR 3.5MM,Z7610,$142.14 ,$71.07 
SHOE POST OP DARBY FEMALE,Z7610,$23.90 ,$11.95 
SHOE POST OP DARBY MALE,Z7610,$23.94 ,$11.97 
"PUNCTURE ASP, ABSCESS - D",10160,"$1,428.00 ",$714.00 
"PUNCTURE ASP, ABSCESS - D",10160,$348.00 ,$174.00 
SILVADENE CREAM  20 GM,Z7610,$15.00 ,$7.50 
SILVADENE CREAM  20 GM,Z7610,$30.30 ,$15.15 
I&D WOUND POST OP CPLX,10180,"$6,468.00 ","$3,234.00 "
SILVER NITRATE STICK,Z7610,$10.93 ,$5.47 
PF I&D WOUND POST OP CPLX,10180,$508.00 ,$254.00 
I&D WOUND POST OP CPLX,10180,"$6,468.00 ","$3,234.00 "
I&D WOUND POST OP CPLX,10180,"$6,468.00 ","$3,234.00 "
PF I&D WOUND POST OP CPLX,10180,$508.00 ,$254.00 
DEBR SKIN 10% BODY SURFACE,11000,"$2,083.00 ","$1,041.50 "
PF DEBR SKIN 10% BODY SURFACE,11000,$118.00 ,$59.00 
SINGLE LINE MONITORING SUPPLY,Z7610,$305.00 ,$152.50 
SINUVA SINUS IMPLANT,Z7610,"$3,825.00 ","$1,912.50 "
DEBR SKIN 10% BODY SURFACE,11000,"$2,083.00 ","$1,041.50 "
SLEEVES SCD PAIR,Z7610,$529.00 ,$264.50 
SLING ARM,Z7610,$5.06 ,$2.53 
SLING ARM DISPOSABLE,Z7610,$18.00 ,$9.00 
PF DEBR SKIN 10% BODY SURFACE,11000,$118.00 ,$59.00 
DEBR SKIN/SUBQ/MUSCLE GENITAL,11004,"$2,564.00 ","$1,282.00 "
PF DEBR SKIN/SUBQ/MUSC GENITA,11004,"$1,492.00 ",$746.00 
DEBR SKIN/SUBQ/MUSCLE GENITAL,11004,$298.00 ,$149.00 
DEBR SKIM/SUBQ/MUSCLE ABD WAL,11005,"$2,434.00 ","$1,217.00 "
PF DEBR SKIM/SBQ/MUSC ABD WAL,11005,"$1,983.00 ",$991.50 
REM PROSTHETIC MATRL ABD WALL,11008,"$1,191.00 ",$595.50 
PF REM PROSTHET MATRL ABD WAL,11008,$595.00 ,$297.50 
PF REM PROSTHET MATRL ABD WAL,11008,$119.00 ,$59.50 
"DEBRIDE SKIN, FX",11010,"$2,499.00 ","$1,249.50 "
"DEBRIDE SKIN, FX",11010,$878.00 ,$439.00 
"DEBRIDE SKIN/MUSCLE, FX",11011,"$1,179.00 ",$589.50 
"DEBRIDE SKIN/MUSCLE, FX",11011,"$1,084.00 ",$542.00 
DEBRIDE SKIN/MUSCLE/BONE FX,11012,"$10,260.00 ","$5,130.00 "
PF DEBRIDE SKIN/MUSCLE/BONE F,11012,"$1,621.00 ",$810.50 
PF DEBRIDE SKIN/MUSCLE/BONE F,11012,"$1,621.00 ",$810.50 
DEBRIDE SKIN/TISSUE 1ST 20SQC,11042,"$1,031.00 ",$515.50 
PF DEBRID SKIN/TISS 1ST 20SQC,11042,$224.00 ,$112.00 
DEBRIDE SKIN/TISSUE 1ST 20SQC,11042,"$1,031.00 ",$515.50 
SPACER W/MASK,Z7610,$12.00 ,$6.00 
SPACER WITH OR WITHOUT MASK,Z7610,$12.00 ,$6.00 
SPATULA ELECTRODE TIP,Z7610,$141.60 ,$70.80 
SPINAL TRAY W/25GA NEEDLE,Z7610,$31.19 ,$15.59 
PF DEBRID SKIN/TISS 1ST 20SQC,11042,$224.00 ,$112.00 
SPLINITNASAL CUT-TO-FIT FLOUR,Z7610,$14.25 ,$7.13 
SPLINT POSTERIOR - LONG,Z7610,$75.00 ,$37.50 
SPLINT POSTERIOR - SHORT,Z7610,$75.00 ,$37.50 
SPLINT-DIGITAL,Z7610,$9.00 ,$4.50 
STAPLER GIA 80 SINGLE USE,Z7610,$401.87 ,$200.94 
STAPLER MULTIFIRE PREMIUM 35W,Z7610,$53.00 ,$26.50 
STAPLER PREM PLUS CEEA,Z7610,$872.26 ,$436.13 
STAPLER ULC,Z7610,$16.89 ,$8.45 
STKG SCD EXP. KAMBIA THIGH ME,Z7610,$26.38 ,$13.19 
STOCKINET 3M SYNTHETIC,Z7610,$33.74 ,$16.87 
STOCKING SCD EXP KAMBIA,Z7610,$65.94 ,$32.97 
SUBDERMAL GROUND ELECTRODE,Z7610,$495.00 ,$247.50 
DEBRIDE SKIN/TISSUE 1ST 20SQC,11042,"$1,031.00 ",$515.50 
PF DEBRID SKIN/TISS 1ST 20SQC,11042,$224.00 ,$112.00 
DEBRID SKIN/TISS 1ST 20SQC,11042,$224.00 ,$112.00 
PF DEBRID SKIN/TISS 1ST 20SQC,11042,$45.00 ,$22.50 
DEBRIDE TISSUE/MUSC 1ST 20SQC,11043,"$1,128.00 ",$564.00 
PF DEBRID TISS/MUSC 1ST 20SQC,11043,$752.00 ,$376.00 
DEBRIDE TISSUE/MUSC 1ST 20SQC,11043,"$1,128.00 ",$564.00 
DEBRIDE TISSUE/MUSC 1ST 20SQC,11043,"$1,128.00 ",$564.00 
SUMATRIPTAN SUCCINATE / 6 MG,Z7610,$201.62 ,$100.81 
PF DEBRID TISS/MUSC 1ST 20SQC,11043,$752.00 ,$376.00 
SUPRAX 400MG TAB,Z7610,$23.53 ,$11.77 
SURGICLIP CLIP PREMIUM M-11.5,Z7610,$176.00 ,$88.00 
SURGICLIP PREM DISP TIAT S-90,Z7610,$154.22 ,$77.11 
SUTURE BIOSYN 3-0 30 V-20,Z7610,$8.61 ,$4.30 
SUTURE BIOSYN 4-0 P14 18,Z7610,$24.12 ,$12.06 
SUTURE BIOSYN 5/0 18,Z7610,$26.42 ,$13.21 
SUTURE CHROMIC GUT,Z7610,$12.14 ,$6.07 
SUTURE CHROMIC GUT W/P12 NDL,Z7610,$73.28 ,$36.64 
SUTURE ETHILON 10-0 TG140-6,Z7610,$113.02 ,$56.51 
SUTURE FIBERWIRE,Z7610,$66.00 ,$33.00 
SUTURE MAXON 0 T-20 36,Z7610,$10.24 ,$5.12 
SUTURE MAXON 5/0 CLEAR 18 INC,Z7610,$16.85 ,$8.43 
SUTURE MAXON GREEN,Z7610,$11.14 ,$5.57 
SUTURE MONOSOF  BLACK 18 IN,Z7610,$15.21 ,$7.60 
SUTURE MONOSOF BLACK SC,Z7610,$8.21 ,$4.10 
SUTURE PLN GUT FAST ABSBG PC-,Z7610,$26.66 ,$13.33 
SUTURE POLYSORB 0 27 GU-46 VI,Z7610,$7.48 ,$3.74 
SUTURE POLYSORB 0 VIOLET 30 I,Z7610,$45.55 ,$22.78 
SUTURE POLYSORB 18 INCH,Z7610,$17.44 ,$8.72 
SUTURE POLYSORB 18 PRECUT VIO,Z7610,$34.21 ,$17.11 
SUTURE POLYSORB 2-0 20 VIOLET,Z7610,$6.06 ,$3.03 
SUTURE POLYSORB 2-0 30 GS-22,Z7610,$6.46 ,$3.23 
SUTURE POLYSORB 27 V-20 VIOLE,Z7610,$45.34 ,$22.67 
SUTURE POLYSORB 4/0 30 U/D C1,Z7610,$8.37 ,$4.19 
SUTURE POLYSORB GS VIOLET,Z7610,$45.85 ,$22.93 
SUTURE POLYSORB VIOLET,Z7610,$6.47 ,$3.24 
SUTURE PROLENE  P BL MONO 18I,Z7610,$20.67 ,$10.33 
SUTURE SCISSOR 5 1/8,Z7610,$25.47 ,$12.74 
SUTURE SILK 2-0 12-30 LABYRNT,Z7610,$9.94 ,$4.97 
SUTURE SOFSILK 18 BLK PRECUT,Z7610,$6.67 ,$3.33 
SUTURE SURGIPRO  BLUE P-14,Z7610,$22.08 ,$11.04 
SUTURE SURGIPRO 2-0 30 BLU,Z7610,$10.31 ,$5.16 
SUTURE SURGIPRO 2-0 36 BLU V2,Z7610,$23.14 ,$11.57 
SUTURE SURGIPRO 2-0 C-15 45CM,Z7610,$10.80 ,$5.40 
SUTURE TICRON COAT BRAID POLY,Z7610,$6.73 ,$3.37 
PF DEBRID TISS/MUSC 1ST 20SQC,11043,$150.00 ,$75.00 
DEBRIDE BONE 20 SQ CM/<,11044,$776.00 ,$388.00 
DEBRIDE BONE 20 SQ CM/<,11044,"$6,195.00 ","$3,097.50 "
DEBRIDE TISS/MUSC/BNE 1ST 20,11044,"$6,195.00 ","$3,097.50 "
PF DEBRID TISS/MUSC/BNE 1ST 2,11044,$776.00 ,$388.00 
DEBRIDE TISS/MUSC/BNE 1ST 20,11044,$155.00 ,$77.50 
DEB SUBQ TISSUE ADD-ON =>20 S,11045,$921.00 ,$460.50 
TERCONAZOLE VAG CREAM,Z7610,$99.08 ,$49.54 
PF DEB SUBQ TISS ADD-ON=>20 S,11045,$88.00 ,$44.00 
TESTOSTERON (PT),Z7610,$0.01 ,$0.01 
TESTOSTERON (PT),Z7610,$0.01 ,$0.01 
DEB MUSC/FASCIA ADD-ON =>20,11046,$807.00 ,$403.50 
PF DEB MUSC/FASCIA ADD-ON =>2,11046,$125.00 ,$62.50 
DEB BONE ADD-ON = <20 SQ CM,11047,$328.00 ,$164.00 
DEB BONE ADD-ON = <20 SQ CM,11047,$438.00 ,$219.00 
TIGHTROPE + SYNDESMOSIS,Z7610,"$7,485.00 ","$3,742.50 "
DEB BONE ADD-ON = <20 SQ CM,11047,$328.00 ,$164.00 
PF TRIM SKIN LESION,11055,$122.00 ,$61.00 
TRIM SKIN LESION,11055,$761.00 ,$380.50 
PARE BENIGN LES; SGL,11055,$825.00 ,$412.50 
PARE BENIGN LES; SGL,11055,$54.00 ,$27.00 
PF TRIM SKIN LESIONS 2 TO 4,11056,$154.00 ,$77.00 
TRIM SKIN LESIONS 2 TO 4,11056,$761.00 ,$380.50 
PF TRIM SKIN LESIONS OVER 4,11057,$154.00 ,$77.00 
TOTAL HIP CDS,Z7610,, $-   
TOTAL KNEE CDS,Z7610,, $-   
TRIM SKIN LESIONS OVER 4,11057,$761.00 ,$380.50 
TANGNTL BX SKIN SINGLE LES,11102,$268.00 ,$134.00 
TANGNTL BX SKIN SINGLE LES,11102,$815.00 ,$407.50 
TRANSFER SET W/TWISTED CLMP.6,Z7610,$215.65 ,$107.83 
TANGNTL BX SKIN EA SEP/ADDL,11103,$144.00 ,$72.00 
TRAY FOLEY BARDEX 18FR,Z7610,$52.65 ,$26.33 
TRAY FOLEY BARDEX CMPLT CARE,Z7610,$49.79 ,$24.90 
TRAY IUD,Z7610,$47.00 ,$23.50 
TRAY LIVER BIOPSY,Z7610,$96.00 ,$48.00 
TRAY LUMBAR PUNCTURE,Z7610,$141.00 ,$70.50 
TRAY MINOR SURGERY,Z7610,$96.00 ,$48.00 
TRAY PELVIC,Z7610,$72.00 ,$36.00 
TRAY PROC CATH URETERAL 15FR,Z7610,$6.68 ,$3.34 
TRAY PROCEDURE,Z7610,$96.00 ,$48.00 
TRAY SUTURE SMALL,Z7610,$96.00 ,$48.00 
"TRAY, THORACEN/PERICEN",Z7610,$219.00 ,$109.50 
PUNCH BX SKIN SINGLE LESION,11104,$336.00 ,$168.00 
PUNCH BX SKIN SINGLE LESION,11104,$815.00 ,$407.50 
TRIACINOLONE 40MG,Z7610,$19.00 ,$9.50 
PUNCH BX SKIN SINGLE LESION,11104,$336.00 ,$168.00 
PUNCH BX SKIN EA SEP/ADDL,11105,$164.00 ,$82.00 
PUNCH BX SKIN EA SEP/ADDL,11105,$164.00 ,$82.00 
INCISION BX SKN SINGLE LES,11106,$408.00 ,$204.00 
INCISION BX SKN SINGLE LES,11106,"$1,451.00 ",$725.50 
INCISION BX SKN SINGLE LES,11106,"$1,451.00 ",$725.50 
TRIAMCINOLONE 40MG,Z7610,$12.00 ,$6.00 
INCISION BX SKN SINGLE LES,11106,$408.00 ,$204.00 
INCISION BX SKN EA SEP/ADDL,11107,$194.00 ,$97.00 
INCISION BX SKN EA SEP/ADDL,11107,"$1,451.00 ",$725.50 
INCISION BX SKN EA SEP/ADDL,11107,$194.00 ,$97.00 
TRILOGY 5 18FR,Z7610,$812.43 ,$406.22 
TRIPLE ANTIBIOTIC,Z7610,$4.00 ,$2.00 
TROCAR BLUNTPORT 5-12MM,Z7610,$174.39 ,$87.20 
PF REMOVAL OF SKIN TAGS TO 15,11200,$191.00 ,$95.50 
TRUVADA 200-300 MG TABLETS,Z7610,$14.33 ,$7.17 
TRUVADA 200-300 MG TABLETS,Z7610,$14.33 ,$7.17 
REMOVAL OF SKIN TAGS TO 15,11200,$539.00 ,$269.50 
T-SLING 5/BX,Z7610,"$1,907.67 ",$953.83 
TUBE ENDOTRACH EB ROBERTSHAW,Z7610,$177.63 ,$88.82 
TUBE ENDOTRACHEAL,Z7610,$5.06 ,$2.53 
TUBE SET 10K ARTHROSCOPIC INF,Z7610,$129.78 ,$64.89 
TUBING BLOOD SET,Z7610,$81.00 ,$40.50 
TUOHY EPIDURAL NDL 20G,Z7610,$229.92 ,$114.96 
REMOVAL OF SKIN TAGS TO 15,11200,$539.00 ,$269.50 
REMOVAL OF SKIN TAGS TO 15,11200,$539.00 ,$269.50 
PF REMOVAL OF SKIN TAGS TO 15,11200,$191.00 ,$95.50 
PF REMOVAL OF SKIN TAGS TO 15,11200,$191.00 ,$95.50 
REMOVAL OF SKIN TAGS TO 15,11200,$38.00 ,$19.00 
RMV SKIN TAG EA ADDL 10,11201,$237.00 ,$118.50 
PF RMV SKIN TAGS ADD-ON EA 10,11201,$58.00 ,$29.00 
PF RMV SKIN TAGS ADD-ON EA 10,11201,$58.00 ,$29.00 
SHAVE LES T/A/L; 1.1-2.0CM,11302,$214.00 ,$107.00 
SHAVE SKIN LESION,11302,$761.00 ,$380.50 
SHV LESN SKN SCALP <0.5CM,11305,$314.00 ,$157.00 
PF SHV LESN SKN SCALP <0.5CM,11305,$130.00 ,$65.00 
SHAVE LES S/N/H/F/G; 1.1-2.0C,11307,$171.00 ,$85.50 
SHAVE SKIN LESION,11307,$761.00 ,$380.50 
EXC LESN BGN T/A/L <0.5CM,11400,"$2,632.00 ","$1,316.00 "
PF EXC LESN BGN T/A/L <0.5CM,11400,$269.00 ,$134.50 
EXC LESN BGN T/A/L <0.5CM,11400,$269.00 ,$134.50 
EXC LESN BGN TRUNK/ARM <0.5C,11400,"$2,632.00 ","$1,316.00 "
PF EXC LESN BGN T/A/L <0.5CM,11400,$269.00 ,$134.50 
EXC LESN BGN T/A/L 0.6-1.0 CM,11401,"$2,198.00 ","$1,099.00 "
UD DIPHENHYDRAMINE 25MG CAP (,Z7610,$4.13 ,$2.07 
PF EXC LESN BGN T/A/L 0.6-1CM,11401,$376.00 ,$188.00 
EXC LESN BGN T/A/L 0.6-1.0 CM,11401,"$2,198.00 ","$1,099.00 "
PF EXC LESN BGN T/A/L 0.6-1CM,11401,$376.00 ,$188.00 
EXC LESN BGN T/A/L 1.1-2.0 CM,11402,"$2,198.00 ","$1,099.00 "
PF EXC LESN BGN T/A/L 1.1-2CM,11402,$384.00 ,$192.00 
EXC LESN BGN T/A/L 1.1-2.0 CM,11402,"$2,198.00 ","$1,099.00 "
PF EXC LESN BGN T/A/L 1.1-2CM,11402,$384.00 ,$192.00 
PF EXC LESN BGN T/A/L 1.1-2CM,11402,$384.00 ,$192.00 
EXC LESN BGN T/A/L 2.1-3.0 CM,11403,"$4,308.00 ","$2,154.00 "
PF EXC LESN BGN T/A/L 2.1-3CM,11403,$458.00 ,$229.00 
EXC LESN BGN T/A/L 2.1-3.0 CM,11403,"$4,308.00 ","$2,154.00 "
PF EXC LESN BGN T/A/L 2.1-3CM,11403,$458.00 ,$229.00 
EXC LESN BGN T/A/L 2.1-3CM,11403,$458.00 ,$229.00 
PF EXC LESN BGN T/A/L 2.1-3CM,11403,$458.00 ,$229.00 
EXC LESN BGN T/A/L 3.1-4.0 CM,11404,"$4,308.00 ","$2,154.00 "
PF EXC LESN BGN T/A/L 3.1-4CM,11404,$505.00 ,$252.50 
EXC LESN BGN T/A/L 3.1-4.0 CM,11404,"$4,308.00 ","$2,154.00 "
PF EXC LESN BGN T/A/L 3.1-4CM,11404,$505.00 ,$252.50 
EXC BEN LES T/A/L >4.0CM,11406,$638.00 ,$319.00 
EXC TR-EXT B9+MARG > 4.0 CM,11406,"$3,736.00 ","$1,868.00 "
EXC LESN BGN T/A/L >4.0 CM,11406,"$3,736.00 ","$1,868.00 "
PF EXC LESN BGN T/A/L >4.0 CM,11406,$638.00 ,$319.00 
EXC H-F-NK-SP B9+MARG 0.5 <,11420,"$4,308.00 ","$2,154.00 "
PF EXC H-F-NK-SP B9+MARG 0.5,11420,$293.00 ,$146.50 
EXC H-F-NK-SP B9+MARG 0.5 <,11420,"$4,308.00 ","$2,154.00 "
PF EXC H-F-NK-SP B9+MARG 0.5,11420,$293.00 ,$146.50 
EXC H-F-NK-SP B9+MARG 0.6-1,11421,"$4,308.00 ","$2,154.00 "
PF EXC H-F-NK-SP B9+MARG 0.6-,11421,$380.00 ,$190.00 
EXC H-F-NK-SP B9+MARG 0.6-1,11421,"$4,308.00 ","$2,154.00 "
PF EXC H-F-NK-SP B9+MARG 0.6-,11421,$380.00 ,$190.00 
EXC H-F-NK-SP B9+MARG 1.1-2,11422,"$4,308.00 ","$2,154.00 "
PF EXC H-F-NK-SP B9+MARG 1.1-,11422,$442.00 ,$221.00 
EXC H-F-NK-SP B9+MARG 1.1-2,11422,"$4,308.00 ","$2,154.00 "
PF EXC H-F-NK-SP B9+MARG 1.1-,11422,$442.00 ,$221.00 
PF EXC H-F-NK-SP B9+MARG 1.1-,11422,$88.00 ,$44.00 
EXC H-F-NK-SP B9+MARG 2.1-3,11423,"$4,308.00 ","$2,154.00 "
PF EXC H-F-NK-SP B9+MARG 2.1-,11423,$509.00 ,$254.50 
EXC H-F-NK-SP B9+MARG 2.1-3,11423,"$4,308.00 ","$2,154.00 "
PF EXC H-F-NK-SP B9+MARG 2.1-,11423,$509.00 ,$254.50 
UD SEPTRA DS TAB,Z7610,$5.14 ,$2.57 
EXC H-F-NK-SP B9+MARG 3.1-4,11424,"$6,468.00 ","$3,234.00 "
PF EXC H-F-NK-SP B9+MARG 3.1-,11424,$588.00 ,$294.00 
EXC H-F-NK-SP B9+MARG 3.1-4,11424,"$6,468.00 ","$3,234.00 "
PF EXC H-F-NK-SP B9+MARG 3.1-,11424,$588.00 ,$294.00 
EXC H-F-NK-SP B9+MARG >4,11426,"$4,939.00 ","$2,469.50 "
PF EXC H-F-NK-SP B9+MARG >4,11426,$851.00 ,$425.50 
UNIT DISP LOAD GIA II,Z7610,$518.49 ,$259.24 
EXC FACE-MM B9+MARG 0.5 < CM,11440,"$2,198.00 ","$1,099.00 "
UPPER EXTREMITY CDS,Z7610,, $-   
PF EXC FACE-MM B9+MARG 0.5<CM,11440,$372.00 ,$186.00 
EXC FACE-MM B9+MARG 0.5 < CM,11440,"$2,198.00 ","$1,099.00 "
UROVAC BLADDER EVAC W/ AD,Z7610,$58.80 ,$29.40 
PF EXC FACE-MM B9+MARG 0.5<CM,11440,$372.00 ,$186.00 
VACURETTE  CURVED,Z7610,$15.05 ,$7.53 
VACURETTE 6MM SEMI-REGID FLEX,Z7610,$25.46 ,$12.73 
EXC FACE-MM B9+MARG 0.6-1 CM,11441,"$2,198.00 ","$1,099.00 "
PF EXC FACE-MM B9+MARG 0.6-1C,11441,$457.00 ,$228.50 
EXC FACE-MM B9+MARG 0.6-1 CM,11441,"$2,198.00 ","$1,099.00 "
PF EXC FACE-MM B9+MARG 0.6-1C,11441,$457.00 ,$228.50 
EXC FACE-MM B9+MARG 1.1-2 CM,11442,"$4,308.00 ","$2,154.00 "
PF EXC FACE-MM B9+MARG 1.1- C,11442,$499.00 ,$249.50 
EXC FACE-MM B9+MARG 1.1-2 CM,11442,"$4,308.00 ","$2,154.00 "
PF EXC FACE-MM B9+MARG 1.1- C,11442,$499.00 ,$249.50 
EXC FACE-MM B9+MARG 2.1-3 CM,11443,"$4,308.00 ","$2,154.00 "
PF EXC FACE-MM B9+MARG 2.1-3C,11443,$612.00 ,$306.00 
EXC FACE-MM B9+MARG 2.1-3 CM,11443,"$4,308.00 ","$2,154.00 "
PF EXC FACE-MM B9+MARG 2.1-3C,11443,$612.00 ,$306.00 
EXC FACE-MM B9+MARG 3.1-4 CM,11444,"$2,845.00 ","$1,422.50 "
PF EXC FACE B9+MARG 3.1-4 CM,11444,$786.00 ,$393.00 
REMOVAL SWEAT GLAND LESION,11450,"$6,319.00 ","$3,159.50 "
PF REMOVAL SWEAT GLAND LESION,11450,$520.00 ,$260.00 
EXC HIDRAD AXIL; S/I REP,11450,$104.00 ,$52.00 
"REMOVAL, SWEAT GLAND LESION",11462,"$7,297.00 ","$3,648.50 "
"REMOVAL, SWEAT GLAND LESION",11462,$857.00 ,$428.50 
EXC HIDRAD ING; S/I REP,11462,$171.00 ,$85.50 
EXC HIDRAD ING; CPLX REP,11463,"$6,468.00 ","$3,234.00 "
"REMOVAL, SWEAT GLAND LESION",11463,"$1,145.00 ",$572.50 
EXC HIDRAD UMBIL; S/I REP,11470,"$6,468.00 ","$3,234.00 "
EXC HIDRAD UMBIL; S/I REP,11470,$994.00 ,$497.00 
"REMOVAL, SWEAT GLAND LESION",11471,"$6,468.00 ","$3,234.00 "
"REMOVAL, SWEAT GLAND LESION",11471,"$1,230.00 ",$615.00 
EXC TR-EXT MLG+MARG 0.6-1 CM,11601,"$2,499.00 ","$1,249.50 "
PF EXC TR-EXT MLG+MARG 0.6-1C,11601,$437.00 ,$218.50 
WARMING LAMP,Z7610,$38.00 ,$19.00 
WASHER 7.0MM,Z7610,$120.65 ,$60.33 
EXC TR-EXT MLG+MARG 1.1-2 CM,11602,$548.00 ,$274.00 
PF EXC TR-EXT MLG+MARG 1.1-2C,11602,$465.00 ,$232.50 
WOODS LAMP,Z7610,$38.00 ,$19.00 
XYLOCAINE 1% 20ML,Z7610,$12.68 ,$6.34 
REMOVAL OF SKIN LESION,11602,$548.00 ,$274.00 
REMOVAL OF SKIN LESION,11602,$576.00 ,$288.00 
EXC TR-EXT MLG+MARG 2.1-3 CM,11603,$507.00 ,$253.50 
EXC TR-EXT MLG+MARG 2.1-3 CM,11603,"$1,106.00 ",$553.00 
EXC TR-EXT MAL+MARG 2.1-3 CM,11603,"$1,755.00 ",$877.50 
PF EXC TR-EXT MLG+MARG 2.1-3C,11603,$507.00 ,$253.50 
ZITHROMAX 1 GM,Z7610,$28.15 ,$14.08 
ZITHROMAX 1 GM,Z7610,$28.15 ,$14.08 
EXC TR-EXT MLG+MARG 3.1-4C,11604,$544.00 ,$272.00 
EXC TR-EXT MLG+MARG 3.1-4C,11604,"$1,755.00 ",$877.50 
EXC TR-EXT MLG+MARG 3.1-4 CM,11604,"$1,755.00 ",$877.50 
PF EXC TR-EXT MLG+MARG 3.1-4C,11604,$544.00 ,$272.00 
EXC TR-EXT MLG+MARG > 4 CM,11606,"$6,468.00 ","$3,234.00 "
EXC TR-EXT MLG+MARG > 4 CM,11606,"$6,468.00 ","$3,234.00 "
PF EXC TR-EXT MLG+MARG > 4 CM,11606,$737.00 ,$368.50 
PF EXC TR-EXT MLG+MARG > 4 CM,11606,$147.00 ,$73.50 
EXC H-F-NK-SP MLG+MARG 2.1-3,11623,"$3,530.00 ","$1,765.00 "
PF EXC H-F-NK-SP MLG+MRG 2.1-,11623,$608.00 ,$304.00 
REMOVAL OF SKIN LESION(TR),11623,"$3,760.00 ","$1,880.00 "
REMOVAL OF SKIN LESION,11623,$754.00 ,$377.00 
EXC H-F-NK-SP MLG+MARG 3.1-4,11624,"$6,483.00 ","$3,241.50 "
PF EXC H-F-NK-SP MLG+MRG 3.1-,11624,$839.00 ,$419.50 
EXC H-F-NK-SP MLG+MARG >4,11626,"$4,939.00 ","$2,469.50 "
PF EXC H-F-NK-SP MLG+MARG >4,11626,$963.00 ,$481.50 
EXC F/E/E/N/L MAL+MRG 0.5CM<,11640,"$2,633.00 ","$1,316.50 "
EXC F/E/E/N/L MAL+MRG 0.5CM<,11640,$446.00 ,$223.00 
EXC F/E/E/N/L MAL+MRG 0.6-1,11641,"$2,633.00 ","$1,316.50 "
EXC F/E/E/N/L MAL+MRG 0.6-1,11641,$553.00 ,$276.50 
