PROC NAME,CPT CODE," MAIN
PRICE "
"ABIOMED IMPELLA 5.0 CATHETER,004683",," $87,272.60 "
ABIOMED IMPELLA CATHETER PUMP,," $77,922.00 "
ABIOMED IMPELLA RP,," $77,500.00 "
ABLATE L/R ATRIAL FIBRIL W/ ISOLATED PULM VEIN,93657," $4,856.50 "
"ABLATION ONE OR MORE RENAL TUMOR(S) PERCUT, UNIL",50592," $6,692.00 "
ABLATION PERC 1 + LIVER TUMORS RADIO FREQUENCY,47382," $6,668.30 "
ABLATION PERC BONE TUMORS RADIO FREQUENCY,20999," $7,159.10 "
ABLATION THER 1 OR MORE PULM TUMORS PERQ CRYOBLATION,32994," $12,009.40 "
ABLATION THERAPY FOR BONE TUMOR(S) INCLUDE IMAGE GUIDANCE;RADIOFREQUENCY,20982," $6,379.90 "
ABLATION THERAPY FOR BONE TUMORS INCL IMAGING GUID; CRYOABLATION,20983," $8,259.60 "
"ABLATION, 1 OR MORE LIVER TUMOR(S) PERCUTANEOUS, CRYOABLATION",47383," $5,107.80 "
"ABLATION, PERCUT, CRYOABLT,  IMAG GUID; NRV PLEX/TRNCL NRV",0442T," $4,190.00 "
"ABLATN THERAPY PULM TUMORS PERCUT, INCL IMAG GUIDE, UNILAT; RADIOFREQ",32998," $7,074.10 "
ABLATOR APOLLO RF ASPIR XL 90D,, $741.00 
ABLATOR APOLLO RF H50 ASPIRTNG,," $1,014.00 "
"ABLTN, PERCUT, CRYOABLT, IMAG GDN; LOWER EXTRMITY DISTAL/PERPH NRV",0441T," $8,951.00 "
ABO GROUP RH TYPE,86900, $135.90 
ABO GROUP RH TYPE,86901, $135.90 
ABO H AND I,86900, $28.00 
ABO RH PRENATAL,86900, $137.40 
ABO RH PRENATAL,86901, $137.40 
ABO SOLID ORGAN TRANSPLANT,86900, $131.90 
ABO SOLID ORGAN TRANSPLANT,86901, $131.90 
ABO TYPING,86900, $139.00 
ABORH DIRECT DONOR,86900, $220.90 
ABORH DIRECT DONOR,86901, $220.90 
ABORH RESOLUTION,86900, $133.40 
ABORH RESOLUTION,86901, $133.40 
ABO-RH TYPE,86900, $131.90 
ABO-RH TYPE,86901, $131.90 
ABORH TYPE MANUAL,86900, $133.40 
ABORH TYPE MANUAL,86901, $133.40 
ABORH TYPE NEONATAL,86900, $132.20 
ABORH TYPE NEONATAL,86901, $132.20 
ABORTION,59840," $2,216.00 "
ABORTION,59841," $2,151.10 "
ABPM 24 HOUR BLOOD PRESSURE CONTINUOUS MONITORING,93788, $203.49 
ABRASION; SINGLE LESION,15786, $164.80 
ABRASOR DIAM BALL TIP 240X4.5,," $1,963.50 "
ABRASOR DIAM BALL TIP 320X3.5,," $1,774.50 "
ABSCESS DRAIN FINGER,26010, $278.10 
ABSCESS DRAIN KNEE/THIGH,27301," $2,184.00 "
ABSCESS DRAIN NECK/THORAX,21501," $1,280.30 "
ABSCESS DRAIN PELVIS/HIP,26990," $1,784.48 "
ABSCESS DRAIN RENAL/PERIRENAL,50020," $2,425.50 "
ABSCESS DRAIN UPPER ARM/ELBOW,23930," $1,679.00 "
ABUTMENT 10MM,," $5,731.80 "
ABUTMENT PORC/HIGH METAL CROWN,D6059, $834.00 
ABUTMENT RETAIN POR/HIGH MET FPD,D6069, $885.80 
ABUTMENT RETAINER PORC/CER FPD,D6068, $935.00 
ABUTMENT SUPP POR/CERAMIC CROWN,D6058, $992.00 
"AC 1 LEVEL DYNAMIC PLATE, SPINE",," $2,486.40 "
"AC 1 LEVEL PLATE, SPINE",," $2,175.60 "
"AC 1 LEVEL TRANSLATIONAL PLATE, SPINE",," $2,797.20 "
"AC 2 LEVEL DYNAMIC PLATE, SPINE",," $2,486.40 "
"AC 2 LEVEL PLATE, SPINE",," $2,175.60 "
"AC 2 LEVEL TRANSLATIONAL PLATE, SPINE",," $2,797.20 "
"AC 3 LEVEL DYNAMIC PLATE, SPINE",," $2,797.20 "
"AC 3 LEVEL PLATE, SPINE",," $2,486.40 "
"AC 3 LEVEL TRANSLATIONAL PLATE, SPINE",," $3,108.00 "
"AC 4 LEVEL PLATE, SPINE",," $2,486.40 "
"AC 4 LEVEL TRANSLATIONAL PLATE, SPINE",," $3,100.00 "
"ACANTHAMOEBA AND NAEGLERIA CULTURE AND STAIN, CSF",87081, $177.30 
"ACANTHAMOEBA AND NAEGLERIA CULTURE AND STAIN, CSF",87207, $177.30 
ACANTHAMOEBA CULTURE,87081, $129.00 
ACANTHAMOEBA STAIN,87206, $87.50 
"ACANTHAMOEBA, GIEMSA STAIN",87207, $188.40 
ACCESS ASCENDA INTRA CATH KT,, $666.00 
"ACCESS CYST,CONTRAST INJECT",49424, $567.70 
ACCESS NEEDLE SHEATH COMBO KT,, $890.70 
ACCESSORY KIT CNCTRS & ANCHORS,, $411.30 
ACCESSORY KIT TUNNELER 38CM,, $466.20 
"ACCESSORY KIT, CONNECTOR CABLE",, $785.20 
"ACCESSORY KIT, CURVED TIP NEEDLE",, $204.20 
ACCESSORY MINITEK WIRELESS,," $1,166.10 "
ACCESSORY PACK,," $2,072.40 "
ACCUCATH KT 18GAX2.25IN,, $211.90 
ACCUCATH KT 20GAX2.25IN,, $212.10 
ACE64 CATH/TUBING KT,C1757," $8,866.00 "
ACE68 REPERF CATH/TUBING KT,," $8,788.50 "
ACETAMINOPHEN LEVEL,80307, $88.70 
"ACETONE, QUANTITATIVE",82010, $97.50 
ACETYLCHOLINE BINDING AB,83519, $73.80 
ACETYLCHOLINE BLOCKING AB,83516, $140.40 
ACETYLCHOLINE MODULATING AB,83516, $148.30 
ACETYLCHOLINE RECEPTOR AB REFLEX PANEL,83516, $108.30 
ACETYLCHOLINE RECEPTOR AB REFLEX PANEL,83519, $108.30 
"ACETYLCHOLINE RECEPTOR BINDING ANTIBODY W/REFLEX TO MUSCLE-SPECIFIC KINASE AB, IGG",83519, $73.80 
"ACETYLCHOLINESTERASE AND FETAL HGB, AF",82013, $49.20 
"ACETYLCHOLINESTERASE AND FETAL HGB, AF",83033, $26.20 
ACF CERV SPACER CORT/CANC 8MM,," $3,073.60 "
ACF CERVICAL SPACER 7 MM,," $2,331.00 "
ACHONDROPLASIA (FGFR3) 2 MUTATIONS,81401, $300.50 
"ACHR ABS, TITIN AB, STM AB RFLX PANEL",83516, $189.20 
"ACHR ABS, TITIN AB, STM AB RFLX PANEL",86255, $189.20 
"ACHR ABS, TITIN AB, STM AB RFLX PANEL",83519, $189.20 
"ACHR ABS, TITIN AB, STM AB RFLX PANEL",83516, $189.20 
ACID FAST STAIN,87206, $77.70 
"ACID PHOSPHATASE, TOTAL, SERUM",84060, $50.50 
ACNE SURGERY,10040, $150.70 
ACOUSTIC IMMIT TEST TYMPANOM/ACOUST REFLX/DECAY,92570, $72.35 
ACOUSTIC REFLEX TESTING,92568, $76.60 
"ACQUISITION - MULTIORGAN H/K, HEART",," $67,141.90 "
"ACQUISITION - MULTIORGAN H/K, KIDNEY",," $58,052.90 "
"ACQUISITION - MULTIORGAN, H/LI, HEART",," $55,988.00 "
"ACQUISITION - MULTIORGAN, H/LI/K, KIDNEY",," $40,893.00 "
"ACQUISITION - MULTIORGAN, H/LI/K, LIVER",," $57,249.00 "
"ACQUISITION - MULTIORGAN, K/LI, KIDNEY",," $50,828.40 "
"ACQUISITION – MULTIORGAN, K/LI, LIVER",," $63,937.30 "
"ACQUISITION - MULTIORGAN, SP/K , KIDNEY",," $49,568.40 "
"ACQUISITION - MULTIORGAN, SP/K, PANCREAS",," $52,525.40 "
"ACQUISITION - ORGAN, BILAT LUNG",," $121,079.40 "
"ACQUISITION - ORGAN, HEART",," $116,011.80 "
"ACQUISITION - ORGAN, KIDNEY",," $99,134.70 "
"ACQUISITION - ORGAN, LIVER",," $114,747.20 "
"ACQUISITION - ORGAN, LUNG",," $95,498.60 "
"ACQUISITION - ORGAN, PANCREAS",," $82,857.10 "
"ACQUISTION - MULTIORGAN, H/LI, LIVER",," $56,752.00 "
"ACQUISTION - MULTIORGAN, H/LI/K, HEART",," $65,428.00 "
ACROMIOCLAICULAR JOINTS BILATERAL,73050, $328.30 
ACTH STIMULATING CORTISOL 0 MIN,82533, $40.80 
ACTH STIMULATING CORTISOL 30 MIN,82533, $40.80 
ACTH STIMULATING CORTISOL 60 MIN,82533, $40.80 
ACTIGRAPHY TESTING,95803, $137.00 
ACTIVATION FEE (US),86999," $2,900.00 "
ACUTE HEMODIALYSIS ADULT,G0257," $1,487.40 "
ACUTE MYELOID LEUKEMIA PANEL BY FISH,88271, $243.30 
ACUTE MYELOID LEUKEMIA PANEL BY FISH,88275, $243.30 
ACUTE PERITONEAL DIALYSIS,," $1,492.80 "
"ACYCLOVIR, SERUM OR PLASMA",G0480, $228.20 
ACYLCARNITINES QUANTITATIVE,82017, $225.90 
"ACYLGLYCINES, QUANTITATIVE, URINE",82542, $172.50 
ADA RFLX TO NEUTRALIZING AB CONFIRMATION,82397, $427.00 
ADALIMUMAB ACTIVITY AND NEUTRALIZING AB,80145, $251.20 
ADALIMUMAB ACTIVITY AND NEUTRALIZING AB,82397, $251.20 
ADALIMUMAB ACTIVITY W/RFLX TO ANTIBODY,80145, $292.20 
ADAMTS13 ACTIVITY,85397, $256.30 
ADAMTS13 ANTIBODY,83520, $406.40 
ADAMTS13 INHIBITOR,85335, $290.80 
ADAMTS13 REFLEX PANEL,85397, $256.30 
ADAPTA DL CH PACEMAKER SMALL,C1785," $11,808.00 "
ADAPTER ADP LAT 3G USG CELL,, $776.10 
ADAPTER AEQUALIS REV HEMI,, $915.80 
ADAPTER AEQUALIS REV HEMI 36MM,," $5,146.60 "
ADAPTER ASPIRA LUER,, $175.50 
ADAPTER ASPIRA UNIVERSL TUBING,, $184.50 
ADAPTER CARTRIDGE THREAD,, $73.30 
ADAPTER CHAIT ACCESS W/TUBE,, $157.50 
ADAPTER CLAMP Y-PORT FEEDING,, $52.20 
ADAPTER EDGE BRONCHOSCOPE,," $1,755.00 "
ADAPTER EXT SET W/LUERLCK 18IN,, $88.20 
ADAPTER HIP NECK LENGTH +6MM,, $639.40 
ADAPTER OFFSET BMT 360 TIB 5.0,," $1,959.20 "
ADAPTER OFFSET7.5MM BMT 360,," $1,959.20 "
ADAPTER OFFST BMT 360 TB 2.5MM,," $1,959.20 "
ADAPTER SIDE ARM ROTATABLE,, $181.40 
ADAPTER SIGMA FEM +2/-2 OFF,, $941.10 
ADAPTER SIGMA FEM 5 DEG,," $5,811.30 "
ADAPTER T25,, $975.00 
ADAPTER TITANIUM LOCKING,, $812.40 
ADAPTER TRIATHLON OFFSET 6MM,," $3,186.40 "
ADAPTER TRIATHLON OFFSET 8MM,," $3,186.40 "
"ADAPTER,-4",, $632.70 
ADAPTOR COMP MINI BSPLT TAPER,," $3,384.00 "
ADAPTOR POCKET 1X4,," $1,465.20 "
ADAPTOR POCKET 1X4 ACTIVA DBS,C1883," $2,790.00 "
ADAPTOR POCKET 2X4 ACTIVA DBS,C1883," $2,790.00 "
ADAPTOR TRI OPTION 125,, $68.60 
ADAPTOR VERSA-DIAL TAPER 25MM,, $531.20 
ADATOSIL SILICONE OIL 5000,C1814," $1,346.00 "
ADD CLASP TO EXISTING PARTIAL DENTURE,D5660, $198.00 
ADD TOOTH TO EXISTING PARTIAL DENTR,D5650, $136.00 
ADDITIONAL OR TIME PER 1 MINUTE,, $15.30 
ADD'L 1ST TRIMESTER GESTATION,76802, $211.90 
ADDTL TRIGGER/SMALL HAND PX,, $571.00 
ADENOSINE DEAMINASE IN PLEURAL FLUID,84311, $36.40 
"ADENOSINE DEAMINASE, CSF",84311, $70.50 
"ADENOSINE DEAMINASE, PERICARDIAL FLUID",84311, $79.80 
"ADENOSINE DEAMINASE, PERITONEAL FLUID",84311, $70.50 
"ADENOSINE DEAMINASE, PLEURAL FLUID",84311, $70.50 
"ADENOSINE DEAMINASE, RBC",84311, $139.90 
"ADENOVIRUS ANTIBODY, SERUM",86603, $79.00 
ADENOVIRUS DETECTION ASSAY W/OPTIC,87809, $31.20 
"ADENOVIRUS, QUALITATIVE PCR",87798, $263.60 
"ADENOVIRUS, QUANTITATIVE PCR",87799, $250.70 
ADHESIVE NU-HOPE SKIN 2-OZ WATERPROOF NON-LATEX,, $39.90 
ADHESIVE SPRAY COLOSTOMY 3.2,, $61.70 
"ADHESIVE,LIQUID OR EQUAL,PER OZ",A4364, $19.20 
ADIPONECTIN,83520, $170.80 
ADJ TISS TRAN FCE/NK/AX/GEN/HNS/FT 10.1-30.SQ CM,14041," $1,767.70 "
ADJ TISSUE TRANS EYELID/NOSE/EAR/LIP <10 SQ CM,14060," $1,865.40 "
ADJ TISSUE TRANS LID/NOSE/EAR/LIP 10.1-30 SQ CM,14061," $1,916.00 "
ADJ TISSUE TX 10.1-30.0CM SCALP/ARM/LEG,14021," $1,711.00 "
"ADJ TISSUE TX/REARRANGMNT,ANY AREA,30-60 SQ CM",14301," $2,275.30 "
"ADJ TISSUE TX/REARRANGMNT,ANY AREA,30-60 SQ CM**EA ADDTL 30 CM**",14302," $1,671.70 "
ADJACENT  TISSUE TRANS/RE-ARR'G TRUNK <10 SQ CM,14000," $1,478.00 "
"ADJACENT  TISSUE TRANS/RE-ARR'G TRUNK,10 TO 30 SQ CM",14001," $1,705.60 "
ADJACENT TISSUE TRAN F/N/AX/GEN/HNS/FT <10 SQ CM,14040," $1,805.40 "
ADJACENT TISSUE TRANS SCALP/ARMS/LEGS < 10 SQ CM,14020," $1,616.90 "
ADJUST COMPLETE DENTURE-MANDIBULAR,D5411, $53.00 
ADJUST COMPLETE DENTURE-MAXILLARY,D5410, $53.00 
ADJUST PARTIAL DENTURE MANDIBULAR,D5422, $58.00 
ADJUST PARTIAL DENTURE-MAXILLARY,D5421, $58.00 
ADJUSTABLE SUTURE PLACEMENT,67335, $920.90 
ADJUSTMENT OF GASTRIC BAND,S2083, $118.00 
ADMIN SET BLD FLD WRM TRAUM,, $272.40 
ADMIN SET BLOOD Y 15 GIT 126IN,, $31.90 
ADMINISTER PNEUMOCOCCAL VACCINE,G0009, $64.00 
ADMINISTRATION OF HEPATITIS B VACCINE,G0010, $64.00 
ADPKD SEQUENCING AND DEL/DUP,81406, $865.00 
ADPKD SEQUENCING AND DEL/DUP,81407, $865.00 
ADPKD SEQUENCING AND DEL/DUP,81479, $865.00 
ADPT CATH ENTRL FRED-MILLER M,, $35.10 
"ADRENAL STEROID QUANT PAN BY MS/MS, SER",82634, $94.50 
"ADRENAL STEROID QUANT PAN BY MS/MS, SER",83498, $94.50 
"ADRENAL STEROID QUANT PAN BY MS/MS, SER",84140, $94.50 
"ADRENAL STEROID QUANT PAN BY MS/MS, SER",84143, $94.50 
ADRENERGIC TESTS VASOMOTOR,95922, $150.00 
ADRENOCORTICOTROPIC HORMONE,82024, $96.70 
"ADRENOCORTICOTROPIC HORMONE, IVC1",82024, $74.40 
"ADRENOCORTICOTROPIC HORMONE, LP1",82024, $184.80 
"ADRENOCORTICOTROPIC HORMONE, RP1",82024, $184.80 
ADULT CPT,94667, $191.10 
ADULT PRIVATE,," $1,625.60 "
ADULT PRIVATE HOSPICE,, $865.20 
ADULT RESUSCITATION BAG MEDIUM,, $35.30 
ADULT RESUSCITATION BAG MEDIUM MASK,, $35.30 
ADULT SEMI-PRIVATE,," $1,481.30 "
ADVANCED CARE PLANNING EA ADD'L 30 MIN,99498, $145.60 
ADVANCED CARE PLANNING FIRST 30 MIN,99497, $145.60 
"AE1,3 BY IHC",88342, $229.10 
AEROGEN NEBULIZER TREATMENT,94640, $193.10 
AFB ID BY MALDI-TOF MS BILLED,87158, $150.00 
"AFO, ANKLE GAUNTLET",L1902, $154.70 
AFP (AMNIOTIC FLUID) WITH REFLEX,82106, $89.60 
"AGGRESSIVE B-CELL LYMPHOMA REFLEX PANEL BY FISH, TISSUE",88366, $374.40 
AHMED VALVE,L8612," $1,782.50 "
AHMED VALVE PROCEDURE,66180," $4,061.90 "
AICD EVAL W/PULSE GEN/T,93641," $1,707.30 "
AID SOCK WIDE 5INX10 ADLT ROPE,, $18.50 
AIRCAST ANKLE UNIVERSAL,L1980, $77.90 
AIRPORT SHUTTLE ROTORWING,A0431," $1,735.60 "
AIRSEAL OPT PORT 12X120 (2 BX MIN OR),, $368.00 
AIRWAY DUAL CHANNEL 100MM,, $5.70 
AIRWAY DUAL CHANNEL 80MM,, $5.70 
AIRWAY OP BRMN 90MM LF DISP,, $5.10 
AIRWAYS SURGICAL PROCEDURE,31899, $812.00 
"ALANINE AMINOTRANSFERASE, SERUM/PLASMA",84460, $23.20 
"ALARIS PUMP INFUSION SET, SHORT VENTED/NON VENTED",, $16.00 
"ALBUMIN, BODY FLUID",82042, $34.30 
"ALBUMIN, CSF",82042, $45.40 
"ALBUMIN, SERUM OR PLASMA",82040, $23.20 
ALCOHOL ABLATION OF THE LIVER,47399, $799.30 
ALCOHOL AND SUBSTANCE ABUSE SCRN AND INTERVENTION > 30 MIN,99409, $124.20 
ALCOHOL AND SUBSTANCE ABUSE SCRN AND INTERVENTION 15 TO 30 MIN,99408, $62.10 
ALCOHOLS,G0480, $157.00 
"ALDOLASE, SERUM",82085, $24.30 
ALDOSTERONE,82088, $102.00 
"ALDOSTERONE & RENIN, DIRECT WITH RATIO",82088, $116.00 
"ALDOSTERONE & RENIN, DIRECT WITH RATIO",84244, $116.00 
ALDOSTERONE 30 MINUTE,82088, $78.50 
ALDOSTERONE 60 MINUTE,82088, $78.50 
ALDOSTERONE INFERIOR VENA CAVA,82088, $61.10 
ALDOSTERONE LEFT ADRENAL VEIN,82088, $61.10 
ALDOSTERONE RENIN ACT RATIO,82088, $102.00 
ALDOSTERONE RENIN ACT RATIO,84244, $83.70 
ALDOSTERONE RIGHT ADRENAL VEIN,82088, $61.10 
"ALDOSTERONE, URINE",82088, $102.00 
"ALIF DEVICE, SPINE",," $6,493.50 "
ALIGNMENT PIN,C1713, $249.80 
ALIMENTUM,, $80.90 
ALIQUOT DLVRY SYS SIDE-PORT SYR 1C,, $144.00 
ALIQUOT FEE,86985, $202.70 
ALIQUOT FEE ADD ON,86985, $202.70 
ALK (D5F3) WITH INTERPRETATION BY IHC,88342, $289.20 
"ALK GENE REARRANGEMENT BY FISH, LUNG",88366, $877.50 
ALK IHC WITH FISH REFLEX,88342, $289.20 
ALK1 BY IHC,88342, $229.10 
ALKALINE PHOSPHATASE ISOENZYMES,84075, $38.10 
ALKALINE PHOSPHATASE ISOENZYMES,84080, $38.10 
"ALKALINE PHOSPHATASE ISOENZYMES, CSF",84080, $63.30 
"ALKALINE PHOSPHATASE, SERUM OR PLASMA",84075, $23.20 
ALKFISH 88366G ALK,88366," $1,093.30 "
ALL PANEL BY FISH ADULT,88271, $277.60 
ALL PANEL BY FISH ADULT,88275, $277.60 
ALLERGEN INHANLANT/FOOD PROFILE A,86003, $13.80 
"ALLERGEN, ADDITIONAL MOLDS PROFILE",86003, $14.00 
"ALLERGEN, ADDITIONAL MOLDS PROFILE",86003, $14.00 
"ALLERGEN, ADDITIONAL MOLDS PROFILE",86003, $14.00 
"ALLERGEN, ADDITIONAL MOLDS PROFILE",86003, $14.00 
"ALLERGEN, ADDITIONAL MOLDS PROFILE",86003, $14.00 
"ALLERGEN, ANIMAL, BUDGERIGAR DROPPINGS",86003, $13.30 
"ALLERGEN, ANIMAL, CAT DANDER",86003, $32.40 
"ALLERGEN, ANIMAL, CHICKEN FEATHER",86003, $13.20 
"ALLERGEN, ANIMAL, COW HAIR/DANDER",86003, $179.10 
"ALLERGEN, ANIMAL, DOG DANDER",86003, $32.40 
"ALLERGEN, ANIMAL, DOG/CAT EPI PROFILE",86003, $32.40 
"ALLERGEN, ANIMAL, DOG/CAT EPI PROFILE",86003, $32.40 
"ALLERGEN, ANIMAL, DUCK FEATHERS IGE",86003, $13.40 
"ALLERGEN, ANIMAL, FEATHER MIX",86005, $27.90 
"ALLERGEN, ANIMAL, GOAT EPITHELIUM",86003, $40.80 
"ALLERGEN, ANIMAL, GOOSE FEATHERS",86003, $13.40 
"ALLERGEN, ANIMAL, GUINEA PIG EPITHELIUM",86003, $27.90 
"ALLERGEN, ANIMAL, HAMSTER EPITHELIUM",86003, $27.90 
"ALLERGEN, ANIMAL, HORSE HAIR/ DANDER",86003, $32.40 
"ALLERGEN, ANIMAL, MOUSE EPITHELIUM",86003, $34.60 
"ALLERGEN, ANIMAL, MOUSE EPITHELIUM",86003, $27.90 
"ALLERGEN, ANIMAL, MOUSE URINE",86003, $34.60 
"ALLERGEN, ANIMAL, PARAKEET FEATHERS",86003, $13.20 
"ALLERGEN, ANIMAL, PIG EPITHELIUM",86003, $34.60 
"ALLERGEN, ANIMAL, RABBIT EPITHELIUM",86003, $27.90 
"ALLERGEN, ANIMAL, RAT EPITHELIA",86003, $34.60 
"ALLERGEN, ANIMAL, RAT URINE",86003, $32.20 
"ALLERGEN, ANIMAL, SHEEP EPITHELIUM/WOOL",86003, $34.60 
"ALLERGEN, DRUGS, AMOXICILLIN",86003, $35.40 
"ALLERGEN, DRUGS, PENICILLIN G (MAJOR)",86003, $13.30 
"ALLERGEN, DRUGS, PENICILLIN V (MINOR)",86003, $13.30 
"ALLERGEN, DUST/ MITE PROFILE",86003, $32.40 
"ALLERGEN, DUST/ MITE PROFILE",86003, $32.40 
"ALLERGEN, DUST/ MITE PROFILE",86003, $32.40 
"ALLERGEN, DUST/ MITE PROFILE",86003, $32.40 
"ALLERGEN, FOOD SQUID IGE",86003, $27.90 
"ALLERGEN, FOOD, ALMOND",86003, $32.40 
"ALLERGEN, FOOD, ALPHA-LACTALBUMIN",86008, $27.90 
"ALLERGEN, FOOD, APPLE",86003, $32.40 
"ALLERGEN, FOOD, APRICOT",86003, $32.40 
"ALLERGEN, FOOD, AVOCADO",86003, $32.40 
"ALLERGEN, FOOD, AVOCADO",86003, $8.00 
"ALLERGEN, FOOD, AVOCADO IGG",86001, $13.30 
"ALLERGEN, FOOD, BAKER'S YEAST IGG",86001, $39.90 
"ALLERGEN, FOOD, BAKER'S/BREWER'S YEAST",86003, $32.40 
"ALLERGEN, FOOD, BANANA",86003, $32.40 
"ALLERGEN, FOOD, BANANA",86003, $8.00 
"ALLERGEN, FOOD, BARLEY",86003, $32.40 
"ALLERGEN, FOOD, BASIL IGE",86003, $13.40 
"ALLERGEN, FOOD, BASS",86003, $101.00 
"ALLERGEN, FOOD, BEEF",86003, $32.40 
"ALLERGEN, FOOD, BEET ROOT IGE",86003, $13.90 
"ALLERGEN, FOOD, BELL PEPPER, PAPRIKA",86003, $32.40 
"ALLERGEN, FOOD, BETA-LACTOGLOBULIN",86008, $32.40 
"ALLERGEN, FOOD, BLACK OLIVE IGE",86003, $13.30 
"ALLERGEN, FOOD, BLACK PEPPER",86003, $32.40 
"ALLERGEN, FOOD, BLACKBERRY IGE",86003, $13.40 
"ALLERGEN, FOOD, BLUE MUSSEL",86003, $13.20 
"ALLERGEN, FOOD, BLUEBERRY",86003, $35.40 
"ALLERGEN, FOOD, BRAZIL NUT",86003, $32.40 
"ALLERGEN, FOOD, BROCCOLI",86003, $13.30 
"ALLERGEN, FOOD, BUCKWHEAT",86003, $32.40 
"ALLERGEN, FOOD, CABBAGE",86003, $179.10 
"ALLERGEN, FOOD, CARAWAY SEED IGE",86003, $32.40 
"ALLERGEN, FOOD, CAROB GUM",86003, $13.40 
"ALLERGEN, FOOD, CARROT",86003, $27.90 
"ALLERGEN, FOOD, CASEIN",86008, $32.40 
"ALLERGEN, FOOD, CASHEW",86003, $32.40 
"ALLERGEN, FOOD, CASHEW IGG",86001, $67.30 
"ALLERGEN, FOOD, CATFISH IGE",86003, $13.30 
"ALLERGEN, FOOD, CAULIFLOWER IGE",86003, $13.30 
"ALLERGEN, FOOD, CELERY",86003, $32.40 
"ALLERGEN, FOOD, CELERY",86003, $8.00 
"ALLERGEN, FOOD, CEREAL PROFILE",86003, $111.50 
"ALLERGEN, FOOD, CEREAL PROFILE",86003, $111.50 
"ALLERGEN, FOOD, CEREAL PROFILE",86003, $111.50 
"ALLERGEN, FOOD, CEREAL PROFILE",86003, $111.50 
"ALLERGEN, FOOD, CEREAL PROFILE",86003, $111.50 
"ALLERGEN, FOOD, CHEESE, CHEDDAR",86003, $32.40 
"ALLERGEN, FOOD, CHERRY",86003, $32.40 
"ALLERGEN, FOOD, CHESTNUT",86003, $32.40 
"ALLERGEN, FOOD, CHESTNUT",86003, $8.00 
"ALLERGEN, FOOD, CHICKEN",86003, $32.40 
"ALLERGEN, FOOD, CHICKEN IGG",86001, $56.70 
"ALLERGEN, FOOD, CHICKPEA (GARBANZO BEAN)",86003, $32.40 
"ALLERGEN, FOOD, CHILI PEPPER",86003, $32.40 
"ALLERGEN, FOOD, CHOCOLATE",86003, $13.30 
"ALLERGEN, FOOD, CINNAMON",86003, $27.90 
"ALLERGEN, FOOD, CLAM",86003, $32.40 
"ALLERGEN, FOOD, CLAM IGG",86001, $67.30 
"ALLERGEN, FOOD, CLOVE IGE",86003, $27.90 
"ALLERGEN, FOOD, COCONUT",86003, $32.40 
"ALLERGEN, FOOD, COCONUT IGG",86001, $13.30 
"ALLERGEN, FOOD, CODFISH",86003, $32.40 
"ALLERGEN, FOOD, COFFEE",86003, $13.30 
"ALLERGEN, FOOD, COMMON 10",86003, $200.70 
"ALLERGEN, FOOD, COMMON ADULT PROFILE",86003, $31.80 
"ALLERGEN, FOOD, COMMON ADULT PROFILE",86003, $31.80 
"ALLERGEN, FOOD, COMMON ADULT PROFILE",86003, $31.80 
"ALLERGEN, FOOD, COMMON ADULT PROFILE",86003, $31.80 
"ALLERGEN, FOOD, COMMON ADULT PROFILE",86003, $31.80 
"ALLERGEN, FOOD, COMMON ADULT PROFILE",86003, $31.80 
"ALLERGEN, FOOD, COMMON ADULT PROFILE",86003, $31.80 
"ALLERGEN, FOOD, COMMON ADULT PROFILE",86003, $31.80 
"ALLERGEN, FOOD, COMMON ADULT PROFILE",86003, $31.80 
"ALLERGEN, FOOD, COMMON ADULT PROFILE",86003, $31.80 
"ALLERGEN, FOOD, COMMON ADULT PROFILE",86003, $31.80 
"ALLERGEN, FOOD, COMMON ADULT PROFILE",82785, $41.30 
"ALLERGEN, FOOD, COMMON MILLET IGE",86003, $13.30 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 1",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 10",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 11",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 12",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 13",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 14",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 15",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 16",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 17",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 18",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 19",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 2",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 20",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 21",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 22",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 23",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 24",86003, $32.40 
"ALLERGEN, FOOD, COMPREHENSIVE PROFILE 25",86003, $32.40 
